Experiments,BC_OD<--AC_OD,BC_OD<--BA_OD,BC_OD<--BC_OD,BC_OD<--BL_OD,BC_OD<--BT_OD,BC_OD<--BV_OD,BC_OD<--CC_OD,BC_OD<--DF_OD,BC_OD<--delarc_OD,BC_OD<--pH,AC_OD,BA_OD,BC_OD,BL_OD,BT_OD,BV_OD,CC_OD,DF_OD,wt_OD,delarc_OD,parc-_OD,parc+_OD,pH
BV_pH7_2,-0.0014595420075499488,-0.039667941032220495,-0.0758491199868529,-0.02452728409644054,0.0003555420494597887,-0.0020532414932613783,0.000742825232446193,0.029619139347063457,0.00940080589250378,0.025062229272140114,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4811025384560845
BV_pH8_0,0.0007589285529178117,-0.04563093463201886,-0.05369742595631144,-0.02483251979169638,-0.004942951077676339,-0.004392090932182643,0.002743529761615006,0.03390447718941647,0.004667210525468641,0.01304518891903369,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6161936979692529
BV_pH8_1,-0.01614356738879629,-0.0369704108701452,-0.06913101545008629,-0.023683673974288548,-0.00040886493642693057,-0.0046111867317686905,0.0021839305353553405,0.03619687805033249,0.007746872096929864,0.026444451178869476,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6417698578516113
BV_pH8_2,-0.024135932334415293,-0.02648323071391686,-0.05331462929430214,-0.03154298506191243,-3.767580279837488e-05,-0.004604425297483153,-0.004204215922433398,0.037060198685073334,0.0061763617947049754,0.022709946599991423,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6440713470669853
BV_pH9_0,-0.02363429531617009,-0.03331029426630424,-0.055690001351353914,-0.015314521604905958,0.001340949473821598,-0.0010620433675206224,-0.008972535023222802,0.03255278221614983,0.006995270705741386,0.018718100904446585,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7292859280132171
BV_pH9_1,-0.018835102204719314,-0.03495737287661304,-0.06385546494275333,-0.020255086078591972,0.0004530197349579437,-0.0011379036080578098,0.001092507536320583,0.03550075214032245,0.004310766358090487,0.019307297694942223,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7412574926289346
BV_pH9_2,-0.026092295704976374,-0.040015602268926476,-0.05407543323448171,-0.02457752310225497,-0.0014298569783568371,-0.0008344626459090603,-0.007321944414921427,0.037235922290255186,0.013208089689521689,0.02552651905171249,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.747526246417331
CC_pH4_0,-0.0008082078219107957,-0.017487186886694123,-0.032425331761655594,-0.012861008751003641,-0.00022168016466109642,-0.002712699628394581,0.0014171402998592536,0.01111952443809613,0.005099324499783308,-0.029496460586138397,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0032572508755295392
CC_pH4_1,-0.009944053520650968,-0.021072875068563486,-0.03354927199528268,-0.012650138734151493,-0.0006840680086094389,-0.002564165511209032,0.0017441726767498515,0.021306856919241987,0.00472055630353482,-0.02568359942377909,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.004437627208196163
CC_pH4_2,-0.006906490078114944,-0.023382327888646852,-0.03696030523466026,-0.011082738940806493,-0.0014914788872651425,0.0026625822840825385,0.0016351618844529848,0.018046037856003515,0.0030596685474333567,-0.023956695905198222,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0011803763326671925
CC_pH5_0,-0.00528275209924449,-0.024825042523443704,-0.03915037279867607,-0.011884088723555859,0.0007698069205102719,0.0006242353420542644,0.0017702667382748227,0.01955751407243635,0.007280526590412075,-0.027236679881487206,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.08114687964645667
CC_pH5_1,-0.004873445801760839,-0.03017191745664763,-0.04320605626086825,-0.01539530340420163,-0.0018922333516504452,0.00469811618652033,0.0018106733716052508,0.023433475690367432,0.0071689176041147,-0.01994881294019844,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.11230826956373989
CC_pH5_2,-0.01175773647006439,-0.03362415598624426,-0.0439573852215772,-0.006793834179963755,0.00041436386173185997,0.004798112132627032,0.0019309838747848637,0.024523496569498725,0.006909954335702504,-0.020820385505971702,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.09911694942295314
CC_pH6_0,-0.005012431243515532,-0.03901788047636332,-0.08228275410830975,-0.013709544312694801,-0.0018891337643498968,0.003664111754168637,0.004516549758289169,0.026162459647849853,0.009808038520100325,0.019383997862105783,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2884225051673924
CC_pH6_1,-0.01190528747504172,-0.038771538104376065,-0.07419134605999873,-0.014170355399989563,-0.001249647937391117,0.006171896451193356,0.0035433240817940746,0.025818767712815945,0.008785214730254984,0.017592385638019313,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29127362738877827
CC_pH6_2,-0.008280112591126688,-0.044395997130676455,-0.08110228755065928,-0.018171963458475854,-0.001495237135044906,0.004250374632361144,0.003810046859409498,0.035558131196252674,0.007235576533105065,0.024214882282135274,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2957269459022493
CC_pH7_0,-0.0135023025488076,-0.03372715350078499,-0.08612912150342826,-0.01937195494285096,-0.0040449465017603796,-0.004624874021696007,0.00228143858520881,0.035039602999130025,0.010571869817440927,0.035130854953566326,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5922068579302491
CC_pH7_1,-0.01019972796835329,-0.029638524564064062,-0.08352097786962986,-0.030383603919459427,-0.006965769647580128,0.004802707542219889,0.0028579784541026398,0.038447241391176765,0.006433319110909236,0.029790771107958712,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5480973412378645
CC_pH7_2,-0.007041830861050149,-0.029444639937061323,-0.09588539236103713,-0.023077838015945068,-0.005797965659395507,0.0007456207728904251,0.0028837320402912473,0.04177910636624564,0.008208668013305765,0.029253953279036547,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5469120935714209
CC_pH8_0,-0.024372077972992616,-0.030850515657145042,-0.04879065255432024,-0.026297132917072464,0.0014472234232918073,0.0017255292589897714,0.0020712050536404476,0.028603754202308863,0.00713856374601955,0.010947517054560398,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8455353071301549
CC_pH8_1,-0.016918068630215912,-0.039767001619481525,-0.057901777007981485,-0.02950214937977169,-0.00040133878750645485,0.0010796504176181316,0.0016351618844529852,0.03511275058369273,0.009006906457893227,0.019279279404360316,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8378107178569503
CC_pH8_2,-0.015989283579199206,-0.03742520626634359,-0.05974311316628817,-0.030462581113628723,-0.0035285235212548917,0.005905560361950295,0.0018531834690467162,0.03100424872468347,0.00943045089264279,0.020578677835671796,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8442380625189879
CC_pH9_0,-0.016738096558205462,-0.033142833865207166,-0.0682127591514069,-0.026046977995530424,-0.0009901620123697363,-0.00108287210697713,0.001853183469046717,0.03673966756657414,0.0091883528507922,0.020055911132822866,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.003926186226973
CC_pH9_1,-0.017231606844326727,-0.037501059087074316,-0.06529561938636977,-0.019321903660893442,0.0013915753073018525,0.003457413756329081,0.0017441726767498506,0.03565194399136564,0.007367964275181298,0.011360532356345137,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9964236708955914
CC_pH9_2,-0.018366743416889854,-0.04297774932954622,-0.05802366649651007,-0.02936433905978566,0.002432461173638053,0.005596845963078998,0.0013081295075623885,0.03417849490338045,0.01194822190248448,0.014891758489867913,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9996501428774356
DF_pH4_0,-0.002175791953568872,-0.020563766128667022,-0.02265957403766072,-0.012479352508874043,-0.00017286230688509668,0.002829808908636156,-0.00043751248037037687,-0.0015824147864528328,0.001624471028537854,-0.02275959480553865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
DF_pH4_1,-0.0030428675076235884,-0.021256738190093768,-0.033714880833159315,-0.012896187083552712,-0.0015604398189031558,0.007243063281411712,0.0004736951916762019,-0.0012659318291622665,0.002231701907256376,-0.014588003761094547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0004845233155374915
DF_pH4_2,-0.007094205195165198,-0.026545959758045884,-0.017453498556886035,-0.014632640550641913,-0.0038832976215559503,0.0048989025049883395,0.0018576907868618558,-0.002109886381937111,0.004852758360945661,-0.018266451988855133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.001874459798070219
DF_pH5_0,-0.004799170997803625,-0.026777174772451756,-0.029768490880403824,-0.009325187734287716,0.002425691315337368,0.005438257668005384,0.000391815897563229,-0.0013714261482591222,0.0027637190857659226,-0.017354620793915313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.05114127579932972
DF_pH5_1,-0.010207254446071127,-0.020966534139993397,-0.029027582693683062,-0.009977254621360612,8.888960532520193e-05,0.0037895765819627326,0.002381862338794314,-0.001160437510065411,0.003538220845486808,-0.01683607452913471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.02446646428818786
DF_pH5_2,-0.005767255373623061,-0.02070085783367572,-0.023356831995365413,-0.013033647049704326,0.0005315034091472624,0.005291323501454748,0.004030680329255436,-0.0016879091055496884,0.0018581140689227908,-0.02554170814383289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.039343210450552515
DF_pH6_0,-0.0024792690769485795,-0.027486739884252133,-0.043253594669310946,-0.01931640123057625,-0.001968803530477959,0.007275258704372073,0.0063026875192704395,-0.002561172849458198,0.004479159824550154,0.0006322861964935841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.16172687662413934
DF_pH6_1,-0.006565501144074874,-0.024896061371849926,-0.038184668975679764,-0.0179295433782365,-0.001268288451044456,0.0029280418449121976,0.0008667819882216667,-0.004749318043822828,0.004146919862731644,0.00727505130612332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.20214567479932488
DF_pH6_2,-0.0009096878410681429,-0.03140553559136131,-0.040478839228010675,-0.017201919244683304,-0.0015976069511278806,0.008979329084572584,0.0010101249716852017,-0.004952076239430385,0.00428184311836958,0.0038977815583348275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.19208393008372077
DF_pH7_0,0.002572513949935852,-0.03835185848662387,-0.04527887748149426,-0.022362870915752394,0.0011646944349226745,0.014186549633741384,0.0008304391266859097,-0.00485998585820198,0.004082405853854573,0.009640401601791382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4761566893788473
DF_pH7_1,-0.006863259030101089,-0.03560345460053371,-0.03760533242931833,-0.01946760154612686,0.001518732492366563,0.0074011576386249596,0.002162680501199287,-0.0037786971097407153,0.004044291130874469,0.009814894782460254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.48226683949395216
DF_pH7_2,0.0009557686908089605,-0.03436983141400244,-0.04433193752623124,-0.017107976974676486,-0.0028504364435439525,0.011129374628805595,0.0003941215283196899,-0.004590001255273819,0.0017613678263581328,0.010632961784367975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4811025384560845
DF_pH8_0,-0.008817363195121287,-0.04220172838348408,-0.03409818133096333,-0.0199254907829606,-0.000477252192795277,0.006333790653101776,0.0024682185491142062,-0.0048069680320179985,0.0040168028794552975,0.01913158547295177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6161936979692529
DF_pH8_1,-0.011334538328582826,-0.032220681204420065,-0.03462519814786704,-0.023087263434477475,0.0001153080359749173,0.0070523747558826995,-0.006021042462924253,-0.005253435794426047,0.0034335171965801194,0.02356437302154044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6417698578516113
DF_pH8_2,-0.016191391897914204,-0.029804288537605948,-0.02524176923477131,-0.024680613891586017,-0.0008062288456636928,0.006751059115580893,-0.0017728288325926534,-0.004220678624899492,0.0029247675836086284,0.014665386803124266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6440713470669853
DF_pH9_0,-0.0036881177742844056,-0.03177021068237398,-0.033085196249834865,-0.02970096414665813,-1.8585285414820334e-05,0.00161974211425885,-0.004377664965779886,-0.0016879091055496886,0.004763064084817534,0.019569255243177004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7292859280132171
DF_pH9_1,-0.008201542755831844,-0.025552996641591844,-0.03848093388845092,-0.021338192386471708,-0.0030229455734724574,0.004320470149750295,-0.0005765448462056082,-0.0017934034246465445,0.004773093764872658,0.011496406861621398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7412574926289346
DF_pH9_2,-0.0031195069752309626,-0.028537726467070375,-0.03896952968738649,-0.02319572461202093,-0.005092247041023297,0.0051884074573931484,-0.0035897149388556893,-0.0017934034246465445,0.006410064740997293,0.014322794585124305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.747526246417331
comm11_4_1,0.015251824139900831,0.05826796206929112,0.09959831359431794,0.026840580324439898,0.0035809736990410333,-0.0005319164450401859,-0.0007945508930994104,-0.05024983398292375,0.008545190369629342,-0.1885090790640401,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
comm11_4_2,0.009882193860476429,0.03484012168224737,0.11804677836596969,0.01572167554303356,-0.001795129432626394,0.0005585262487116084,-0.0009432868578511744,-0.037437344932037854,0.008359837280991284,-0.1741124764360163,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0004845233155374915
comm11_4_3,0.02457086830197468,0.05660500951759194,0.08978471936577041,0.03551157026187234,-0.0024679820401513064,-0.0040319687889321994,-0.0034865781632454494,-0.06775841787295497,0.011029840097155255,-0.16589335722281878,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.001874459798070219
comm11_4_4,0.026573995599604164,0.0428106370633063,0.09000460947337358,0.030939376921109544,0.014552594582023825,-0.00075247337474771,-0.007680583270671574,-0.06069730684323155,0.007927942126989367,-0.16797479543672955,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0053181834532889495
comm11_5_1,0.0078041970276314255,0.048541139676842995,0.1068447999316065,0.02367624476066103,-0.0002254132845479531,-0.007191466799248819,-0.019921152714801875,-0.0730676288449246,0.007780324121856172,-0.17261762966442368,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.05114127579932972
comm11_5_2,0.01930880918774916,0.058271347191994595,0.09862175822743902,0.03027127151741929,0.0007987725783301453,-0.003395270154527994,-0.012028515240096526,-0.0762819783648719,0.00821236375071432,-0.20215514505686966,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.02446646428818786
comm11_5_3,0.03192931970500429,0.0687199698647727,0.11681043224166265,0.024172561991473905,-0.0011756317204107399,-0.007496858444874701,-0.03395512349093738,-0.09294914277675359,0.005463288849138695,-0.1898954025817955,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.039343210450552515
comm11_5_4,0.007380237657090891,0.059805513571785845,0.0930791359378592,0.030354459535168566,0.007862975040207743,-0.00072745171416065,-0.023786726210104386,-0.07625257228541633,0.0076558180525898925,-0.18374797593154338,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.02826352230444504
comm11_6_1,0.02332951274093078,0.12413134418104002,0.16607997438991848,0.064618647976414,0.0033003209191172027,-0.04357709708745065,-0.003626472449497035,-0.12512401616443758,0.013942625179238936,-0.06775016715021237,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.16172687662413934
comm11_6_2,0.0057295419453926725,0.1291659636180038,0.19753254481631774,0.05307560197523108,-0.001085701988119148,-0.023182843065132273,-0.005946928204401684,-0.10421957115278296,0.006196047540592112,-0.00970742779905381,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.20214567479932488
comm11_6_3,0.012613713234339064,0.12460131351552574,0.19247232812740234,0.06336945663165787,0.005863001257505107,-0.03674468754264324,-0.007961042584932368,-0.11873686505400613,0.004133664797181667,-0.01134064486169297,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.19208393008372077
comm11_6_4,-0.003926641869804134,0.12798366552785684,0.20300529827242317,0.05583111118363297,0.015342498954547491,-0.029840534005476076,-0.012436170561806015,-0.1216506400704384,0.0075749209085884325,-0.014466421941052313,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.19174196501252805
comm11_7_1,0.013582351147804556,0.24507431038209926,0.22480887639781705,0.06285636356505363,0.019625035317047793,-0.044717827930074665,-0.00024433827918508513,-0.14769597910992477,0.005362713241382787,0.09553807954911303,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4761566893788473
comm11_7_2,-0.006875246470065222,0.2016507351025939,0.2601987063123479,0.1081376228319562,0.01178119207691887,-0.03465504893466183,0.019565612218626162,-0.1971152187883853,0.008248061255916303,0.10797439300009738,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.48226683949395216
comm11_7_3,-0.012728610487411848,0.2123894152644536,0.2934211071321497,0.09905235179254541,0.032147115760523336,-0.0008697438142869677,-0.024495467067412707,-0.2569721405013748,0.011776622247112832,0.12428619426877605,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4811025384560845
comm11_7_4,0.06759235753475323,0.21088863635678656,0.26807536148668626,0.07379882541687591,0.025656587034463874,-0.047368658290285144,0.0017856920154198362,-0.25795122314730407,0.011013186595038226,0.12451607959264,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4811025384560845
comm11_8_1,0.09352234073145231,0.22066188467909467,0.2086625596848518,0.08591266867259274,0.011298108039342834,-0.018607899987179294,0.020310112547291367,-0.23218852538291526,0.026416753362054405,0.16687890961604274,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6161936979692529
comm11_8_2,0.05272141870759101,0.18506644404452785,0.24741319399327039,0.1138018302894805,0.0217995909973979,-0.04371735464295617,0.02595132653479992,-0.18066204446489395,0.023856622714387325,0.15648905847545552,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6417698578516113
comm11_8_3,0.08443638044206994,0.22201550195074599,0.24119325367166952,0.10082085816594569,0.01146336253894413,-0.032483440256961024,0.037923679322652205,-0.26096006444938796,0.02615928530531085,0.17393738274341047,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6440713470669853
comm11_8_4,0.03615052474095771,0.14784645423293113,0.2904075228908787,0.10361502291067783,0.007462505727358481,-0.021111893508097404,0.02170644124726886,-0.1731543283698999,0.02120827683126148,0.1668879070230152,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6395779816459941
comm11_9_1,0.06642690404439748,0.15923427316967556,0.3094455367310539,0.10713246126861678,0.0038285063806435364,-0.017993269860744465,0.026695111447378347,-0.2124165571205641,0.026155848488535572,0.20214179168090868,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7292859280132171
comm11_9_2,0.11454199787877177,0.13343024256112776,0.2864105247333646,0.09069306128860818,0.011268149253142927,-0.022366777710292655,0.02529520523127007,-0.17857267086920528,0.03135400254279376,0.18788983148725139,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7412574926289346
comm11_9_3,0.0676470751833657,0.20797538677635402,0.2736924520183517,0.08395287989112346,0.0047589579904856825,-0.014485625268324564,0.04003244369088308,-0.1815286231526861,0.029306331377314483,0.17104144274378608,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.747526246417331
comm11_9_4,0.07604156005641687,0.17056262587885485,0.23506938047383147,0.11287521117569307,0.01202723147428554,-0.007259677520588684,0.05363762208301087,-0.167057626462825,0.03266162841864254,0.1611101181319227,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7409024335149471
