Experiments,pH<--AC_OD,pH<--BA_OD,pH<--BC_OD,pH<--BL_OD,pH<--BT_OD,pH<--BV_OD,pH<--CC_OD,pH<--DF_OD,pH<--delarc_OD,pH<--pH,AC_OD,BA_OD,BC_OD,BL_OD,BT_OD,BV_OD,CC_OD,DF_OD,wt_OD,delarc_OD,parc-_OD,parc+_OD,pH
DF_pH6_2,0.04974354349886595,-0.11578385939416676,0.012106311130944793,-0.003487063315089636,-0.01149210468987408,0.030961023003024894,0.06989989183195258,0.021528167133422017,0.029473586033057914,-0.15175989194813636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.19208393008372077
DF_pH7_0,0.07221054061113492,-0.0880501390847823,0.024913664065787322,0.02498257032798035,-0.0005760736309963657,0.038771769127444074,0.07739548430980549,-0.041906417298900045,0.048345032280877887,0.17115681378089861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4761566893788473
DF_pH7_1,0.07016463636785099,-0.09287765402832758,0.026854219943608915,0.025623047596410563,0.001003182777406079,0.04777773999973486,0.08156833668117937,-0.04445973730605581,0.039247757744691934,0.17927588105930584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.48226683949395216
DF_pH7_2,0.06580103113680431,-0.08222382801058503,0.02763703285594997,0.02500629502227125,-0.002761803573888282,0.043613611825782314,0.0800389011844021,-0.04508557549961235,0.042047195803050115,0.1787832350421535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4811025384560845
DF_pH8_0,0.06870045529030588,-0.09033792794236674,0.023679831558433565,0.034161067747551475,0.0002986069509516624,0.039265037123113876,0.07197637369127378,-0.052320141489415065,0.04309198882997685,0.31861112368657535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6161936979692529
DF_pH8_1,0.08148227797497232,-0.09009158705077741,0.02372124518308303,0.028714562227706558,-0.0009656178351977632,0.03762715029165795,0.07365638914072645,-0.05264621305238941,0.03903050294712834,0.3400002772976523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6417698578516113
DF_pH8_2,0.07706015014211123,-0.07947935436973753,0.023866154643018608,0.030891731861654836,-0.007363757764839612,0.03776352089627281,0.06583278344296244,-0.054280230827305626,0.040551514933290705,0.3477925446856282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6440713470669853
DF_pH9_0,0.07109088822713365,-0.07811497689022319,0.019896573558773677,0.028960861815544577,0.0020792211559803537,0.033844458821999,0.07055712691062818,-0.04881321263054141,0.04062460435068478,0.42060125289889766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7292859280132171
DF_pH9_1,0.06973541369985625,-0.09020606078126504,0.022603287244134625,0.029045206752970162,-0.0008575379403065017,0.03828646105430696,0.07150297308178699,-0.043779743731669776,0.03812300611125388,0.4371820392799768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7412574926289346
DF_pH9_2,0.0739885970294152,-0.08356614034217988,0.021043621867733165,0.028861355434941217,-0.0032704725910140085,0.03838062888335274,0.07053387997105069,-0.04627486783039312,0.04155985482361006,0.43609097699108335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.747526246417331
comm11_4_1,-0.07453207996957327,0.09920646753243122,0.02021444631740451,-0.07578025388976802,-0.0033689301744427337,-0.030610875391765782,-0.08990618449919249,0.033657671420470534,0.00695375570055583,-0.21281600939514841,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
comm11_4_2,-0.07727674450239408,0.11379481098817097,-0.002186260426659946,-0.05347821930828301,-0.009766791908313395,-0.01697597987140002,-0.07556574969754917,0.023976315188667052,0.009104979520096722,-0.23847709633895886,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0004845233155374915
comm11_4_3,-0.07586990784610745,0.11866815606213135,0.013923059973217869,-0.0647290273091715,-0.01111224419153903,-0.02835691228832887,-0.10683446830948407,0.05906773562583585,0.008875692656020756,-0.24039590168582362,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.001874459798070219
comm11_4_4,-0.05361196001505721,0.12289821472423876,0.001510228452313208,-0.06330453181153406,-0.011326625973958029,-0.025978060329899844,-0.07172462099029318,0.013976916425416,0.00821797641723052,-0.24720594949939328,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0053181834532889495
comm11_5_1,-0.09774937548067263,0.11685806761050355,0.02255629983204215,-0.05996201519894857,-0.00789530021988827,-0.019698195137569444,-0.10627373697884056,0.03262959925700788,0.005381134171038865,-0.2065250719638298,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.05114127579932972
comm11_5_2,-0.07931456110966596,0.15895433291792874,0.0024232183931314375,-0.06687784814964166,-0.0044767977985674945,-0.04745282152019764,-0.0954159475085528,-0.0004734744722752442,0.008595857589465126,-0.2006268126614716,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.02446646428818786
comm11_5_3,-0.0949716998993055,0.16880813231448763,0.0020694424163388127,-0.07266450608635078,-0.007875662324545172,-0.02359604685364858,-0.11419296762379617,0.02276872161208936,0.011533749555440051,-0.2140445264671808,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.039343210450552515
comm11_5_4,-0.08692690236979854,0.12627562033336445,0.015333359817285895,-0.06317722227181431,-0.003150833939890498,-0.020423168164232505,-0.1081289462607516,0.00790986330774816,0.009576242210586434,-0.20131491058141648,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.02826352230444504
comm11_6_1,-0.14596862322691345,0.17707752557957304,0.028001455759386652,-0.04346005472314098,-0.0042318876516883805,-0.006978858148922095,-0.08804413206065477,0.07150721357730416,0.011179553665544673,-0.050610312140830185,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.16172687662413934
comm11_6_2,-0.16386630954139902,0.13298012026464154,0.054048145497622664,-0.031038411263700418,0.0033821468994669297,-0.01110894562757533,-0.08340955707770972,0.09053439377523635,0.014753573648631588,-0.010714533689391358,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.20214567479932488
comm11_6_3,-0.1413765699173445,0.12938756911246022,0.03352780753989583,-0.025926500315089595,0.0009658737180997542,-0.014175178580310033,-0.1007573890831807,0.1035169134086565,0.014546724321401645,-0.01424705485286919,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.19208393008372077
comm11_6_4,-0.16440058112063483,0.1621078728293271,0.054211867498638835,-0.035508870770749844,0.001939696058954886,-0.002200449418438519,-0.09336198118960728,0.0904483699847175,0.01290890411919226,-0.041172107373890675,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.19174196501252805
comm11_7_1,-0.1500434324485453,0.23556672100625609,0.03293459417703357,-0.04888512621755185,0.0002652925107142224,-0.020639930951368547,-0.1151562825857621,0.08533638865808432,0.01907340193086344,0.06349997903422819,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4761566893788473
comm11_7_2,-0.12994404109032906,0.19793119442365745,0.045154355357036643,-0.05714805598411222,0.01010895153993498,-0.021885683204492804,-0.11117342781437477,0.07308105294552185,0.014829119249530454,0.08517100217468714,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.48226683949395216
comm11_7_3,-0.13061747578904034,0.1942643469563969,0.04392254781544857,-0.05663128214442858,0.011212922439950968,-0.028753520706263566,-0.13783263760254438,0.09559463499032934,0.02263770878314972,0.09158466792058038,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4811025384560845
comm11_7_4,-0.137926943153143,0.2061206839330818,0.04113075876851446,-0.053392580645563806,0.010009474518668394,-0.029917323109086413,-0.10978464454493445,0.10433570718392728,0.012542927909804423,0.06226385180231022,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4811025384560845
comm11_8_1,-0.14285503901622215,0.2087273031967165,0.03266904609844736,-0.045916948175948595,0.026769448628892068,-0.04801105164153419,-0.11859904376465982,0.09128730158605006,0.015753573358220908,0.17171091903325006,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6161936979692529
comm11_8_2,-0.13930826317761905,0.2601860402062859,0.01881799500273621,-0.057579880626467274,0.026520854666343203,-0.03909256139689166,-0.13107819300063928,0.06744945778147035,0.016034783287702695,0.18589596839378708,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6417698578516113
comm11_8_3,-0.1343924843495631,0.22274872850140798,0.012915073574885076,-0.04947373336343015,0.012743815369904037,-0.023913148225325614,-0.12031717893060134,0.056387363423633825,0.017231091455273014,0.21538497449992136,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6440713470669853
comm11_8_4,-0.12668820414773146,0.24625713298907095,0.005698790129112146,-0.05366074884472334,0.008443478485974284,-0.02831176560372115,-0.13288732881617285,0.08428446936299619,0.012690782681431466,0.19062234342179227,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6395779816459941
comm11_9_1,-0.13358972057214252,0.2670634703734971,0.00880774712837908,-0.04760851907989252,0.03005216211566459,-0.06439924149247615,-0.14204291873085112,0.06498682215323917,0.01174027345102766,0.26864967673935974,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7292859280132171
comm11_9_2,-0.12289501409491764,0.20196072949096558,0.0095650977940987,-0.06524828245134456,0.0007487495875229061,-0.030731090281320653,-0.12576545821502808,0.08624460442234641,0.01958644913590472,0.2978284872282782,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7412574926289346
comm11_9_3,-0.1343641722704405,0.22256990349406133,0.007667889552919761,-0.06337306196760872,0.010837901273499375,-0.044449986544964105,-0.10809431209917297,0.07906436437336,0.016831138266007527,0.28901380253145875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.747526246417331
comm11_9_4,-0.15065875861793754,0.26099351571386914,0.007788060482429427,-0.059097701443926134,0.0198568702796879,-0.04634559937955246,-0.1302908344032324,0.06726288753440199,0.018035823023351626,0.2835236300179815,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7409024335149471
