Experiments,CC_OD<--AC_OD,CC_OD<--BA_OD,CC_OD<--BC_OD,CC_OD<--BL_OD,CC_OD<--BT_OD,CC_OD<--BV_OD,CC_OD<--CC_OD,CC_OD<--DF_OD,CC_OD<--delarc_OD,CC_OD<--pH,AC_OD,BA_OD,BC_OD,BL_OD,BT_OD,BV_OD,CC_OD,DF_OD,wt_OD,delarc_OD,parc-_OD,parc+_OD,pH
DF_pH6_0,-0.017931807604010988,-0.0051552928761457615,0.011786295873436914,-0.007950374869245064,0.009196977129449016,0.0031963867332745837,-0.06474811913334237,-0.01678924514871577,0.007083133194372868,0.01819265796519492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.16172687662413934
DF_pH6_1,-0.011315351945206362,-0.01204218930554698,0.00851623671726607,-0.008495854673623715,0.009752588520616131,0.002338025845567007,-0.07054191462027473,-0.017548722155068235,0.004488639784470686,0.03172915296649318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.20214567479932488
DF_pH6_2,-0.016598903856179476,-0.0025735168159008027,0.008584118005819619,-0.00046015069394817734,0.008317583534137708,0.00290290056383642,-0.07900288555467419,-0.016294215021897915,0.004182565838260495,0.027823115135239357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.19208393008372077
DF_pH7_0,-0.018544767769357273,0.005739252718529947,0.008236735290240334,-0.008726393630444678,0.0076060439712044015,0.0008924583424611574,-0.06317985757284432,-0.01922101536198803,0.0034432990051320063,0.0206348568382268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4761566893788473
DF_pH7_1,-0.02800653687870616,0.011866540952646377,0.011978374497317097,-0.013268698031872347,0.010048964011746096,0.00022595318418967941,-0.06383261242861173,-0.02049525207799414,0.007219302416475408,0.021144576451599437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.48226683949395216
DF_pH7_2,-0.02241744536602789,-0.0019342931407584766,0.01009051154124672,-0.005086064458338786,0.007100382193457337,0.001414396082678728,-0.0640557109722463,-0.02053813316575859,0.0041735698035715715,0.028133398493772128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4811025384560845
DF_pH8_0,-0.020768137340757834,0.006122015331790822,0.009772581445741587,-0.014114517850254703,0.0096829674249191,0.002153501012868693,-0.055720809049114736,-0.015043917708908738,0.00458934263933612,0.010207585229072719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6161936979692529
DF_pH8_1,-0.020768315835106795,0.007914655726585212,0.01006133712909144,-0.016632895392628952,0.007654354785083105,0.0004797695595366147,-0.04359628341859206,-0.01515260413936947,0.00579530929741652,0.0011252834226774134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6417698578516113
DF_pH8_2,-0.020821123241912577,0.004198510282996879,0.008157876735532898,-0.017849449734203517,0.01337238143481638,0.0002088036571386385,-0.04377324307711958,-0.014771092807793098,0.004412793396142027,0.003745154489094958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6440713470669853
DF_pH9_0,-0.01724409861419269,0.005073231539243589,0.007802285143255214,-0.011470521033498578,0.008744459604216819,-0.0023764720935698434,-0.041103786406127496,-0.012606547493487597,0.005093093177141702,-0.005031032895608603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7292859280132171
DF_pH9_1,-0.02106679610948524,0.0012519595550332704,0.009095595933942368,-0.010299703863894812,0.00870767571153524,0.0019449638716026168,-0.039450196797412865,-0.013147927907336019,0.004735787054625057,-0.004890745789136576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7412574926289346
DF_pH9_2,-0.021520278763694126,0.012018862700940151,0.009909872999718492,-0.013124199344614599,0.006510094625207229,-0.0014212281396612527,-0.04312532517502246,-0.012190602699537638,0.004271774742063945,-0.004448359810706715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.747526246417331
comm11_4_1,0.04648422066425985,0.022170352014490285,-0.022327026460906896,-0.004756736857563497,-0.02620415650900333,0.0017232382821384833,0.102387778016526,-0.06490905396782022,0.01039568974909818,-0.12808369379652582,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
comm11_4_2,0.048238574030566146,0.005938414938737758,-0.01605715092104535,-0.012347718483069915,-0.016741418734385186,0.0021450972372321813,0.08655072828025921,-0.05591837371512236,0.010117769141519524,-0.11504531095462402,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0004845233155374915
comm11_4_3,0.045517578546018546,0.004340850046845963,-0.028041988018464865,-0.013965666322037577,-0.026867206718256372,-0.0010581518694474962,0.11793968496636652,-0.06717043028810345,0.009377702609028505,-0.10319176207640739,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.001874459798070219
comm11_4_4,0.037089609751356355,0.021057859614754645,-0.026234200906524757,0.0017523495087643033,-0.030824020955377528,0.0026546504599568614,0.11686271068351545,-0.051577636505750445,0.009130730701752169,-0.14303144111571342,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0053181834532889495
comm11_5_1,0.04685876498758064,0.04724135840210414,-0.047564209254822964,0.00986400820522407,-0.03858680676304452,-0.011499159319336405,0.12089374640237782,-0.07445032442059449,0.0103060892076515,-0.10690241837519748,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.05114127579932972
comm11_5_2,0.06277625393264158,0.009070410986491684,-0.03625107872922419,0.014072974051409604,-0.015430651439465174,0.005802060803196029,0.09943765935042626,-0.07019113903014881,0.01139746235906268,-0.14380334114969662,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.02446646428818786
comm11_5_3,0.03857642968392769,0.009310927163232525,-0.03703485150543122,-0.0036887785601530877,-0.034450418783969275,0.0038564624921823636,0.13312211469828109,-0.07958568787025083,0.012572709509556223,-0.10118871926623596,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.039343210450552515
comm11_5_4,0.0649081817311842,0.01853031737780522,-0.023287691525436697,-0.01136258973309811,-0.03502855126725752,-0.0069588280528399115,0.11814119675621877,-0.06370219581375788,0.012148848726495126,-0.145443851682813,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.02826352230444504
comm11_6_1,0.06203512717488869,0.05743162172279604,-0.07311128116916338,0.06663366611424389,-0.05377101385206711,-0.025272741553869663,0.19249288314669996,-0.09334154465180093,0.015258327619699032,0.04082278919755481,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.16172687662413934
comm11_6_2,0.12033985994412037,0.048090836437135596,-0.06468712562872296,0.08471791213418803,-0.06031977616422609,-0.01580198865763479,0.22903161929783653,-0.10388313608375661,0.014239057624186185,0.09702925583798155,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.20214567479932488
comm11_6_3,0.08372710647233556,0.11804797887878045,-0.0820931112763735,0.06985249319058116,-0.045427274997751003,-0.02378726226976142,0.19704231738203976,-0.07758619137498064,0.014304081684221393,0.09096533226365548,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.19208393008372077
comm11_6_4,0.10164649825259718,0.06801541298410207,-0.06586995252327102,0.0928752458540966,-0.057316558944851013,-0.022035569353180975,0.20162553501649474,-0.09809818843966753,0.020755718069900154,0.10291699682625578,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.19174196501252805
comm11_7_1,0.19290369811508332,-0.0024945447240126042,-0.049504614211416435,0.07283202548101345,-0.08282435829396886,0.0029321527768574342,0.24751687669018077,-0.2293958659922076,0.025497345129159556,0.09825453600416,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4761566893788473
comm11_7_2,0.1939157018569076,0.006866824711247799,-0.07044603684841168,0.07430752801526662,-0.11073321566198263,-0.0002995527076595706,0.26714474734571836,-0.22489858016822212,0.027190212944785703,0.1102358745506701,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.48226683949395216
comm11_7_3,0.13356034450207677,-0.0014826812675101356,-0.05175952546587009,0.045133149529270736,-0.08036655921823066,-0.006486293105054242,0.2520380966462518,-0.15344260849043445,0.020327928806402027,0.1162324097486334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4811025384560845
comm11_7_4,0.13248041868559082,0.002297901946180701,-0.06289004056284246,0.08304622131409933,-0.07277798709150848,0.0006706921876225928,0.24457950817036403,-0.2130889655479089,0.02698636001866797,0.1324501525652696,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4811025384560845
comm11_8_1,0.1613389493804425,-0.04629617248611203,-0.03576614923213365,0.08490655944227118,-0.08360823889485682,0.004010615930943145,0.20634963446671306,-0.19579008094116074,0.025984562903075763,0.09799108292451938,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6161936979692529
comm11_8_2,0.14638195305885549,-0.06058942450701423,-0.050760900045127545,0.08271325886365959,-0.08648073589292596,0.012016326123848554,0.2273495923284866,-0.14773613501254107,0.02621050913372765,0.059672588993056226,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6417698578516113
comm11_8_3,0.16367098741941968,-0.03405325180208108,-0.03617805674084988,0.07836575276592908,-0.07240434570248118,0.012881265997876529,0.2105229488537525,-0.1915926854756822,0.02638051180897847,0.05025282176312707,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6440713470669853
comm11_8_4,0.17748078419416946,-0.06751862370409072,-0.03961454446726155,0.07566179797680968,-0.084947141665692,-0.0011831680505597231,0.20923416678181292,-0.1544270483638747,0.02585205013661281,0.06912475351315071,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6395779816459941
comm11_9_1,0.1533507997091637,-0.06275402386404533,-0.03738834283264029,0.05642936370710073,-0.06813087203853725,0.01638811217722199,0.2041602190310116,-0.1634473258165805,0.02955336159125538,0.045221221812585685,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7292859280132171
comm11_9_2,0.1767554004598187,-0.09958377781896038,-0.032350787273051386,0.0665156183294628,-0.0850809350156772,0.030463995361680405,0.19302751559333925,-0.15399291844522253,0.024857388295273734,0.04792967142147498,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7412574926289346
comm11_9_3,0.15928710079878447,-0.08248679686590785,-0.03559718749030372,0.07064373715740183,-0.07945446359003774,0.023897223970346635,0.21072062096173844,-0.16075875605061726,0.02618284812505843,0.030697185936505385,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.747526246417331
comm11_9_4,0.1634876875317676,-0.05736081038014558,-0.03970218530228443,0.0678196161997039,-0.07727008581121006,0.03438241130014396,0.1816236175711611,-0.16886550771264847,0.02552560418763238,0.03904435142525473,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7409024335149471
