Experiments,BV_OD<--AC_OD,BV_OD<--BA_OD,BV_OD<--BC_OD,BV_OD<--BL_OD,BV_OD<--BT_OD,BV_OD<--BV_OD,BV_OD<--CC_OD,BV_OD<--DF_OD,BV_OD<--delarc_OD,BV_OD<--pH,AC_OD,BA_OD,BC_OD,BL_OD,BT_OD,BV_OD,CC_OD,DF_OD,wt_OD,delarc_OD,parc-_OD,parc+_OD,pH
DF_pH5_2,-0.0025786849921164306,-0.008757627564279929,-0.002832357587859682,-0.0041006986432425355,-0.0031522568193790707,-0.0064256142679116005,0.0032954436961723406,-0.008367208916208018,-0.00025457317171537376,-0.01008803240549953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.039343210450552515
DF_pH6_0,-0.004001364626962205,-0.004617232654000753,-0.0037736599297141255,-0.0038980628878040155,-0.0018624689381407655,-0.01694979047281262,0.0013843340416560353,-0.017395799704219977,-0.00011768049600979625,0.007970114542454805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.16172687662413934
DF_pH6_1,-0.0027734572821013306,-0.008913316020499103,-0.004030764162054528,-0.0028327274913697146,-0.002448481929933895,-0.02043568099808434,0.00237626219532736,-0.020822309592495793,-0.000372157512718569,0.016991022692021466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.20214567479932488
DF_pH6_2,-0.001660548590690545,-0.013450117287549957,-0.0017227871541905658,-0.0012241588093583355,-0.0025558247992201995,-0.025598195159767308,0.001969886693860526,-0.01798489688531212,-5.82359755492735e-05,0.019023267865869335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.19208393008372077
DF_pH7_0,-9.91931440227709e-05,-0.016604891723912694,-0.005289077728014926,-0.004142267965185254,-0.004129777993682935,-0.01397193448091655,0.011748253026896196,-0.017427750450113542,-0.0029948993711529865,0.009649930042417152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4761566893788473
DF_pH7_1,0.0019226897354035278,-0.010946730143674043,-0.0027382102884028264,-0.0014229941760878196,-0.003153554550574525,-0.018876867584236286,0.002290501681601872,-0.016666204151899913,-0.0010202300451371982,0.007349989722361385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.48226683949395216
DF_pH7_2,0.0020505588262787326,-0.00707971036474666,-0.005632614826621568,-0.0034407042005382815,-0.005285541748466051,-0.021970666615373415,0.0012593112849508935,-0.01601772511782853,-0.0008890312806824627,0.013744512161078016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4811025384560845
DF_pH8_0,-5.214718858833031e-06,-0.009893863481752896,-0.002038860856352941,-0.003638714696685581,-0.005704025177123107,-0.017391754744736393,0.006042230771854519,-0.015710331862387447,-0.0008442772985638489,0.00592320196269809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6161936979692529
DF_pH8_1,-0.00325103233649355,-0.0044341819146243135,-0.004990133690931228,-0.0042246547223919115,-0.003366191182892932,-0.016324147247182935,0.0019483471147554079,-0.013653829032960143,0.0005039286232836864,0.004530284287529472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6417698578516113
DF_pH8_2,-0.00041692858359412057,-0.00998420942088832,-0.0027537161723265174,-0.0037199443343864827,-0.003818201021007869,-0.015369806524528106,0.004675085549040331,-0.014125813466051351,-0.0009556669859296605,0.003207590857763653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6440713470669853
DF_pH9_0,-0.002177082759368679,-0.009555632744956273,-0.0025687894787963317,-0.004995651553263483,-0.005714824533737873,-0.00999432669709558,0.0038913130974801984,-0.006798357328642969,0.0014199581924501964,-0.0067682166587885294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7292859280132171
DF_pH9_1,-0.0031446980944146276,-0.002604613276603429,-0.0037740664641656304,-0.005646977375625917,-0.006805354071700057,-0.009650260307623641,0.0028754522040000422,-0.008890159505864848,-0.0009058275563723373,-0.004715106690140522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7412574926289346
DF_pH9_2,-0.00345415052836356,-0.007336146288510897,-0.001963069950959281,-0.0038883337469609544,-0.0029932456477747664,-0.013706017047085838,0.001657822820681917,-0.009413110147351805,-3.2121129333973245e-05,-0.0021332384362492867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.747526246417331
comm11_4_1,0.032413773621311016,0.013930416130663259,0.014518817763208697,0.008757964782416819,-0.017325660752780414,0.04625016109127065,-0.009799744088769609,-0.057231484063212636,0.002198545712896661,-0.07697440029891288,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
comm11_4_2,0.02497947988566011,0.01001378545132668,0.018183175929943503,0.0017343737189050594,-0.008007535875127042,0.053663439361135594,-0.009496177660058376,-0.08168236050592817,0.0029116779452432726,-0.055561468353009104,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0004845233155374915
comm11_4_3,0.023745575492148813,0.008045872055884933,0.01359635630784475,0.015287124584428968,-0.02147779688198605,0.0647180239852194,-0.005146469455617278,-0.07001362276951903,0.003961690756208869,-0.0759783641765218,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.001874459798070219
comm11_4_4,0.030349232574681854,0.013412942843025799,0.01564416860068298,0.013979133576883572,-0.008361284604053136,0.03971256407240973,-0.008899276826085281,-0.08104520473993666,0.00275712334834363,-0.060811008947860935,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0053181834532889495
comm11_5_1,0.03698761200127394,-0.002539249878052783,0.008551448905516578,0.026507861734894313,-0.00565598327504552,0.063878845308057,-0.02988952386881346,-0.08416912408120444,0.003295493081171552,-0.06022898960210704,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.05114127579932972
comm11_5_2,0.02252263096323156,0.018153313974161513,0.01639495709728773,0.011962578709682701,-0.009992620169954454,0.06817791036390904,-0.01542042870418695,-0.08480721812917973,0.004800385872064078,-0.07505312007892392,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.02446646428818786
comm11_5_3,0.05042723536430654,0.013806304043442338,0.012428471155505142,-0.001738467200497251,-0.0034627767202808804,0.056750768949277705,-0.004643674721212492,-0.09638562123675873,0.0023027761296733544,-0.07274662586536419,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.039343210450552515
comm11_5_4,0.06197058218551558,0.0027627931184985716,0.0029578155258913404,0.004886866102359536,0.0036033029787485376,0.06303397326892161,-0.0169172212521991,-0.09019112980560115,0.0019844981169571028,-0.07735309034100045,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.02826352230444504
comm11_6_1,0.04085353179693059,0.02121117993197202,-0.006062090145626469,0.0017827065455038918,-0.007406758697622497,0.07049559894220336,-0.011589222199324031,-0.14888412442017832,0.0013683620145868334,-0.024481162230038763,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.16172687662413934
comm11_6_2,0.07307859840681369,0.037426050326017576,0.010758514374737509,0.019566402571154353,-0.0013098550353037278,0.08235752657663238,-0.004318744936634017,-0.16843830044502797,0.000879455627873539,0.012113466104695006,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.20214567479932488
comm11_6_3,0.08707555282253607,0.035229491648952595,0.008483600341107534,0.012665119152516127,0.008384758825211423,0.0771557040180525,-0.008329235727129423,-0.18856397880342501,0.0017503080695219653,0.011805412737126262,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.19208393008372077
comm11_6_4,0.06449443559061087,0.01712337849580723,0.011133142093844393,0.013639895993730297,0.004590665555518607,0.06785215423361439,0.0003116398252060895,-0.141166608415787,0.0002651700875519385,0.006402791967089087,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.19174196501252805
comm11_7_1,0.07065529723105061,0.12173197701006477,0.04013257769746303,0.0037593807612100417,-0.003999933011262961,0.12291364311139383,-0.016183269588357734,-0.2776161569243541,-0.001887903180297303,0.060012972265805896,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4761566893788473
comm11_7_2,0.06002058993053175,0.061853794427791035,0.03260260906617117,0.006581179412567744,-0.0007198287168031799,0.13667344697022243,-0.015124301502440613,-0.22428853761728695,-0.0034892978596136616,0.0665395419659984,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.48226683949395216
comm11_7_3,0.07288669731245255,0.07421301086554707,0.03673365137377837,0.01603392472126238,0.00035206132973342007,0.09075761231067389,-0.014838724476892672,-0.21523251857972991,1.5471257147903206e-05,0.05948173847211444,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4811025384560845
comm11_7_4,0.08822645277027849,0.08971243244879269,0.02375196328913064,0.0236010828907804,0.012074104828921992,0.11897762654612407,-0.024124646210719067,-0.28745570847926577,0.0013342587487853014,0.07430535775325868,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4811025384560845
comm11_8_1,0.0606593710532331,0.06781290451996026,0.042933523153238326,0.03547697576815668,0.0024616892384770107,0.11186253308197078,0.0060025134698852255,-0.25553634180889834,0.015417386356984137,0.06187496023293098,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6161936979692529
comm11_8_2,0.07978239620246151,0.0569400922715178,0.027611408240931185,0.03263347878525762,0.016441933391210826,0.18631074851277568,-0.0016383577328499188,-0.3239372710806682,0.01948680892019816,0.060742147370929936,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6417698578516113
comm11_8_3,0.062002222603794344,0.06659224155804383,0.0458835444400978,0.023868479482505634,0.00590146846380895,0.11936074247725466,-0.0015444420790299755,-0.2508362750123943,0.019386761168058476,0.06424482196589688,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6440713470669853
comm11_8_4,0.08116467693901581,0.05398392969074294,0.021786230636517637,0.033948652180640596,0.017917702189525184,0.1306988894419096,0.007403866885553888,-0.2768131654316802,0.014436350795237906,0.0693825572202711,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6395779816459941
comm11_9_1,0.05313414428727296,0.0432031045667827,0.03323067533500169,0.034813058951505174,0.004880625017837661,0.11394604582461001,0.018492211863682,-0.20061305634677407,0.01379723917085515,0.05799233158280992,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7292859280132171
comm11_9_2,0.07217616840549136,0.0460914130984684,0.03337579958464789,0.027849223740884804,-0.00875241752592442,0.16806963483337312,-0.0007524454634150749,-0.2399811479370312,0.01565907892102942,0.06167246695850855,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7412574926289346
comm11_9_3,0.08054777340437087,0.008778158064688686,0.03369287411479847,0.047010931529752574,0.009899139916119367,0.11982454007774916,0.01682811406279064,-0.2142758065559294,0.013963858852081967,0.055230003998655325,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.747526246417331
comm11_9_4,0.08387452883524413,0.008059907040720724,0.03761966232878522,0.03079364517015284,0.03722916200595057,0.13900069215598151,0.00628590915534321,-0.24069001955830532,0.014326809293630975,0.05883246579490925,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7409024335149471
