Experiments,BA_OD<--AC_OD,BA_OD<--BA_OD,BA_OD<--BC_OD,BA_OD<--BL_OD,BA_OD<--BT_OD,BA_OD<--BV_OD,BA_OD<--CC_OD,BA_OD<--DF_OD,BA_OD<--delarc_OD,BA_OD<--pH,AC_OD,BA_OD,BC_OD,BL_OD,BT_OD,BV_OD,CC_OD,DF_OD,wt_OD,delarc_OD,parc-_OD,parc+_OD,pH
DF_pH6_1,-0.06498421241650763,-0.09923605058018278,0.008170156180048764,-0.02520645018424029,0.018705487627859996,-0.008747407257880854,-0.0029915959347525355,-0.015522537376407703,0.019134815456750602,0.014817215024453144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.20214567479932488
DF_pH6_2,-0.0817254464312092,-0.10237826347027137,0.011813839916949686,-0.023293120164586154,0.029013639177479175,-0.015879364468805165,-0.0002976105629425971,-0.015037664711151432,0.039825873049381004,0.0020975382042967765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.19208393008372077
DF_pH7_0,-0.09268748500910791,-0.11040967061386806,0.006940477645105641,-0.03125012404811771,0.025709443185478447,-0.020234816199897424,-0.004229212807410439,-0.015598527460318548,0.036241996319883556,0.04965734277730403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4761566893788473
DF_pH7_1,-0.091253718883609,-0.12208804833743238,0.005992674006392122,-0.02429442760575077,0.03218773127978912,-0.016497153816339764,-0.00039907341903966295,-0.014566735226013094,0.03605425612272128,0.03900391962379217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.48226683949395216
DF_pH7_2,-0.09661009418332708,-0.10987612586792393,0.0072297018086132795,-0.027839497267066148,0.028776586775708463,-0.01435181219454693,-0.003063313411143812,-0.015551319454351198,0.03401644271514985,0.041408854663048104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4811025384560845
DF_pH8_0,-0.11717401701633047,-0.09993783890715113,0.005479006495974632,-0.025350471945560494,0.03287556481021254,-0.013862537982185253,-0.004592980911712285,-0.013278133864312066,0.038145902174646446,0.0418349276855588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6161936979692529
DF_pH8_1,-0.09476385795794752,-0.12104931410402064,0.008145910923409721,-0.02567664655654327,0.03676107744888768,-0.016410551907737617,-0.002081743942816621,-0.012930160035257758,0.03476790463470895,0.03737680203645774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6417698578516113
DF_pH8_2,-0.10104374104786826,-0.13230554685158571,0.008580816625414982,-0.028820887070311153,0.03154001377118023,-0.013225723443471863,-0.002775181719790334,-0.012912007427733876,0.044437540571974674,0.05066413713133206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6440713470669853
DF_pH9_0,-0.07410991110393536,-0.13056176285542873,0.008987959935937236,-0.02800328935537002,0.026186449881643058,-0.012924830507810996,-0.002998839127628701,-0.012294311772060133,0.029809141929220892,0.040048813027046305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7292859280132171
DF_pH9_1,-0.1259098979725462,-0.11664219016533182,0.007050038074021751,-0.021865763350025463,0.03007674282173748,-0.016063331282981062,-0.002681371410903725,-0.011922385452072255,0.042184362638255826,0.05991321993991733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7412574926289346
DF_pH9_2,-0.11455044715300852,-0.12835441021167715,0.006750760942535554,-0.019609591435317108,0.03210818295893462,-0.007797777046975883,-0.0038364985739083386,-0.011973761797113262,0.039086746349930764,0.05231621650574001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.747526246417331
comm11_4_1,0.19525171010471562,0.2811253242842529,-0.027297174332096517,0.0429240471618655,-0.09953991573708862,0.03128737832055142,0.004678055049608576,-0.08730146159053495,0.06986923441452826,-0.5153922434628982,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
comm11_4_2,0.1531536479205217,0.25041722184614,-0.026880279259513258,0.010263715161253581,-0.055128717295339566,0.043769993063710294,0.005441269008037834,-0.08983108108053388,0.06875408063521206,-0.4620095014207713,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0004845233155374915
comm11_4_3,0.14293139974222235,0.34333805910271165,-0.03097760204387746,0.01435080722055357,-0.06528046831083686,0.04112648050584222,0.007485432165634375,-0.1011900623102227,0.07272494239570652,-0.525005164126987,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.001874459798070219
comm11_4_4,0.1337754769574689,0.26867752356859653,-0.026004385118089297,0.02961030557265747,-0.05796214447316271,0.026378883528320678,0.015694437685382104,-0.07218621913181698,0.06203814764466623,-0.4766693658689443,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0053181834532889495
comm11_5_1,0.19288876175556488,0.32833270602171183,-0.04096282719432014,0.05176018703323992,-0.08268934548630016,0.030428926767376453,0.0003742513619363299,-0.12427813428494593,0.0719324191959332,-0.45525286161624223,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.05114127579932972
comm11_5_2,0.1674158411877959,0.28639933300649995,-0.03808641968375963,0.022427631103150224,-0.07599414125003891,0.024588011311286174,-0.03199181428988991,-0.08195275404854961,0.06657606366940814,-0.41165286604072093,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.02446646428818786
comm11_5_3,0.2621671568294581,0.28879456311221363,-0.040310848034594365,0.045433539256615495,-0.09353514195865263,0.03375636282903345,-0.010302790996983011,-0.12817339294954486,0.06371744750958423,-0.46942057782784097,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.039343210450552515
comm11_5_4,0.19344508537050822,0.24890217114725843,-0.026801070198416713,0.04664249259816561,-0.07263672838149511,0.03601361637125198,0.000715857087432048,-0.11247456853318472,0.06753327303768501,-0.4473840779373827,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.02826352230444504
comm11_6_1,0.30843837509336686,0.4475722373552297,-0.048903075500350945,0.0872685463767013,-0.12948663624732393,0.0390325642482418,0.002919635163701101,-0.11384112214588597,0.09912287497811992,-0.11888381103134674,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.16172687662413934
comm11_6_2,0.40009246597147496,0.5151876265474635,-0.0302762027376372,0.1349392270264418,-0.1547265850614918,0.06556990221142767,0.02321864015706207,-0.15216795877755987,0.11825706636614121,0.004657779080874268,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.20214567479932488
comm11_6_3,0.384145395676403,0.49780160938430107,-0.0415111759742317,0.1320153529723377,-0.15582865290910658,0.076996991324198,0.023870199304074042,-0.12758756925230438,0.11827232710936147,-0.02100133803308657,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.19208393008372077
comm11_6_4,0.38650969326496126,0.5133068892141075,-0.036452714119754426,0.11792263592552878,-0.13095447539635324,0.07303156056805797,0.022530044482454017,-0.17610236876522709,0.1077299347665647,0.006991546147543465,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.19174196501252805
comm11_7_1,0.5569070782974037,0.7270247347903964,-0.01251797617453595,0.1277172901019778,-0.23271146433670886,0.08400127339865202,0.04571717575516389,-0.23837632285997917,0.1434481493804766,0.3584207769386146,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4761566893788473
comm11_7_2,0.5938360773966364,0.6377415031980239,-0.040558725516109354,0.18455209524492203,-0.22719252187434752,0.0965353802429593,0.04941080337957198,-0.27200800664237024,0.15599200152670556,0.3835593092036636,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.48226683949395216
comm11_7_3,0.561295806135496,0.7301599339946456,-0.019951846486200457,0.12873029951977993,-0.23384684081553764,0.1010634011613286,0.05873034698321767,-0.286422393636211,0.1483804537501671,0.3732129369344076,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4811025384560845
comm11_7_4,0.5684384282840333,0.6966493025835119,-0.009244149954098724,0.12934204390191514,-0.23943105442854376,0.10382145500620422,0.05172225081402325,-0.25787946069775064,0.14358262817658798,0.37435065385521116,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4811025384560845
comm11_8_1,0.6004327047332797,0.7356432835045067,-0.014735023041620214,0.12542472050160813,-0.18980950843704777,0.08129390907514354,0.04981337669103045,-0.35609776773368534,0.1654001541654377,0.42375075251511896,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6161936979692529
comm11_8_2,0.570586285347362,0.7522854351657238,-0.007504839113225106,0.1444886139253883,-0.2344745094296725,0.0877682924319221,0.05170993670821192,-0.30096818407268644,0.1674151686821942,0.401124555999818,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6417698578516113
comm11_8_3,0.6824717837936526,0.6843868394957289,-0.02449591874833341,0.1488477897627846,-0.20808989964749497,0.09453401638356887,0.07267885052153597,-0.3397347666217905,0.16762267785146823,0.3552273109773903,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6440713470669853
comm11_8_4,0.6345671377339115,0.7009411382723763,-0.01868811235965594,0.1692108687458803,-0.23944381388228228,0.08734187663573284,0.049990377004217865,-0.32791808710393056,0.16521957698237627,0.410239430145239,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6395779816459941
comm11_9_1,0.5942408523587105,0.771947307874975,-0.03188528556376692,0.12738505509398554,-0.2153297617108278,0.08378722288200387,0.056022826196706836,-0.2772743655311997,0.17772346915920134,0.38452939348052373,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7292859280132171
comm11_9_2,0.5927570307651614,0.7434746763223538,-0.029190126953889475,0.15358523331987467,-0.23092325127805058,0.09158821501161737,0.061226907497190924,-0.30759225486170344,0.1615096468891462,0.4400067486354838,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7412574926289346
comm11_9_3,0.6289438260630097,0.7300971887058215,-0.02221284753683469,0.16126738133880753,-0.2637752649285223,0.09730679097220948,0.05203989117689756,-0.2621888614121987,0.17100080887017682,0.3839802437704866,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.747526246417331
comm11_9_4,0.6575089536485791,0.7081906465854011,-0.02049749711609406,0.1509644720808644,-0.24453531387950417,0.0971553038303619,0.060433232845819515,-0.31918694132291103,0.16693928704070646,0.41931332566815865,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7409024335149471
