Experiments,AC_OD<--AC_OD,AC_OD<--BA_OD,AC_OD<--BC_OD,AC_OD<--BL_OD,AC_OD<--BT_OD,AC_OD<--BV_OD,AC_OD<--CC_OD,AC_OD<--DF_OD,AC_OD<--delarc_OD,AC_OD<--pH,AC_OD,BA_OD,BC_OD,BL_OD,BT_OD,BV_OD,CC_OD,DF_OD,wt_OD,delarc_OD,parc-_OD,parc+_OD,pH
BC_pH8_0,-0.1016702918044251,-0.02624475766621206,-0.010112116667239563,-0.014279888800304872,0.004029876039079999,0.015290024672513423,0.014425917865465519,0.03204925475399132,0.007102145398764509,0.023386200151365742,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6161936979692529
BC_pH8_1,-0.09089532392342452,-0.02620892644414435,-0.010410681632549866,-0.020682641628967678,0.0026074815881641004,0.015209902374316816,0.018608487512430417,0.02413071245602939,0.008268578055760136,0.023348776035658693,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6417698578516113
BC_pH8_2,-0.09335509162234222,-0.02232342211448628,-0.010249920199098796,-0.013574569698261176,0.003396864403849062,0.012241716132215832,0.01345106178165778,0.028656406345898694,0.006765089154891345,0.018968229873672773,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6440713470669853
BC_pH9_0,-0.11172537243884544,-0.023981661252353504,-0.010619629906571431,-0.010190446712076664,0.006621348203524299,0.010419712252914904,0.009594403662435387,0.02404480550762104,0.012179254895966989,0.037633949678553186,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7292859280132171
BC_pH9_1,-0.1121762271857132,-0.021874222514098107,-0.010646874386331311,-0.014176811540256374,0.0016028779793692666,0.013314983224415254,0.009201903301088703,0.029303834563040223,0.010808988718882853,0.0386179120660476,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7412574926289346
BC_pH9_2,-0.10816672824809084,-0.02966250360335992,-0.010921131239637087,-0.009688255085569362,0.011226985576036184,0.009684446428133096,0.011496361500543095,0.02649627349622872,0.009660083706612175,0.033850831736041156,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.747526246417331
BL_pH4_0,-0.06552238148677607,-0.01826810100156328,0.00940735397617454,0.010518772206876591,0.001940478395832622,0.007062891859399234,0.01203568401058083,0.01620019634456738,0.006283390687211701,-0.03568191856631766,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
BL_pH4_1,-0.059074663079303244,-0.017664325851137225,0.014722789504929725,0.012158526988781022,0.0012663180186696667,0.01351232575657575,0.007841651948249859,0.007355083092723203,0.005901011858621369,-0.04204235156917054,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004845233155374915
BL_pH4_2,-0.058169693626139496,-0.015014892717742406,0.006905890157365282,0.01084263832996721,0.004576528120947921,0.009381221630003142,0.006580149686854819,0.014784520019007768,0.007601509512118671,-0.04351150444344334,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001874459798070219
BL_pH5_0,-0.060106384088487716,-0.014487915662643703,0.00891698849589928,0.010954203625088156,0.0019266985308216966,0.008608344446705735,0.009833908874703489,0.013826603280461355,0.005963698933305949,-0.04145977976691464,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05114127579932972
BL_pH5_1,-0.05151162036735079,-0.010860086813893008,0.008183057523615983,0.009829901197682258,0.0020944626839912443,0.008227594044545422,0.006993996777936169,0.0036212535850379778,0.0068245048173095875,-0.03942669707795847,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02446646428818786
BL_pH5_2,-0.05757946488164041,-0.015428575416621957,0.010017302609656165,0.0100994303142247,0.006535126103655152,0.012260172025341054,0.01140593215985143,0.005273236256578693,0.007203873178881147,-0.045810665883447815,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039343210450552515
BL_pH6_0,-0.06411713118948366,-0.013524942966582982,0.00908712315008692,0.009125728558586992,0.0026759626441027816,0.007316916018076563,0.01166850479400676,0.002928312409507192,0.007308721727003225,-0.02849282859298198,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16172687662413934
BL_pH6_1,-0.07694190424907467,-0.018372651685191237,0.008068383366841337,0.010226885316812474,0.0016314245420305617,0.01101660428487736,0.011688778013314886,0.01341165419344021,0.004014458627156588,-0.020767266648295136,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20214567479932488
BL_pH6_2,-0.07386192388832569,-0.017951775522011777,0.008199412906947342,0.011796697420270551,0.003445389894363673,0.010657175904058892,0.009596734589532667,0.014911282956600191,0.004962120088546173,-0.02777874854757734,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19208393008372077
BL_pH7_0,-0.15680379691817187,-0.018937337186349476,0.014462999081158117,0.01465891955663329,0.013296103539026303,0.012035026109736901,0.01772671709404044,0.026078858299423826,0.017023287094805554,0.0044355899986365565,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4761566893788473
BL_pH7_1,-0.14367122230160492,-0.027947898672326756,0.020459857435654042,0.015118004488556283,0.003681734406753726,0.01563736463046592,0.011796322703037574,0.02516980882086184,0.013389593469707861,0.010342801687834057,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48226683949395216
BL_pH7_2,-0.1539967298264737,-0.023831895123357368,0.018341595308612218,0.014942156581775006,0.0063768089400685355,0.017317956054340233,0.016131805659312267,0.029197229524345506,0.007711977163410705,0.011785462142332743,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4811025384560845
BL_pH8_0,-0.17302019811518815,-0.012448762289207913,0.015085342830937844,0.014383608481806264,0.009663266657811144,0.011385620942582258,0.010517940882431421,0.027812849479201044,0.015365885915639607,0.025230811194557213,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6161936979692529
BL_pH8_1,-0.1749061899259686,-0.024638453278204676,0.017730638873965848,0.015283921519699305,0.009095267867264542,0.01132417656319297,0.01122780274437821,0.024621887334986877,0.017495625027171943,0.03674168932697047,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6417698578516113
BL_pH8_2,-0.1634507495440219,-0.022990376902339255,0.014499115961725298,0.015282975308921032,0.009898835302371045,0.007303767560616785,0.012603143732184945,0.022742523704857937,0.014293098550127899,0.03379403243570225,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6440713470669853
BL_pH9_0,-0.19148110046658828,-0.014217882938683028,0.012739967281079814,0.014817023455448775,0.0062761359823786675,0.011365769810002783,0.012799626106153362,0.029352002134141714,0.01609659874730784,0.04622822420104691,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7292859280132171
BL_pH9_1,-0.1863462720455035,-0.0321516878951503,0.01425622467599485,0.015265246918020045,0.01146174651125203,0.013492448203589602,0.015885727925469047,0.02175055890951468,0.012880040548093939,0.05748233274921128,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7412574926289346
BL_pH9_2,-0.178107164905447,-0.022692272716566275,0.01573840422960727,0.015278482258967736,0.00534106320337109,0.015834592760581034,0.01228056587440812,0.020341493905238487,0.011341564342703508,0.04861963701150986,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.747526246417331
BT_pH4_0,-0.03338514701989683,-0.01156513039670561,0.006709924856929675,-0.007229263774402765,-0.007024616398241208,0.006267963561998762,0.007741026194847147,0.006912197588902454,0.0041551705093487434,-0.028605760792675232,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
BT_pH4_1,-0.034989379475946006,-0.012498622562574302,0.010409301036725872,-0.005777469277381899,-0.00551934150574,0.008681869725494281,0.005866408482517886,0.004479849102056545,0.002403115670642127,-0.029079367359695234,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004845233155374915
BT_pH4_2,-0.03233099026200564,-0.014796943607861582,0.006520312059184777,-0.007015156404155753,-0.008529891446232792,0.008582732886399913,0.007341590591746827,0.011435853135974512,0.005086510762896226,-0.03231765379238387,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001874459798070219
BT_pH5_0,-0.032747123139384,-0.01350232951828967,0.006100662807407585,-0.004114380537167839,-0.008028133174647454,0.006232486862851226,0.0036419302856792565,0.007865301482379437,0.004208166983140552,-0.02568021745137547,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05114127579932972
BT_pH5_1,-0.032291653724792216,-0.015098527060902638,0.008622042774830174,-0.004300086582484451,-0.007526374773486799,0.007562486466182315,0.008415081666215605,0.0031702481194034863,0.0014537376845660422,-0.026030590375480448,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02446646428818786
BT_pH5_2,-0.04091047828450152,-0.012535318149172742,0.00726100842265979,-0.005012874076871768,-0.006522858204401057,0.009666694721773915,0.008196399623285168,0.005719860290055688,0.0036916853552279257,-0.02557775626040023,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039343210450552515
BT_pH6_0,-0.041698233397758536,-0.012947325078041657,0.006041524533344349,-0.00617570803541204,-0.010199853107333179,0.007860975636412268,0.004319854286377845,0.00966242173767608,0.0048292278028700675,-0.01771652054527531,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16172687662413934
BT_pH6_1,-0.03978696909935579,-0.016329067423939705,0.0051919679732426345,-0.006160853278377784,-0.011187729673541105,0.004805656682861888,0.006088892579402613,0.013250163085758685,0.00262975598482982,-0.014525450320671434,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20214567479932488
BT_pH6_2,-0.0406275113299489,-0.02106521572107854,0.007720930775546506,-0.0032090946691839587,-0.011244852724282637,0.01071481979087643,0.007304081852021425,0.01006233692817066,0.003129360930103322,-0.018808489322014475,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19208393008372077
BT_pH7_0,-0.06949484586391759,-0.027176875724740653,0.013411313930283423,-0.008033968401343924,-0.012557069267267764,0.010345802564659844,0.01248605450534302,0.013807664085989413,0.005162000712817131,0.006026288110600865,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4761566893788473
BT_pH7_1,-0.07302183053091815,-0.025814285015930305,0.01565586096404687,-0.009445865531654463,-0.0135699009279842,0.011712002287740293,0.012005891505142918,0.016065846506668174,0.0062499522628343615,0.004138692518615205,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48226683949395216
BT_pH7_2,-0.07138146272334066,-0.023982938422780965,0.009265493946554869,-0.008770071651948536,-0.01289389405885468,0.011492094653456105,0.014717075568826302,0.016179309007914165,0.0034077170831353764,0.0059430401853245276,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4811025384560845
BT_pH8_0,-0.08514267542925866,-0.019179578570891986,0.010512653909947559,-0.010597522260378238,-0.012407603140758425,0.00554972135502359,0.011368955334891444,0.014415393439324006,0.00830980928209813,0.021147212569156415,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6161936979692529
BT_pH8_1,-0.10267836069769185,-0.01904116745552291,0.01869497601590726,-0.012156092961845196,-0.01275615201048229,0.012357341754047768,0.009194773953893908,0.021636579545295763,0.007869404857249365,0.02085506346562634,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6417698578516113
BT_pH8_2,-0.10252098414075117,-0.019651916156644408,0.012230075779168502,-0.014128485982832702,-0.011977709677556281,0.012386768810127092,0.00981552492827177,0.017779798219385353,0.01171274100146864,0.028330553624293077,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6440713470669853
BT_pH9_0,-0.10547940694119617,-0.027413130266510922,0.019100718563017642,-0.013807387654872045,-0.0127795695675456,0.011244333929017832,0.007625648150949373,0.02239223113850407,0.008166159001057566,0.03492677031651787,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7292859280132171
BT_pH9_1,-0.11081022316994878,-0.023115248877717102,0.015862391958742037,-0.015779631897483187,-0.01249295108668182,0.009995409167655137,0.01137844305485487,0.024306846858690615,0.008847027560291085,0.035784300466918426,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7412574926289346
BT_pH9_2,-0.10217018738712955,-0.022448899985655493,0.01252068823284429,-0.015096862636830499,-0.012382555740035096,0.010119400884470215,0.007712598990487016,0.02203255616290414,0.00873538188636303,0.03495424594244231,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.747526246417331
BV_pH4_0,-0.03167128273164448,-0.009872395452921805,0.005224615607572638,-0.0057455738083176,0.0007273958202289495,-0.0035785767274058382,0.005685851060501907,0.013843325880234658,0.002184650616153427,-0.0328216436262364,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
BV_pH4_1,-0.03309119675956342,-0.011888826322620328,0.006364634723766993,-0.004627425584780134,0.0010547885266335114,-0.00453286405166854,0.003611835231599599,0.011915730092188586,0.005694185130946014,-0.030524494320802065,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004845233155374915
BV_pH4_2,-0.03217565368698991,-0.01602386620057666,0.007183528195904647,-0.002020920971813409,-0.0005143575726643854,-0.003101433298510054,0.006318503490284733,0.014399464548282004,0.0024976154675950177,-0.03258651314708202,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001874459798070219
BV_pH5_0,-0.035616639970761275,-0.009208555232895458,0.00687307291056799,-0.006245932787980725,0.0037168597478581507,-0.003578576882896217,0.004512931732055933,0.010534025952219967,0.004073621050819107,-0.03108443985004788,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05114127579932972
BV_pH5_1,-0.03644954270156829,-0.009796060260547244,0.008836774994497715,-0.0028800498985725904,0.00031927082525647164,-0.0038171485195989193,0.003555624172415423,0.011562806895893552,0.0011293060138173727,-0.02848461497737014,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02446646428818786
BV_pH5_2,-0.03833380483738755,-0.013918995329219365,0.0074799467736612205,-0.003955408877328687,-0.0002195203109927796,-0.003101433298510054,0.007659570581239201,0.00983113357068404,0.003284023219476576,-0.024749145044580746,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039343210450552515
BV_pH6_0,-0.03670213503844064,-0.014008826963279559,0.00699222532465406,-0.004434097009184569,-0.0009972757797526279,-0.005725682128382767,0.007235734555060448,0.01307268573862055,0.0016857059478111887,-0.023141968162811322,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16172687662413934
BV_pH6_1,-0.05030498722001263,-0.017206220741829148,0.012064983903065974,-0.008843921401902387,0.0026690308814463415,-0.006800570575439412,0.0059065871799121724,0.019198900838585,0.004360021469385727,-0.017067458553482656,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20214567479932488
BV_pH6_2,-0.040627557755164474,-0.01404227168663688,0.0072919220428751845,-0.004595211946769901,0.0017363811624438868,-0.007917706357396165,0.005772637703820416,0.008968829117391422,0.003323229891450508,-0.015933886057008864,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19208393008372077
BV_pH7_0,-0.08523115915448772,-0.021215181477043932,0.013661125415693157,-0.008494294523868873,0.002784806004037029,-0.00595849216632221,0.016945732725055323,0.021406963433584447,0.005054076061300609,0.005022790312119152,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4761566893788473
BV_pH7_1,-0.07957786688662093,-0.02592332115477842,0.012454531890866549,-0.006587875085356442,0.0056347090572766625,-0.006118906111173007,0.016503006989217323,0.02298271714345269,0.004181852463794791,0.00042751847887816666,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48226683949395216
BV_pH7_2,-0.07034781168336453,-0.02390812315370726,0.011447333149288011,-0.008239607568020406,0.0005145734742931697,-0.0060603401971899935,0.009583988385679929,0.021535027114593465,0.0036195752186619717,0.005831751991873204,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4811025384560845
BV_pH8_0,-0.1089511980213549,-0.026352193818792054,0.0128656974548231,-0.01141590964696978,0.007858323895412944,-0.00466810517013073,0.014943366104170033,0.024794708281431512,0.012177634906509645,0.022724042131525023,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6161936979692529
BV_pH8_1,-0.11216501958506264,-0.023739471440405953,0.014116095625188039,-0.01108996416725542,0.008447725350118203,-0.004673489251214525,0.011122934011661489,0.024897422004977,0.01001424770154383,0.027045885889750466,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6417698578516113
BV_pH8_2,-0.11499314033952743,-0.027485955232835334,0.009506149839447893,-0.009673369055532894,0.008214920177731823,-0.004702313850107402,0.013481356906502144,0.030990974195301526,0.007386720946625523,0.031251021895719606,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6440713470669853
BV_pH9_0,-0.140251581053371,-0.0166124445086588,0.013552802198606988,-0.007704589187127092,0.005897165797650813,-0.005796294186426248,0.01325141978490612,0.029488465487957003,0.014396027822209443,0.03775539231365142,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7292859280132171
BV_pH9_1,-0.1223424650032235,-0.01923482734224071,0.013994668351243373,-0.00990843620637189,0.002519885789117087,-0.005900541961840959,0.01325576423140971,0.028048727445952267,0.011029754974271938,0.03251383616386549,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7412574926289346
BV_pH9_2,-0.12298974822396815,-0.019798645038643613,0.014582756772313432,-0.012942945208886397,0.004793878805054272,-0.005647556331494582,0.010820771965967573,0.02238859870187615,0.012053992163551895,0.04071526225980209,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.747526246417331
CC_pH4_0,-0.030613899196943514,-0.013318633019276285,0.007258041088023911,-0.002222901389974615,0.00244990319499503,0.005491297717975534,-0.008896398181500639,0.009651283936008162,0.002087768366479355,-0.027910095846847352,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0032572508755295392
CC_pH4_1,-0.029075190279146897,-0.01295771667166897,0.003665286796572415,-0.003691583713111671,0.002577928962266964,0.006407227997222671,-0.008896398181500642,0.009711124616796556,0.003922216160141904,-0.02768652901863275,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.004437627208196163
CC_pH4_2,-0.030680417329396897,-0.008077302775953128,0.0028111500697939294,-0.0014633792962716976,0.0031416551461038384,0.007393601167461146,-0.0063545701296433155,0.004374503146695054,0.003920981240985186,-0.03108985457083454,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0011803763326671925
CC_pH5_0,-0.034668604200300955,-0.013650861878110014,0.007582387161319669,-0.002961515027867712,0.003606483322446761,0.005299311210603817,-0.011218988140640047,0.010629110355740008,0.0020012653570460233,-0.022642221491297954,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.08114687964645667
CC_pH5_1,-0.03459347860644693,-0.01734000875574091,0.007905218175247959,-0.004128043980378172,0.0026042217647899747,0.01021760426785635,-0.012208256047704943,0.008224814934251102,0.004238792027792204,-0.02094449711072704,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.11230826956373989
CC_pH5_2,-0.03543531924324192,-0.0160283461569444,0.006159740049877893,-0.005719474426106267,0.0012892301639784935,0.008581838607788085,-0.011717238150860952,0.00838285606192506,0.0037850199963735493,-0.01532194042335386,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.09911694942295314
CC_pH6_0,-0.04509246688660072,-0.01925106353409912,0.0058373599791008484,-0.005520496880230698,0.0029766677514366483,0.00864427164196968,-0.01740208215039709,0.012325634297145449,0.005998274717965852,-0.004539732267351254,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2884225051673924
CC_pH6_1,-0.053597289535986345,-0.013036325269419214,0.009601798417127654,-0.006523703061368155,0.0029218597839707917,0.009324546631263652,-0.017773320027019663,0.015030557863090351,0.002867486642106719,-0.004839244774826193,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29127362738877827
CC_pH6_2,-0.04431860619265102,-0.01632207379878863,0.005076259841089664,-0.00637726408145998,0.0026489937661782564,0.005387653876905857,-0.017218760537064587,0.013018498474165151,0.006641667953327947,-0.004560002632763074,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2957269459022493
CC_pH7_0,-0.0698891171667239,-0.02031643969371267,0.009862090614826782,-0.009901532483813556,0.0016589352326548624,0.0118852605395343,-0.014722704161768371,0.009131961242984172,0.010295778913018494,0.01597213353637768,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5922068579302491
CC_pH7_1,-0.08046412467956544,-0.02861470583016457,0.01427435800433159,-0.00881526666490928,0.009684450914678365,0.011509147145501948,-0.015768843448680375,0.01953152119627465,0.009961221980983797,0.012678608050488904,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5480973412378645
CC_pH7_2,-0.06845649675668578,-0.021902992236225504,0.01350416494452435,-0.010342186281214593,0.00031602199796749184,0.014863550070187323,-0.0159426743828732,0.014000809226670989,0.006620137673681195,0.01131603241290735,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5469120935714209
CC_pH8_0,-0.13174806699966607,-0.02619266193522059,0.014497377794721851,-0.012304299679463327,0.010404945425689219,0.009647184960220172,-0.012284054885739864,0.023080391002737965,0.011803243304400343,0.05707230768125991,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8455353071301549
CC_pH8_1,-0.13142818253325378,-0.0230092074657264,0.0139299711374485,-0.015555614158511163,0.015982501231457873,0.015406661142149695,-0.012568606112314307,0.029000803478386097,0.008224519290353942,0.04399352050993754,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8378107178569503
CC_pH8_2,-0.13559744296514467,-0.015836047373064186,0.014100691851066506,-0.01759412248335455,0.011941299174466858,0.00783265115774196,-0.011364897048991658,0.023860734207150725,0.01112740736130787,0.055506092787760745,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8442380625189879
CC_pH9_0,-0.14337523870170116,-0.025219244560145813,0.012408241221438285,-0.02447176097041887,0.006210833528767464,0.011347032736824907,-0.013820361339527625,0.036710803236650394,0.00682373340525057,0.07736232799194431,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.003926186226973
CC_pH9_1,-0.12753485056045266,-0.025818581573017262,0.014870173234654515,-0.015521080565193426,0.00926662220903065,0.01471053604846415,-0.010739151731781336,0.02090043430581041,0.012731335098328802,0.051110930021690294,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9964236708955914
CC_pH9_2,-0.14628297875756802,-0.017929001938065764,0.011537217010298499,-0.013833703643277935,0.0037111441013605705,0.015113946623776268,-0.011872140946595562,0.02296984536816245,0.009162835261744004,0.07139920358910508,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9996501428774356
DF_pH4_0,-0.03301130217054615,-0.016531468438713448,0.008417346856516338,-0.0046727698312505435,0.00010770931677973732,0.012436998505955156,0.007683526232190753,-0.013515197859834066,0.0033370848162018736,-0.02027556351345518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
DF_pH4_1,-0.02693475777688234,-0.009295144469841667,0.007900628290422583,-0.00536213372550581,-0.00021971917508736879,0.010148989480474718,0.006110346595878187,-0.014310209527611728,0.000647324333372323,-0.024708960449889954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0004845233155374915
DF_pH4_2,-0.028054456573141654,-0.012130104769831118,0.008471774272620677,-0.006382377001902331,-4.670230104871448e-05,0.008597077941117078,0.008673183284699917,-0.01590023273359174,0.003171646829856479,-0.0224234450964824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.001874459798070219
DF_pH5_0,-0.03218928297414728,-0.01363492106127998,0.010632245367311912,-0.00481242172420025,-0.00024342700029196944,0.009117594529753146,0.005879730122244875,-0.012720186269801592,0.0017442231576727783,-0.01979718996130902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.05114127579932972
DF_pH5_1,-0.0333948438209684,-0.01555495646498773,0.010461200759138749,-0.00901796156945436,-0.0006427523137434668,0.015494890190337018,0.009639294573470302,-0.017490255939571753,0.0026545928693983865,-0.018172843687884185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.02446646428818786
DF_pH5_2,-0.030219065613396788,-0.011138207978852418,0.00805371803757937,-0.0073529186180752255,-0.0003864974706717166,0.009129999542365904,0.009644787410355132,-0.01272018624388653,0.0020759954206321547,-0.023111261267053044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.039343210450552515
DF_pH6_0,-0.03242270912813104,-0.013581417371397436,0.00880712852205919,-0.006617128181716672,-0.0014138547250110173,0.011898083170147044,0.008679219507004904,-0.014151790098327658,0.0013662912939553674,-0.018587459099033605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.16172687662413934
