Experiments,DF_OD<--AC_OD,DF_OD<--BA_OD,DF_OD<--BC_OD,DF_OD<--BL_OD,DF_OD<--BT_OD,DF_OD<--BV_OD,DF_OD<--CC_OD,DF_OD<--DF_OD,DF_OD<--delarc_OD,DF_OD<--pH,AC_OD,BA_OD,BC_OD,BL_OD,BT_OD,BV_OD,CC_OD,DF_OD,wt_OD,delarc_OD,parc-_OD,parc+_OD,pH
CC_pH4_2,-0.02864717803895473,0.017756209031719233,0.005602296914743341,-0.02757908399338308,0.017168078328604282,-0.010581364226729973,0.0024696193570676044,-0.06975377685349922,0.01493264080065748,-0.045019953453346445,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0011803763326671925
CC_pH5_0,-0.03294939495299173,0.013082325090856656,0.0009001264753549,-0.03170024347532055,0.014993882208414699,-0.009106937996719196,-0.0006481542503056326,-0.07107306402338588,0.018242540986317658,-0.02539359219534241,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.08114687964645667
CC_pH5_1,-0.04245892206125935,0.0010030406616304255,-1.6080724156421184e-05,-0.026584993898868564,0.019994838866202732,-0.011811999790370465,-0.0009941931846349158,-0.08758973032560037,0.02791553308782371,-0.0031100047638882773,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.11230826956373989
CC_pH5_2,-0.03926913995781671,0.007294981021272098,0.004422874941450099,-0.03222143280603315,0.009809139516690506,-0.009584052791090116,-0.002405332427309908,-0.06876268569218076,0.019492571081804192,-0.012429435667784318,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.09911694942295314
CC_pH6_0,-0.06444954194128512,0.034564260111554806,0.00234934922631668,-0.037101043075647044,0.030585006656854055,-0.02031475977405258,0.006029596166766207,-0.15133738084979684,0.028826762476693035,0.047195238869475284,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2884225051673924
CC_pH6_1,-0.05727997442302497,0.03842875700929891,-0.0022820083651205773,-0.045019197825180456,0.027319685761695325,-0.017506693373231783,0.005964630421089085,-0.14094809489081736,0.03172116918408353,0.03594921436808679,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29127362738877827
CC_pH6_2,-0.05449803916008577,0.036882539788342036,-0.005912565878875876,-0.038195722004317735,0.01897241301672614,-0.014193571912853616,0.005284884708083193,-0.14480720348332238,0.030630234319554722,0.04218451847362778,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2957269459022493
CC_pH7_0,-0.09756797391435375,0.03354616657871267,-0.005059008144814039,-0.040940450873711835,0.029093422261269198,-0.022517765481834828,0.006285952122315114,-0.10968589208048325,0.03231480917204982,0.05087822753774084,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5922068579302491
CC_pH7_1,-0.077987167906502,0.04563426414099724,-0.0008545678416671962,-0.040610103098594634,0.023589515799413558,-0.02267143862726896,0.005959339498177818,-0.12899370823541412,0.031369715378336285,0.04091163875940052,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5480973412378645
CC_pH7_2,-0.07565155601695825,0.048490458922865604,-0.005457709831712035,-0.04010126185805901,0.02370854228411031,-0.023305982506793485,0.005348344043545101,-0.1464290107203567,0.03945386747627155,0.0502917960739654,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5469120935714209
CC_pH8_0,-0.04619346278193206,0.029129908015222652,-0.004613533700289934,-0.04063120204955341,0.02007313736916884,-0.016903740750706716,0.002700772654751072,-0.08711877142929515,0.022367900710390964,-0.002463520170877809,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8455353071301549
CC_pH8_1,-0.06314304397481937,0.03766920160502197,-0.005109327812881573,-0.044164045744616055,0.03066147941772057,-0.022531539770248146,0.0019872613510359878,-0.13150866301163386,0.04704931210888468,0.025436852652093632,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8378107178569503
CC_pH8_2,-0.08278518777178681,0.039299150151403055,-0.006247083486422247,-0.056260057629450515,0.027405310851400314,-0.02605525130810945,0.0022932190350864233,-0.0988447842957533,0.04489698285317939,0.03264518946733163,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8442380625189879
CC_pH9_0,-0.07862636239308377,0.0408758970382421,-0.005923275111810021,-0.03889404879478008,0.022053035212599714,-0.015285088777866057,0.0018522145178007043,-0.07027024325793205,0.02489812086133853,-0.004332761780723283,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.003926186226973
CC_pH9_1,-0.08203015444395335,0.04776837107603965,-0.008097666042006535,-0.039903239883158526,0.02534586971058794,-0.01641336827336446,0.002006565727617429,-0.08319502315119556,0.027897375812349117,0.002968756835097855,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9964236708955914
CC_pH9_2,-0.07132670618593692,0.04259179904894985,-0.0017131156620124116,-0.03105827999827655,0.02268378530183564,-0.022560521607165752,0.0023152681472508796,-0.09464406673674998,0.03270853235993696,-0.002649206800953203,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9996501428774356
DF_pH4_0,-0.05614554975991663,-0.019742813853789933,-0.00037251710405816237,-0.07695933534237354,0.024796961532986682,-0.01486352827238,-0.003509422211867311,0.06360552746964539,0.03220607795631108,-0.07266790957068618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
DF_pH4_1,-0.05557085424823607,-0.03269415052202733,0.005949203393057637,-0.06980426462124223,0.019974143974806954,-0.013437462666112444,-0.006106853243773399,0.061229458956614795,0.03491981543438591,-0.06811154368616966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0004845233155374915
DF_pH4_2,-0.04502692601926948,-0.03599885325878859,0.004497037960783295,-0.07101692159214747,0.022417050685895515,-0.011973693932852018,-0.00412619691989992,0.06284497190752755,0.03219248723886583,-0.07746146309149006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.001874459798070219
DF_pH5_0,-0.05459377912723499,-0.007276093490097831,0.006775837900198022,-0.07475554504472277,0.026441367407855777,-0.007619715243901894,-0.007732834526054241,0.060506009116120966,0.03814730793561624,-0.06601452136817185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.05114127579932972
DF_pH5_1,-0.05299179187773364,-0.022840056701198867,6.788713614577892e-05,-0.0640158915066201,0.0186698752447315,-0.01377765630736299,-0.006566431062377017,0.05569180402742781,0.033252898331569594,-0.08228495054432879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.02446646428818786
DF_pH5_2,-0.05497458410813755,-0.017314591504957365,0.01076648585660302,-0.06657337527884091,0.019675790991472163,-0.016769755432463212,-0.007457180554452149,0.059345935281852,0.02941216329517573,-0.07687850203689026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.039343210450552515
DF_pH6_0,-0.10962856760167557,0.028647978924538776,0.007448768631919569,-0.08266591241016333,0.03526053359813017,-0.016073586435421654,-0.009151436966722423,0.12517307166819988,0.052797213410553726,0.07158231073261603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.16172687662413934
DF_pH6_1,-0.13940384003293255,0.03732872432016807,0.000591850873568785,-0.09017385568793701,0.027727792306762686,-0.026732143711136736,-0.030648013291799506,0.11184573174170825,0.04191629782804977,0.08170106105506421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.20214567479932488
DF_pH6_2,-0.13615557941729606,0.04966802072427843,-0.0007182594988009215,-0.09097813520094623,0.027831980249156122,-0.032736942317822704,-0.03264081095871718,0.11277890440886433,0.042742192693378624,0.085493729956772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.19208393008372077
DF_pH7_0,-0.17575588894441072,0.053187484990643415,-0.00673770024238721,-0.10657613512128596,0.039126108539817135,-0.0407347567865382,-0.051504588533678765,0.07887901436699477,0.055170811665770786,0.07310945198263809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4761566893788473
DF_pH7_1,-0.17444705880044592,0.05250156107804048,-0.01662593986839056,-0.1020644081918442,0.04841006577824768,-0.04282939842051785,-0.04199310956765777,0.07601766160324865,0.04986005829242261,0.06559151261073091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.48226683949395216
DF_pH7_2,-0.1715916541040592,0.05594935561003892,-0.0069855440424188295,-0.10676226911985355,0.03527771484268747,-0.04385955851363097,-0.04763305825869674,0.07885971791394375,0.05787426636918735,0.06400563373027937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4811025384560845
DF_pH8_0,-0.18181400472865156,0.061675275547996795,-0.004162042163636372,-0.10196784990637198,0.04177593220835148,-0.040118302147349585,-0.049174449793670506,0.061478160101434455,0.04208187432554753,0.018023521273356415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6161936979692529
DF_pH8_1,-0.17350099367292038,0.06052454922348262,-0.00986013096149849,-0.09886195408747246,0.053196273690656486,-0.04004848815500736,-0.06273693271305246,0.06923236573195977,0.04643434850741987,0.03196845030331094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6417698578516113
DF_pH8_2,-0.16409412725626124,0.05701150141170492,-0.005656445222380365,-0.1001026536913022,0.04112113834075306,-0.04510348759591579,-0.051880338898171556,0.0665212410364462,0.0436083500119655,0.03492230973003999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6440713470669853
DF_pH9_0,-0.18557012469386275,0.06318171153573886,-0.008223765738632366,-0.10624465029038814,0.04374578234618125,-0.039985964525005094,-0.03908343170000159,0.06228059440851212,0.0498282211209121,0.036419114716674965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7292859280132171
DF_pH9_1,-0.1710278523502791,0.05394112716712383,-0.004218235663745714,-0.08921110259935908,0.03352957208519397,-0.026469368505413114,-0.043533632611127006,0.06304040004053842,0.05126327879079011,0.009033307253342608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7412574926289346
DF_pH9_2,-0.1728848206543404,0.06661830598569433,-0.00817473293322584,-0.09406815341309359,0.043473703538917975,-0.03824484183412532,-0.04733607968072529,0.06227811504317366,0.047355047435216284,0.017330944379386686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.747526246417331
comm11_4_1,0.11573337618099613,-0.019086753620725597,-0.016194322842942636,0.012799423929789796,-0.05038135032776903,0.018519883646589262,0.004222705304298707,0.1538527423677885,0.05162235349416735,-0.32973240681316546,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
comm11_4_2,0.06367490176111461,-0.028037583601215613,-0.010677874269692788,0.05899491139404152,-0.048354252810063565,0.03375218007713556,0.009515608847141263,0.18851416621195227,0.05493011926827224,-0.37762716005029895,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0004845233155374915
comm11_4_3,0.10762996071058772,-0.018983122761482764,-0.017278911860092824,0.01833709701409806,-0.03663736933437378,0.017816519933226322,0.008451727175194282,0.15429674925687525,0.05682628038136856,-0.3435687201745486,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.001874459798070219
comm11_4_4,0.07389810934662819,-0.024069448259213706,-0.030116298001097597,0.05203563972335794,-0.04406339556626652,0.029653555760565015,0.0030076987652674996,0.23882320599387513,0.06044058212767478,-0.4072558985099845,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0053181834532889495
comm11_5_1,0.07557410167773132,-0.01085846675802832,-0.027070247624879303,0.07382469452917577,-0.05536394478834194,0.01122481458536957,-0.0009231912053149722,0.23831535617780425,0.05792785093836164,-0.3051719977577095,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.05114127579932972
comm11_5_2,0.07492361068725585,0.0004990189652080127,-0.032535885797570586,0.06594012331217529,-0.051343127108462505,0.0176603073173243,-0.016098176172893976,0.15685659658163792,0.055391369304903196,-0.2820347672684685,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.02446646428818786
comm11_5_3,0.05838128415138826,-0.027218910535068613,-0.019979077708785948,0.061087852816866794,-0.04891178287079801,0.021891392649191873,-0.013664986021492798,0.23720912521947984,0.06453584326836079,-0.30571185026641773,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.039343210450552515
comm11_5_4,0.013014576386498371,0.02412165984349406,-0.018025337059212766,0.05152087206101936,-0.044993743112553726,0.01525464575575745,-0.005980744591873629,0.2541509191610891,0.05631429650537346,-0.3463272671077562,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.02826352230444504
comm11_6_1,0.24170079352253154,-0.05657681025078763,-0.025701395286166155,0.2657808478630107,-0.1036464620154837,0.040136259201428166,0.059048032422104615,0.3436947481528573,0.08731757945502583,0.05161470683696478,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.16172687662413934
comm11_6_2,0.262240138400508,-0.01687706495108813,0.01611123955444151,0.23017163153089912,-0.0849657594250596,0.05819664426471875,0.06157892955872026,0.4709503248836035,0.09577700518557562,0.1800896098173183,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.20214567479932488
comm11_6_3,0.2729698325337275,-0.0446189155219042,0.02554409195061612,0.26530041706626833,-0.09631546625948471,0.07271975143448166,0.07843871762247188,0.4055850644296278,0.09274519310049388,0.16624605729366126,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.19208393008372077
comm11_6_4,0.3277994292472369,-0.014833136043794787,0.03563141029490077,0.22085882443448765,-0.10154284621548391,0.07410665758601995,0.07635323170086611,0.38651977680785515,0.09387661282135094,0.1371753281840812,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.19174196501252805
comm11_7_1,0.42062338926222015,-0.2191609516691255,0.07000049913545017,0.19555175251934848,-0.14235143655020263,0.11308652592094048,0.08348096459294142,0.5026791396720902,0.1339709939030202,0.286125869611683,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4761566893788473
comm11_7_2,0.38428099805408206,-0.1925040393630448,0.07304311899387315,0.21249301636834506,-0.13012072450440862,0.12329401492748572,0.04601465297619933,0.4767926134039526,0.12861555501980626,0.31690907571464777,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.48226683949395216
comm11_7_3,0.36228435445738877,-0.19018953891552018,0.05962569886251634,0.24315151011328345,-0.12525966303504027,0.09605683267440485,0.051103268892544775,0.5108004584276806,0.1292171927314738,0.30296598686310255,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4811025384560845
comm11_7_4,0.4040201749231505,-0.16775231053323852,0.04996583295581133,0.21353221641934433,-0.12949696256414706,0.11855404139212938,0.04212218456294225,0.4939403215212667,0.12814228663301994,0.2867283157615558,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4811025384560845
comm11_8_1,0.38624094254296754,-0.25492456095050203,0.04838058789787085,0.21580538041403752,-0.10711036079927629,0.09640808796753053,0.057587401886349115,0.504533230352985,0.1337724195323561,0.25017100826877614,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6161936979692529
comm11_8_2,0.3968675339497302,-0.2632596070044066,0.06823962856570014,0.182779396817736,-0.11606760303773311,0.08228865747056578,0.07375589404579089,0.5483696224297517,0.14806165474588462,0.18921266617658344,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6417698578516113
comm11_8_3,0.38471863389177186,-0.23432865142174394,0.046479994771273236,0.2288735138058014,-0.12286737507776074,0.0941226469628189,0.07595655504614114,0.49163445106667025,0.14868774454878728,0.19511459955540683,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6440713470669853
comm11_8_4,0.3581214942264817,-0.22931770352727693,0.040454632040599105,0.1985177792932676,-0.11731423272386839,0.08373416612653628,0.07391299255840157,0.5320601343185358,0.1400712243014056,0.23177332401275635,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6395779816459941
comm11_9_1,0.3772152990718251,-0.24386040666828981,0.0402092021509357,0.20726392802984825,-0.1048045291233322,0.09215699054948664,0.075647551342845,0.4745833744594585,0.12342097363070305,0.19787002576434087,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7292859280132171
comm11_9_2,0.32513069105860987,-0.2478710908896249,0.05262469727869916,0.1875075751040941,-0.09978813821530864,0.11399517551064489,0.07617246176723551,0.4771880638388835,0.140313164251654,0.20478005593237666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7412574926289346
comm11_9_3,0.40014324634133475,-0.31104154452681537,0.06110734433907532,0.23114919592019015,-0.1279699814092854,0.12029709060716884,0.10923303499169972,0.4369602171995717,0.13506412667424786,0.16634506248585562,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.747526246417331
comm11_9_4,0.3611398848275774,-0.2540829527604839,0.03691142236085044,0.19844494004612387,-0.10467972338847492,0.09000511566257997,0.07435594168694123,0.4822151785441067,0.13261442039647828,0.2134144103721433,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7409024335149471
