Experiments,parc-_OD<--AC_OD,parc-_OD<--BA_OD,parc-_OD<--BC_OD,parc-_OD<--BL_OD,parc-_OD<--BT_OD,parc-_OD<--BV_OD,parc-_OD<--CC_OD,parc-_OD<--DF_OD,parc-_OD<--parc-_OD,parc-_OD<--pH,AC_OD,BA_OD,BC_OD,BL_OD,BT_OD,BV_OD,CC_OD,DF_OD,wt_OD,delarc_OD,parc-_OD,parc+_OD,pH
DF_pH5_2,0.0032808948162457237,-0.021109202182649268,0.005977145200190335,-0.0018912492352335345,0.00014154713438904837,0.007023675615048926,0.0070283719030735286,-0.0007948229040788554,-0.06434528586657151,-0.04180893795969694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.039343210450552515
DF_pH6_0,0.0041576349046891165,-0.02233810197885917,0.007545376685650451,-0.004427750807093536,-0.0004525819080679311,0.0038648345070364677,0.007746988246622291,0.0016753667884546793,-0.08514331049893213,-0.01912631936695264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.16172687662413934
DF_pH6_1,0.005631530641213707,-0.02341037826369638,0.005588851709566689,-0.0037364412439258206,-0.0008260420402107025,0.007582354048347991,0.008738200628887057,0.0014319863494323657,-0.08983052975862572,-0.01766739441000897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.20214567479932488
DF_pH6_2,0.007539559978505842,-0.020738215213236603,0.00575673350011525,-0.004011052420929722,-0.0006335355487206694,0.004457156926231538,0.005993507235594417,0.0013644529911487012,-0.08910610790161985,-0.0171203618861087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.19208393008372077
DF_pH7_0,0.005102391174953918,-0.022506491820449417,0.0050518801079496075,-0.002150192592778931,-0.001210394632881103,0.0061984411043965295,0.011432879805240943,-0.0015747142421162618,-0.11960021652929158,0.012758554353014285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4761566893788473
DF_pH7_1,0.008980945326063946,-0.021767800003290174,0.007595206839234932,-0.005277376816324566,-0.0014359701959335283,0.004721914411562938,0.009207089272854123,-0.0017182751939348539,-0.12127788911533095,0.014474292358626491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.48226683949395216
DF_pH7_2,0.00527179385656896,-0.023842810282240744,0.007267458184581736,-0.002896508129070632,-0.001621960016048472,0.006586856252473332,0.010030163980048636,-0.0016130504724772058,-0.1194536860190008,0.013773879381301613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4811025384560845
DF_pH8_0,0.006419240748104843,-0.021587619360374365,0.005757755484917892,-0.00671645629665126,-0.0007645182279141045,0.006446792624242926,0.009667938722540504,-0.0017709481230248553,-0.12356650299514114,0.019616455084279828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6161936979692529
DF_pH8_1,0.004313372966387999,-0.020809326071454137,0.004478231913045697,-0.004773726913592088,-0.00027623439450626754,0.005639869117218513,0.010204295778404114,-0.002117939497465672,-0.12373786820179744,0.020581462964739488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6417698578516113
DF_pH8_2,0.005248982517615609,-0.020805572008957038,0.006696822424621689,-0.00316179176711518,-0.001017556069013864,0.00548477807446666,0.008701917116084826,-0.001989337691794268,-0.12680909231629062,0.021152987381362395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6440713470669853
DF_pH9_0,0.004955732595661413,-0.021416251592985963,0.006453927199801673,-0.005908226318981336,-0.00012458777298097993,0.005922511592507363,0.009844858296539473,-0.0015095519566017627,-0.12741080251238918,0.022694527974919134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7292859280132171
DF_pH9_1,0.006916755881646407,-0.020696495063602924,0.0061060720795522595,-0.0052009360986235344,-0.0008741196180167395,0.005752797882356072,0.008656482152316881,-0.0015203583434872004,-0.12845720782552075,0.02281914552592713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7412574926289346
DF_pH9_2,0.005470712607645471,-0.022032252815754515,0.0046889793921424,-0.005224410013660141,-0.0010429744746374046,0.0041838266765293845,0.011452373731071533,-0.002141178593687388,-0.12358707144370547,0.021734132595036343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.747526246417331
comm11_4_1,0.0003480789802320628,0.010112170988450879,0.0023670388401850415,-0.00041194419821967003,0.0008090196760452321,0.0003236498408343485,-0.002430272170382997,-0.0012926058325430617,-0.07000102366523252,-0.0463219747983891,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
comm11_4_2,0.0003843450627249221,0.008732433029167028,-0.0009106810828265936,-0.0014494307258206857,0.0014907541174603548,-0.0002121140386747275,-0.001993151443160098,-0.002369685106627317,-0.06564968757979246,-0.04452064468322889,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0004845233155374915
comm11_4_3,0.0009507538021906569,0.009779260134243448,0.0003206643672740973,-0.000637675326155578,0.0013296463599671495,0.0011579926830271015,-0.0016422547335210051,-0.0014535974160484627,-0.06902604101792627,-0.0472766109685535,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.001874459798070219
comm11_4_4,0.0013481911012659905,0.009350912962918696,0.002407502389472463,-0.0031613743127040226,0.001098630718238976,0.0019428650678499878,-0.0008514104572975109,-0.0030065512074076597,-0.0701362449027922,-0.0454903839836302,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0053181834532889495
comm11_5_1,0.0014882951343189114,0.012852572628661341,0.002328646540965723,-0.0026506294391077496,0.00033098734267380056,0.0024160859879592197,-0.0038317519385853535,-0.0015555898002956208,-0.07787013221451121,-0.04000634672849075,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.05114127579932972
comm11_5_2,0.001086640777471273,0.00917752540305905,-0.0010315665149170411,-0.000568631757860598,0.0015143562221656675,0.002042894297805818,-0.002747034341420816,-0.0011085852049291117,-0.06975615019869544,-0.04510731102169857,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.02446646428818786
comm11_5_3,0.0029309837503925613,0.008774470786523561,-0.0015228452897914078,-0.0012577519954546622,0.0009632664513976684,0.0009180600981673472,-0.0026758973567706087,-0.0012059127563691645,-0.07000790115364866,-0.04341433487346639,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.039343210450552515
comm11_5_4,0.0021882749284091213,0.010308830352581068,-0.0003995975463286689,-0.0014919767245326343,0.0007193591729130434,0.0015886990483040396,-0.0022429962294257207,-0.0007194740187538697,-0.07167229944759089,-0.04477668174501994,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.02826352230444504
comm11_6_1,0.0017259458225706353,0.014168267629068833,0.0012028747618846266,-0.0007218192307197513,0.0013669440814334415,0.002371260423375214,-0.004214445803638385,0.000530999377369882,-0.11232580809732495,-0.01060208130303932,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.16172687662413934
comm11_6_2,-0.0019629484658008037,0.017496293888467806,-0.0021528415430499158,0.0008328357112148546,0.0013909521731345562,0.00331379487057743,-0.005769604960375504,0.0010249745926779262,-0.11054673417916763,-0.010124584426698476,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.20214567479932488
comm11_6_3,0.0005648861128998832,0.012472055104115734,0.0008902313430672133,-0.0009194994102353626,0.001378320802165115,0.0016044736685960211,-0.003119071796536444,-0.000878208686152231,-0.11006198891479038,-0.008429060562149338,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.19208393008372077
comm11_6_4,0.0008057146956739212,0.014621862486490734,0.0015104265008931573,-0.0010450799471658201,0.000957473905190178,0.0019846297039285963,-0.004042245130176129,0.000984378656291444,-0.11383150935577961,-0.008443513698875903,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.19174196501252805
comm11_7_1,-0.0027032529076804275,0.01406012601502564,-0.0002685604236372148,-0.00016194279589082673,0.0011578302733276213,0.0010738140814330265,-0.0030999474462283685,-0.0029200935363769527,-0.12258819848460994,0.008952363118853257,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4761566893788473
comm11_7_2,-0.0019474757948647373,0.01438111406467531,0.00022976897332979302,0.0002394563899092072,0.0017278706509134046,4.181715457335849e-05,-0.003984005209058521,-0.0018241664516213132,-0.12585491429690435,0.010492672364672889,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.48226683949395216
comm11_7_3,0.0011525277113137034,0.014686785385660503,0.0007229166348343326,0.00016384823328774957,0.0013423923451615423,0.0015443901328936881,-0.00457517289435086,-0.0017073855921626066,-0.13045458703261356,0.010626422736955726,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4811025384560845
comm11_7_4,0.0006673643640849892,0.013854013550216742,0.00023602661717197202,-0.0010649080525921722,0.001189556883081147,0.001483089729495672,-0.003434553868744686,-0.004152528005449666,-0.1262949725305257,0.011019048974241899,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4811025384560845
comm11_8_1,0.000459587039506954,0.013485399606111257,-0.00016945180847593004,-9.246593260245774e-06,0.0021554479569844587,-0.0014222877877561933,-0.005248777500313259,-0.00010170599526685256,-0.13402623277805423,0.018379405521504254,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6161936979692529
comm11_8_2,-0.0014102590650967933,0.01271164287043655,0.0016722348964084766,-1.9233748316764674e-05,0.0016385156580287481,0.00028721794971953423,-0.004320421087677067,-0.0007568501324757252,-0.1336681967844134,0.01736748710436665,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6417698578516113
comm11_8_3,-0.003122783275726049,0.016564833356634428,0.0005131972386785171,0.0006680082173451139,0.0018742321399242996,0.00019928178385548065,-0.004942139471354692,-0.002079701870679854,-0.1344786884457521,0.01830589798805506,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6440713470669853
comm11_8_4,-0.0010470463691846172,0.013683761086962794,0.000318121372357658,0.0020058179711518083,0.0016590723136196972,0.0003770782231636683,-0.0029882400782535908,-0.003998701904454958,-0.1337244711605751,0.017216746076617554,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6395779816459941
comm11_9_1,-0.002022314472528904,0.015139198677371377,-0.0012209869629662966,0.002885734281786111,0.0012380110666803713,-0.00015051044523715795,-0.004299655822308166,-0.0027086348054201712,-0.1378601971965121,0.022501493340115187,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7292859280132171
comm11_9_2,-0.0002710459964430841,0.013262578273273035,-0.0009502028592902684,0.0013760582981226248,0.0011019735022083595,-0.0009940337713645845,-0.0027312819675906846,-0.003959216762172139,-0.1372269925718074,0.023894301516044398,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7412574926289346
comm11_9_3,-0.002041377203296059,0.01620189771056176,0.0009299838980254923,0.0012948615006778564,0.0009737167604591558,-0.0016850415520046067,-0.004607526332787845,-0.001977904071302516,-0.13847145056918914,0.022884977519836116,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.747526246417331
comm11_9_4,-0.002419652469132257,0.012555478846897252,-0.0014756038687799274,0.0015542650992131748,0.002007140586881535,-0.0011928054641770266,-0.003994443834475851,0.0017687157865451746,-0.13909420080725918,0.02379324386301248,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7409024335149471
