Experiments,CC_OD<--AC_OD,CC_OD<--BA_OD,CC_OD<--BC_OD,CC_OD<--BL_OD,CC_OD<--BT_OD,CC_OD<--BV_OD,CC_OD<--CC_OD,CC_OD<--DF_OD,CC_OD<--parc-_OD,CC_OD<--pH,AC_OD,BA_OD,BC_OD,BL_OD,BT_OD,BV_OD,CC_OD,DF_OD,wt_OD,delarc_OD,parc-_OD,parc+_OD,pH
DF_pH5_1,-0.00957670898075499,-0.00573686016652652,0.01303519988351542,-0.0033127387797297994,0.006255917439702897,-0.00016312526144168327,-0.03697338840499036,-0.005444824276896924,0.002263880906545597,-0.025518266677593243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.02446646428818786
DF_pH5_2,-0.012872229933880432,-0.0002213038110336207,0.01662931245893402,-0.00756271677253687,0.009893079979810865,-0.0006529065030222032,-0.04030838063229686,-0.01194703306030968,0.0020945464319589986,-0.020223282414245536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.039343210450552515
DF_pH6_0,-0.01768409894161817,0.0030475941267998326,0.015651696458782834,-0.015933397447022248,0.012166304983927505,-0.0029248176178004117,-0.06168466455971254,-0.015509350695849763,0.0017989307794841404,0.015900889035395306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.16172687662413934
DF_pH6_1,-0.014265780367422851,0.0034904787107370794,0.012290975959546376,-0.013403013169805966,0.011616924520197284,0.0004893341698967234,-0.08230038167038203,-0.015923610881132925,0.0017817762399942655,0.031052379824889252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.20214567479932488
DF_pH6_2,-0.01808552438443851,0.0037606549484695746,0.009024280872317434,-0.006884026219663413,0.012130771516619813,0.0030664782462965527,-0.07719526897366762,-0.017325653986114516,0.004096532768529393,0.02224083854816854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.19208393008372077
DF_pH7_0,-0.026855723388675277,0.00922646427972485,0.008878558217142913,-0.01199166941213543,0.012459824364328674,-0.001213454644944842,-0.0666357275357713,-0.021469960223235517,0.004578757716201086,0.027852016335110304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4761566893788473
DF_pH7_1,-0.024885104207787667,0.012311979910136077,0.011585389088393875,-0.012997960314640533,0.01162141974752202,0.0006752286784593842,-0.07077222340062019,-0.017596685533290326,0.0029975825243467556,0.02188945973028793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.48226683949395216
DF_pH7_2,-0.02709607057425234,0.012832061575280263,0.01020628581724494,-0.015913934058449028,0.010775330720935016,-0.0012548106938155125,-0.06708631000542283,-0.024185164173174165,0.005121629523700509,0.031430067776540366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4811025384560845
DF_pH8_0,-0.022838555095697065,0.010724396050765948,0.01091984530131373,-0.01275737453646877,0.010747655571296649,-0.0002901859093538446,-0.06196306296350919,-0.016381968154531457,0.003235686377156525,0.0134326466955447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6161936979692529
DF_pH8_1,-0.015389461266383046,0.019845101065710993,0.008604194858901038,-0.01824165257240605,0.012187082807573937,0.000783454030954643,-0.062256770042459594,-0.016331730926328385,0.0031687081714525172,0.002460157209501154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6417698578516113
DF_pH8_2,-0.022634926473661127,0.008352425649721662,0.010136929341267956,-0.012572471715975555,0.010558499764428353,0.0007715531858696561,-0.04721549731082,-0.01461156971671659,0.0017897662542679382,0.0002543743581349104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6440713470669853
DF_pH9_0,-0.02266388958978022,0.015050637734669222,0.008210622788325923,-0.015508431545559963,0.009016161307935481,-0.002557718893310623,-0.0428641911484706,-0.012606547493487597,0.00250304107989549,-0.0037506009522906463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7292859280132171
DF_pH9_1,-0.027061043952834662,0.010751996725372482,0.008637630862649529,-0.010794919140272492,0.010970733383285773,-0.0004052315446872099,-0.03976347795809093,-0.012528765823530116,0.002291061308072961,-0.007268897915744914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7412574926289346
DF_pH9_2,-0.021397314719430616,0.011156777304840153,0.0101285351613415,-0.012006166387329122,0.010631570213312364,-0.0029186417861922606,-0.04968593646336914,-0.011967743367928526,0.006485625092527299,-0.005597621711254444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.747526246417331
comm11_4_1,0.052801763416855066,0.004036404831162857,-0.0166990197658964,0.0019646073552860867,-0.028684283414774615,0.006693429946190794,0.09866548876009841,-0.05822559571328938,0.0072419828929654925,-0.13296569497208113,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
comm11_4_2,0.024566693327075843,0.020441077211365594,-0.03478935779274805,-0.005240934015120095,-0.027643300683804505,-0.003659554347547744,0.1203272266062382,-0.05656630112880679,0.0065988090829721254,-0.1092052748728969,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0004845233155374915
comm11_4_3,0.047848628387766205,0.017959569986990616,-0.03480389907368986,0.0033227218612117463,-0.03562699276650243,0.008256932937884298,0.13134973959465834,-0.08151360457509998,0.00738780857585168,-0.12935182150185068,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.001874459798070219
comm11_4_4,0.037798002556462394,0.013776055199003013,-0.03559889900776477,-0.0071952393726931645,-0.03818472343846225,-0.0006593016894412777,0.13266849819054508,-0.045394659135642494,0.008425044606783954,-0.13080569438276937,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0053181834532889495
comm11_5_1,0.035069676513186376,0.02313125671555653,-0.040203619167694576,-0.006178892226231732,-0.023465319881620615,-0.010883849987547605,0.12797484909214646,-0.0635459428739167,0.004809145543258636,-0.0925977820808412,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.05114127579932972
comm11_5_2,0.04246809322872888,0.03166915376954105,-0.034884298024091695,-0.013520603124912744,-0.025518706806115395,-0.00097486268951679,0.10380540615301984,-0.0492527922550115,0.007109725303219061,-0.12607203221834345,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.02446646428818786
comm11_5_3,0.03401907065169602,0.021443674561577725,-0.03467192019234695,0.011661411455741313,-0.030548344583392305,-0.002167980240091036,0.142344153663346,-0.07238752029917161,0.003433651190210619,-0.13368753644460615,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.039343210450552515
comm11_5_4,0.04705186936796804,0.0408633898427386,-0.044814994832369226,0.002532914814326668,-0.04646399181649978,-0.00928936639441299,0.14595512534673932,-0.07438135847256964,0.007166887029256346,-0.1427271660065035,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.02826352230444504
comm11_6_1,0.04585754050134236,0.08369190195975221,-0.06328305583948313,0.04853214415610241,-0.045699519753942014,-0.02736515674557861,0.2103140721818351,-0.08224961611735837,0.009929885929754089,0.007398109678381485,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.16172687662413934
comm11_6_2,0.11100494497860577,0.06399501234981353,-0.05468767800839091,0.07451903034958217,-0.06555339483200044,-0.008364413423139762,0.20968907165209483,-0.10000376893237797,0.0215973755000058,0.09450880730873905,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.20214567479932488
comm11_6_3,0.09774523600839766,0.08461251646300534,-0.08001029785393496,0.08055473735429468,-0.04357813240565439,-0.013975065035249468,0.2004864499048816,-0.0888602632940139,0.0214200948922814,0.08459866612056349,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.19208393008372077
comm11_6_4,0.0922136642308602,0.09170849665650169,-0.05656918267537232,0.0635743546519307,-0.05133986694444702,-0.004607839473756031,0.23275741707731,-0.09278107917538601,0.01600106616474122,0.0515065793865664,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.19174196501252805
comm11_7_1,0.16741599190347503,-0.02771472725951437,-0.07254654250492382,0.07600145795615389,-0.09766643813679643,0.009812848763793465,0.23134473507950568,-0.17948231527915867,0.02186462775328318,0.1446360851944242,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4761566893788473
comm11_7_2,0.16336130388172185,-0.013433981005649043,-0.05137875743969546,0.05842104433008225,-0.07002208328107373,0.007845800757236043,0.2673795630207852,-0.21801288406597458,0.020662326221759234,0.10640964398130208,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.48226683949395216
comm11_7_3,0.17970241448259916,-0.004185412172936723,-0.06012379520117183,0.07398983393805911,-0.09751357409850002,0.0006405541364042813,0.2527604717982973,-0.24321779091326187,0.0223665507953695,0.1472834811225007,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4811025384560845
comm11_7_4,0.15065709345812067,-0.03694364806146199,-0.05108618760309386,0.052255097340701336,-0.09144456750672796,0.014623081034110131,0.31147493743514837,-0.19830573147512046,0.016599587827374265,0.10387307143830896,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4811025384560845
comm11_8_1,0.14960280807405388,-0.06286553337016022,-0.05034079889559349,0.07525245429887237,-0.08120818287012693,0.01798383172798861,0.2517564257484881,-0.16710473108191404,0.016305700641975784,0.06768726142194201,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6161936979692529
comm11_8_2,0.18080963326122051,-0.028291956676858604,-0.04596718437043422,0.07428862785520639,-0.08753789466071839,0.022879212487124545,0.23364471231708714,-0.2172592685342787,0.021169983147258837,0.052989640420242005,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6417698578516113
comm11_8_3,0.15744663091781347,-0.08069908704046849,-0.04544921028280995,0.11952566073625355,-0.08520656306377573,0.005991107827437152,0.24603261842245594,-0.18637226149748565,0.01991762914583492,0.05460789592455788,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6440713470669853
comm11_8_4,0.17465881400787195,-0.06883374021312669,-0.04367766688319692,0.09170621358035334,-0.10024611593310154,0.01739024869804068,0.2207256214402657,-0.17822656358754183,0.018274158665545933,0.07584052897215336,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6395779816459941
comm11_9_1,0.1280549332826986,-0.06893157938009371,-0.03312515599972001,0.06915633643744516,-0.0919283922910994,0.04822399704474146,0.22545214318761442,-0.1654273268962583,0.013494216519377558,0.04636181377365414,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7292859280132171
comm11_9_2,0.1724809929817085,-0.10068276142600273,-0.02966682940508928,0.06494157105441331,-0.09216824687055677,0.04008374719070675,0.20501094496034541,-0.1602776322865089,0.023031004364399813,0.04373685254654646,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7412574926289346
comm11_9_3,0.1531910268192018,-0.05911268658090747,-0.030217071245019527,0.05516795592595134,-0.08672943405731096,0.04381014123113582,0.2171953212280515,-0.15893466420765237,0.023697082953345355,0.0030123130879972228,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.747526246417331
comm11_9_4,0.13109521543855132,-0.043947752036974236,-0.032663667150671864,0.07573785193755456,-0.07365808045233439,0.02497154331988776,0.20445104248224472,-0.1779702822523414,0.014388519111393104,0.044228780982337665,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7409024335149471
