Experiments,BC_OD<--AC_OD,BC_OD<--BA_OD,BC_OD<--BC_OD,BC_OD<--BL_OD,BC_OD<--BT_OD,BC_OD<--BV_OD,BC_OD<--CC_OD,BC_OD<--DF_OD,BC_OD<--parc-_OD,BC_OD<--pH,AC_OD,BA_OD,BC_OD,BL_OD,BT_OD,BV_OD,CC_OD,DF_OD,wt_OD,delarc_OD,parc-_OD,parc+_OD,pH
parc-_pH5_1,-0.011626113722829715,-0.016245955175355726,-0.0544625376019141,-0.017706759708083195,0.0001531029962327164,0.001402850291975167,0.0010754532528960184,0.01637403753788575,0.005197086797460267,-0.022511477941728156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.11230826956373989
parc-_pH5_2,-0.012497181723947112,-0.024972252678935943,-0.03991225164545619,-0.014481848441064354,0.002203604313342468,-0.0005120819272554425,-0.00340099502030922,0.01629213263159213,0.0028292686556992326,-0.023898706277427465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.09911694942295314
parc-_pH6_0,-0.009875110016892783,-0.033538135805207744,-0.07997045223317717,-0.016591758752322713,0.0010779786077530482,0.0025242018829221323,-0.005143031575109648,0.024376205053666358,0.002719908212514027,0.016069881281127102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2884225051673924
parc-_pH6_1,-0.011455497220158577,-0.03300670316523833,-0.08467217194321364,-0.016055431918281574,-0.004622831733330436,0.004781470441299936,-0.0016951464391920877,0.027422523411071813,0.005367269276276879,0.015586206010826262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.29127362738877827
parc-_pH6_2,-0.011384868490631165,-0.028528473788629403,-0.0830664596269312,-0.01771303748307021,0.0024023397526015404,-0.0005199133086463677,-0.006595116191260193,0.027220076800364514,-0.00022469198898128953,0.020059830212722656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2957269459022493
parc-_pH7_0,-0.014841533580228043,-0.018950728555412393,-0.09978455050807931,-0.02226147468971169,0.0030862976027571636,-0.00262724930177564,-0.0031244160575063322,0.02631861485216929,0.007924984031073426,0.025909744092951645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5922068579302491
parc-_pH7_1,-0.016966341895901637,-0.03315483538028987,-0.0916620833621077,-0.022653208477017673,0.004655509255826474,0.0005042530126545743,-0.01172456766276256,0.0347208754847879,0.0073137367646331376,0.0306163478853262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5480973412378645
parc-_pH7_2,-0.014272733333966005,-0.0336492761839991,-0.08683742138678614,-0.019983479114978216,0.00438911331574554,-0.0020295818943692283,-0.003947918047399624,0.02400706838492466,0.006324586257662464,0.027649328036476736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5469120935714209
parc-_pH8_0,-0.025258738790517262,-0.024900016209677512,-0.07694565446318491,-0.021166271047423718,0.002114698869054731,-0.0028408843521838608,-0.004746836891964725,0.030259220732942873,0.00505045721064443,0.02008371166884899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8455353071301549
parc-_pH8_1,-0.02848816526486822,-0.017684834008307556,-0.10405351011487453,-0.0240004544607971,0.006557921984273454,-0.000567542246502378,-0.0012707149043031357,0.027868466581339423,0.015305787410749042,0.027982732909529108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8378107178569503
parc-_pH8_2,-0.020081642493605608,-0.019606223269973112,-0.0941791823490158,-0.02922304444824872,0.0028918522968888276,0.001451547581540501,0.001900508403778078,0.02187123538845259,0.01013609354586705,0.026488541999588843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8442380625189879
parc-_pH9_0,-0.03256750595796367,-0.018289026080266287,-0.06151188292419133,-0.026501137690375678,0.0022819641621216473,0.0010975263073392542,-0.0032127390332196064,0.021471401984276984,0.007434221958012684,0.011446865160504112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.003926186226973
parc-_pH9_1,-0.022506869145385598,-0.018471416743553203,-0.06768242957475393,-0.022318248761736836,0.00339700300084508,-0.006915710199138394,-0.0031592614770583473,0.01869160926698343,0.007030062042176726,0.013584949477859166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9964236708955914
parc-_pH9_2,-0.02100337322315444,-0.02537661770277697,-0.06072132441498665,-0.023494293328536597,0.005148282149887603,-0.008520134165883065,-0.005956603874978813,0.023134150760977162,0.009045573098827963,0.009394026241548684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9996501428774356
AC_pH4_0,0.0036248560185017796,-0.029478571376074913,-0.047840393094912816,-0.01070300794490006,-0.0022536552000952804,0.003076835737928101,0.0005808861683244289,0.019104525686606116,-0.0023191168936698317,-0.03214267200587884,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
AC_pH4_1,0.004108170154302016,-0.03553950222452049,-0.04762593345797579,-0.01574588914928229,0.0015072020580587176,0.0012866911356863775,0.0015061506969125372,0.026515627657265763,-0.0016146920767167333,-0.03274813692044952,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004845233155374915
AC_pH4_2,0.0036248560185017796,-0.03639289144750522,-0.038614456175786,-0.013156740914868273,-0.0020603911044157065,-0.0010816108127650991,-0.0004384359603990687,0.02643500950187445,-0.0015647855401039112,-0.0351008655746346,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001874459798070219
AC_pH5_0,0.004833141358002373,-0.031054006257782808,-0.054376264634015785,-0.011284092517326707,0.00039323760925427664,-0.005243671274055604,-0.0023018009733894594,0.034256914026387364,0.0008977956826920108,-0.03447156477719544,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05114127579932972
AC_pH5_1,0.004108170154302018,-0.02173518935623376,-0.048072290556586315,-0.01529363918887532,-0.0017778741422554733,-0.0027789982991374045,-0.0034827956298123224,0.03401309292601502,-0.0016919640629835739,-0.04163882476804049,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02446646428818786
AC_pH5_2,0.0038665130864018985,-0.030253500125330422,-0.042897119560967305,-0.013981086159853834,0.0005159449237196346,0.0021257685675569226,0.0025949045400256695,0.022434451495823654,-0.0015065470354064634,-0.0412496427398013,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039343210450552515
AC_pH6_0,0.00274256798884143,-0.04367465435486772,-0.06409143271977488,-0.015799311013973277,-0.0023527364610977796,0.0015351700572216,-0.002368739749426428,0.041119511082120565,-0.004785934289836364,-0.010674753385069579,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16172687662413934
AC_pH6_1,-0.0008170871890109523,-0.039927356022855506,-0.0667326863045278,-0.012551113593837492,0.00018767228754966222,0.000883780892776407,-0.003484788664981073,0.026218330719224785,-0.0024043693604028737,0.00027730417316374644,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20214567479932488
AC_pH6_2,-9.195682147274837e-05,-0.039610478324086755,-0.06895880547554595,-0.009711641170408415,-0.0019768736819210254,0.006164011517944545,-0.0022878474758371062,0.02503182481002549,-0.00035195917700943613,-0.006556587219238281,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19208393008372077
AC_pH7_0,0.007763004860152371,-0.03606318140159482,-0.1366926859918496,-0.012606715475735459,-0.0002932208193385076,0.00037265711666449353,0.00021079415050537662,0.05376069051254054,-0.00214780441444853,0.027346149453002472,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4761566893788473
AC_pH7_1,0.010387760970903478,-0.04377688131902528,-0.13355162315718505,-0.01376970224892316,0.0022751335572937267,0.0003573257152153098,-5.3299796646056196e-05,0.04460154660693977,-0.0013376344238286402,0.03651706199445154,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48226683949395216
AC_pH7_2,0.01041279478565507,-0.051765783179713344,-0.12474797976567693,-0.009132789323187394,-0.0022966981306672095,0.0009597899716185502,0.0015448455253373012,0.05147743404073561,-0.0033924715755426337,0.028590544893041903,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4811025384560845
AC_pH8_0,0.00713827994854554,-0.044632446067812644,-0.1200407278570144,-0.01766643260484157,-0.002516583554122758,0.0013330817109216818,0.0005610184792591174,0.04853031270205974,-0.0027835273434934408,0.03172671147176753,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6161936979692529
AC_pH8_1,0.00650519091150035,-0.03969849282956641,-0.12549285556311193,-0.02444489683955908,0.002782801658562994,0.00019462471260972558,-0.0021691113985750983,0.042310799768437504,0.0031052600155058127,0.03855636635228343,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6417698578516113
AC_pH8_2,0.006855091297108195,-0.05274018567703342,-0.11477998121601078,-0.015572495765012241,-0.004354478141859822,0.0005972105815358794,-0.00695724818531586,0.04623620263584282,0.0028561319167847237,0.03950943935500539,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6440713470669853
AC_pH9_0,0.008622539471025054,-0.04855451829569496,-0.11289515235663755,-0.019186168382673164,-0.0005128771406800857,0.0011511085635941955,0.0001979296524887497,0.04317639445967001,0.0013338716781657683,0.028316559051365958,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7292859280132171
AC_pH9_1,0.006147520088631175,-0.0452422842529157,-0.101134379081752,-0.0230507890669548,-0.0030581607928742535,0.005669522215814694,-0.005928684657682544,0.04110263664761315,-0.003449389749894969,0.030593695648662423,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7412574926289346
AC_pH9_2,0.007289455779220746,-0.04586062513939712,-0.11135527017809776,-0.019737051105045755,0.005221810716649762,-2.15679083181453e-05,-0.004220664766819582,0.04125369830299978,-0.0042568800193460085,0.03333678106089002,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.747526246417331
BA_pH4_0,-0.012827654602411002,0.0011779577835746445,-0.05401977921309678,-0.014709120059142943,-0.0009588619434963099,0.001481694394479629,-0.0011803404905873797,0.014768829927172348,0.0006809508719522021,-0.032763988782206314,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016139574737368786
BA_pH4_1,-0.013661716112300102,0.0010208967457646916,-0.05606783598499455,-0.011958730400580429,0.0017197684830297594,-0.004966458666907702,-0.0012139480123701304,0.03179090701853453,-0.0022577630420741817,-0.042755431785531664,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00048452299554619434
BA_pH4_2,-0.01654191473579925,0.001335018821384597,-0.060098672595037074,-0.01681356300478396,-0.001504713972301587,0.0006069269452406019,0.00018289337663546806,0.02854962239122909,0.0004982447737584962,-0.034564153884092105,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018744598294293093
BA_pH5_0,-0.018050629104609073,0.0012564883024796206,-0.05501687098132527,-0.016029204113975817,0.0037362998092304108,-0.0010246076353866112,-0.0009459534449421839,0.018693901838167857,0.0025365007976474977,-0.033506239061446286,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0511412745403946
BA_pH5_1,-0.022798761401487434,0.0013350188213845967,-0.04740751208170601,-0.013623876806510534,0.000562550174477308,-0.0007500839006641638,-0.0038073576031171755,0.02181080538779497,0.0032580523273867124,-0.03692914703132018,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024466462930343342
BA_pH5_2,-0.015442434644893458,0.0013350188213845963,-0.046363089133215976,-0.01957607159310061,0.002839547800629035,-0.0017969015645592102,-0.0023412073824716642,0.022523873913223327,-0.0011427824652713255,-0.0383862658654866,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03934321135483189
BA_pH6_0,-0.01629905604311954,0.002161806348873223,-0.09178492390753135,-0.022469814418126705,0.0016986610189728111,-0.0005304640110420125,-0.003668777463228807,0.02946126696208249,0.0014758489572483566,0.0016051404421096268,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16172687666300212
BA_pH6_1,-0.017951119451419174,0.001879507795624112,-0.0958827203674161,-0.021025830005174103,0.0029127096595323613,-0.0020107739596911087,-0.006049319162316945,0.026393218236448978,0.004811610524421156,0.008572404616228912,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20214567404454245
BA_pH6_2,-0.01783650065731743,0.0019120669753655152,-0.09435071604083416,-0.01973012515384218,-0.0003904084683112468,-0.00013398668526307336,-0.0038756821887648636,0.031339116988946564,-0.0001567684956218866,0.004872691611880843,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19208393160174653
BA_pH7_0,-0.03223312489688397,0.0029950147348901525,-0.11507880076604046,-0.026277274427854498,0.00020986255258321828,0.00015461154768000505,-0.010578316659059214,0.040841377147513895,0.0042144626686754436,0.03740187609163316,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47615668850189524
BA_pH7_1,-0.03267465610057116,0.00292562919466392,-0.11897532252351878,-0.023589027217872763,0.0029948359241952077,-0.0027874804271951974,-0.011193436222231906,0.04280247458459242,0.005965753014644852,0.03618091729024182,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48226683981394347
BA_pH7_2,-0.03016200389389111,0.0026152347611344386,-0.11087912219212105,-0.02501219608537529,7.004266037889144e-05,-0.0010277781198206161,-0.0060721696330153395,0.03495305150909269,0.005162846263012163,0.03200178261684335,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48110253833913064
BA_pH8_0,-0.028709601701601698,0.0014600404902644793,-0.09585217799343494,-0.025351400406140343,0.002555239420870077,-0.008309761235571424,-0.011234514703569206,0.030858915971349116,0.004357412598379279,0.03187553544569276,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6161936980952847
BA_pH8_1,-0.03044833352384361,0.001391244154909383,-0.11821212494826838,-0.022776056774284528,0.003901618563610576,-0.0042209048423430175,-0.012778379055468933,0.040662135292330516,0.0024672440277493544,0.041663244991846704,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6417698583743298
BA_pH8_2,-0.033757257503659835,0.0013249070748038918,-0.10787947046206052,-0.03027368253501861,0.0020473056367557984,-0.004986803426366784,-0.016754553083168425,0.051429201800214215,0.004466681818923226,0.03603335856581512,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64407134594908
BA_pH9_0,-0.04108512080881908,0.0034040492643480718,-0.09210053976625207,-0.02786437654138908,0.0032306290839029406,-0.005824677863198775,-0.011901600043410841,0.03792383691376966,0.0034583126737371757,0.03240917488284733,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7292859295671521
BA_pH9_1,-0.037485303703857505,0.004154521298149358,-0.0946700472676236,-0.020852670703569186,0.0036470033341775786,-0.000833775080416512,-0.01427485184501047,0.0351379246669619,0.00516521754310183,0.02166166964432468,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.741257491587475
BA_pH9_2,-0.029008668740482444,0.0036579122750655464,-0.09121900258990731,-0.0242774790784587,0.0024548333445968836,-0.002547173532454862,-0.013380913107615449,0.029795495266823666,0.0038542994678668354,0.022320384580803952,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74752624576109
BC_pH4_0,-0.01220358068366414,-0.03525486019966395,0.05872393187459396,-0.023790134878262228,0.0006362471729516987,0.0020254847131993482,-2.0767592865487795e-05,0.022845449700303704,-0.0034010467046628806,-0.10791103637088897,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
BC_pH4_1,-0.02437212710147318,-0.03673284853930058,0.05602558535726176,-0.019671722823834937,0.004311757591431556,-0.0012813545731098735,-0.0008040435029112782,0.031015980478538117,0.0005012151582733462,-0.10734275405173718,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004845233155374915
BC_pH4_2,-0.022753100249430402,-0.035314813058661375,0.05310279990505913,-0.021917391811376027,-0.0002891057794508723,-0.00102106971423263,0.0005076332973397304,0.03519977427533138,-0.0029601082060000164,-0.1029049307367076,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001874459798070219
BC_pH5_0,-0.02101272151036107,-0.043954672687079595,0.057259408196677325,-0.027267960326179223,0.0023251597518506263,0.007052746603022449,-0.008954268878568773,0.03029696425827948,0.0004837281613246288,-0.09457869568596719,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05114127579932972
BC_pH5_1,-0.019616569824840713,-0.03865357317678306,0.057829742007281484,-0.0278402692079544,0.0011866362036570249,0.0012901029492849894,0.0008503853464904029,0.0288987266742017,-0.0012922723931462848,-0.10100322143377168,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02446646428818786
BC_pH5_2,-0.01965557968001003,-0.03825609018621237,0.05942080238915009,-0.02371154705143493,0.0028908954657938164,-0.0011734366384537325,-0.0007588344391273434,0.028062903001580545,-0.0016470217672379106,-0.10352240416018858,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039343210450552515
BC_pH6_0,-0.004206875705200691,-0.06590713965504064,0.1264484966173768,-0.03733654697628125,0.007722229884694448,0.017838473472258313,0.0081691245475541,0.0381609342619777,0.0042337170664383,0.017767058405215332,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16172687662413934
BC_pH6_1,-0.00656573982828337,-0.0606718898143457,0.14665816433727738,-0.04890247925792052,-0.0005037021620765981,0.006630336961344531,-0.0025965915247797965,0.06194907783976067,0.007095494587784231,0.058695497627815466,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20214567479932488
BC_pH6_2,-0.007978540278323317,-0.05675619735827912,0.14160154945824457,-0.048193501664892495,0.0007461426666249425,0.012830729100691236,0.005494308474919071,0.05901730624068042,0.0012124376646850436,0.0474169849086067,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19208393008372077
BC_pH7_0,-0.05995965955050093,-0.062423080502320885,0.1621316987502834,-0.053922129986078836,-0.005180911233891613,0.007497885850784576,-0.009687346441914203,0.07621267838646538,-0.014170287670972554,0.10816831338988697,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4761566893788473
BC_pH7_1,-0.05475303044785624,-0.049553412657393055,0.16224915164806275,-0.07085418211539155,-0.0028105538759542552,0.007914101042501304,-0.021662001410580195,0.07843881417065858,-0.013314589023914025,0.11305473597639279,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48226683949395216
BC_pH7_2,-0.05015238101715625,-0.05113801544937103,0.16202627060044075,-0.06628021101750757,-0.004293175956801229,0.003108582141930642,-0.022361385823915843,0.08269708576085774,-0.012013177290234867,0.10710784093679292,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4811025384560845
