Experiments,BA_OD<--AC_OD,BA_OD<--BA_OD,BA_OD<--BC_OD,BA_OD<--BL_OD,BA_OD<--BT_OD,BA_OD<--BV_OD,BA_OD<--CC_OD,BA_OD<--DF_OD,BA_OD<--parc-_OD,BA_OD<--pH,AC_OD,BA_OD,BC_OD,BL_OD,BT_OD,BV_OD,CC_OD,DF_OD,wt_OD,delarc_OD,parc-_OD,parc+_OD,pH
DF_pH6_1,-0.07703038814923036,-0.11381809600993345,0.010830687711258296,-0.023763499850326265,0.03007529334286632,-0.015697295962954348,-0.006687330711309028,-0.015038746924180056,0.039369959329133446,0.010469576735049488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.20214567479932488
DF_pH6_2,-0.08181090518994176,-0.09664518853487528,0.008177443681203798,-0.023046919306659187,0.028595438750217788,-0.012746234238147736,-0.002449553252562234,-0.01842268277850488,0.025852450788345024,0.011206309591298516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.19208393008372077
DF_pH7_0,-0.08230786639306209,-0.12668401217169087,0.006948718969588689,-0.02378980347805697,0.020545648248947182,-0.011417815278729666,-0.006351969203223356,-0.014274646217084457,0.032892759315993475,0.04314914940087044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4761566893788473
DF_pH7_1,-0.1136222383055998,-0.10811872920102399,0.007953369730030715,-0.028891726929046537,0.03294787887726788,-0.017738392042886953,-0.0054273336137766436,-0.014891225319841632,0.04070186885154766,0.04579669164898603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.48226683949395216
DF_pH7_2,-0.0943402662905662,-0.13559850705544585,0.0071527863026637105,-0.023742149537024297,0.03949004332332507,-0.020581323911800332,-0.004154538554341898,-0.014899869379789937,0.037010760650686605,0.04837322926958616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4811025384560845
DF_pH8_0,-0.08119255989385041,-0.12863795569571465,0.008162880285602544,-0.02236186671354201,0.020751941224317182,-0.01136622771134843,-0.0037656072170838078,-0.013351282664453212,0.03244044073249983,0.03803039716394698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6161936979692529
DF_pH8_1,-0.10046034699548845,-0.11556240712656926,0.004936696154915764,-0.018871924763788347,0.02899759260694618,-0.014059139196963414,-0.0053482137920092,-0.013107511676523997,0.03087824952667174,0.04130716477318301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6417698578516113
DF_pH8_2,-0.08503017733278481,-0.14271886939830758,0.007127634165403634,-0.023753676484136486,0.02643172711214942,-0.012210327803926625,-0.0021512469017635257,-0.012786773385723002,0.03338111951785243,0.050420750021610596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6440713470669853
DF_pH9_0,-0.08211134368229818,-0.14006551104962184,0.009622219703767606,-0.01602082667629356,0.027112384469288847,-0.011091840313342604,-0.0029659935394706935,-0.012402806069054036,0.026267609393791014,0.04036626694157072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7292859280132171
DF_pH9_1,-0.08572618733281673,-0.10526130855245434,0.005176753022748489,-0.02256808392379595,0.0217140015984035,-0.010251621548086403,-0.0033212554219948214,-0.01206186730981521,0.023741881139576437,0.027267853382003042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7412574926289346
DF_pH9_2,-0.10329264902712212,-0.1271195227158782,0.007868293693046204,-0.03239346860948463,0.03541599601669155,-0.016960590926363418,-0.002253966289369958,-0.011973761797113267,0.041885039041871616,0.04753479012409631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.747526246417331
comm11_4_1,0.15303120745102994,0.27733739653359285,-0.020850972054607182,0.028546956785671082,-0.06784999663010237,0.03697297334347082,0.005741490193683169,-0.0976304029470876,0.06287954982937026,-0.48800250932088357,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
comm11_4_2,0.1431384526646655,0.24898873551951153,-0.033347558940396343,0.023198886919442732,-0.06263377638533711,0.027971374616836717,0.011563774457444309,-0.09513162456128911,0.058485512411140854,-0.4297126891779835,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0004845233155374915
comm11_4_3,0.17214630362051334,0.32086201373163764,-0.01995757432573516,0.014138941023822715,-0.05854405900706418,0.03157290305132452,0.012816757286048445,-0.10429576634793827,0.053262028553239665,-0.5279269842082717,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.001874459798070219
comm11_4_4,0.12862634438130516,0.32308279401582213,-0.03414531270527969,0.030404400573638465,-0.08842630038280846,0.03446326692872074,0.006270090558606645,-0.0813507892118524,0.06624625301555447,-0.48724734796697033,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0053181834532889495
comm11_5_1,0.1818417817062658,0.356960102757034,-0.03434637876470452,0.058326701602048205,-0.10642152448954138,0.030156171236835103,-0.011955683672719684,-0.1270790631105394,0.06496316046656472,-0.4453404447703582,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.05114127579932972
comm11_5_2,0.1959436332086182,0.2743564427069024,-0.028044718758243575,0.04676896275709504,-0.08901100042640515,0.03406893039365177,0.004007240325698386,-0.11438990141791494,0.06131971876744344,-0.4627196836593033,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.02446646428818786
comm11_5_3,0.19993757365190468,0.273716822768683,-0.04258020304629337,0.03641901395567086,-0.0738672623078784,0.01647241321756787,0.008029536676957556,-0.07642587196243844,0.06803305770715942,-0.46303802392081084,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.039343210450552515
comm11_5_4,0.21721870000028745,0.3476937445358414,-0.04326935767965472,0.04563534553851122,-0.09207349398699789,0.055237890290825244,-0.008873162507686935,-0.10360866818091141,0.06628870170644445,-0.5557229102986014,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.02826352230444504
comm11_6_1,0.29929448821622395,0.4515704750828446,-0.03734587535424076,0.09766563235093717,-0.12628180751334064,0.03891621692025141,-0.005103606481267058,-0.11415154682796287,0.09844591863858311,-0.13519956777034248,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.16172687662413934
comm11_6_2,0.3660079479168939,0.5121854432971906,-0.024627442574533434,0.12039218560913978,-0.12994801181409021,0.07688892165927783,0.015263420860080607,-0.14465803248483852,0.10704482825715905,0.020773439029150693,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.20214567479932488
comm11_6_3,0.3608628946445559,0.5004873789288103,-0.025551696299858723,0.11515413367877833,-0.11884396234446243,0.06765565396165067,0.020891886956017937,-0.15572767807737636,0.10182009499115141,0.014995172133912223,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.19208393008372077
comm11_6_4,0.34863558294980423,0.5206233741942307,-0.04207200284885324,0.12858630379904867,-0.14447941766970832,0.07414614100819046,0.02352571226980375,-0.14234322669470445,0.11197972734418249,0.0004812902714247391,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.19174196501252805
comm11_7_1,0.5744396642271589,0.6954423763902616,-0.021408265138287908,0.14199463879365642,-0.2605657262824799,0.10521568700914147,0.03358173324686029,-0.23865650323907966,0.15471909095978606,0.3694387583734225,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4761566893788473
comm11_7_2,0.5492777222176284,0.6667562327347697,-0.014210711478701114,0.16216673466741388,-0.22482939647753603,0.1057501319318038,0.03283964897627416,-0.23562640823099923,0.14342913898679874,0.37088556178723986,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.48226683949395216
comm11_7_3,0.5516030943345115,0.7028774599585198,-0.03638960278714483,0.17327095904104092,-0.222026291101685,0.11202157088514895,0.05217892218462152,-0.28006049757418433,0.1518742845725754,0.35057293699892317,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4811025384560845
comm11_7_4,0.5775418739118005,0.7403083063232833,-0.011136927645167582,0.1504412673049323,-0.22672985985875146,0.0792916575009408,0.0408102030493319,-0.2889134801025298,0.14667256370996654,0.3476372323185207,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4811025384560845
comm11_8_1,0.6415778595962278,0.6822922614864682,-0.005616294078366905,0.14434852335197124,-0.25847701490249325,0.09312710338879537,0.06437751004229422,-0.3409242182994343,0.15423308992029533,0.44074852043924767,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6161936979692529
comm11_8_2,0.5945303817635967,0.7399700153035961,-0.014727135068210565,0.14348010380792875,-0.2110528945396452,0.10663148274969148,0.059400261836531375,-0.3135991563988121,0.15897179006639384,0.3633966450951994,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6417698578516113
comm11_8_3,0.614786654954533,0.7457559217545002,-0.010594844126506988,0.14376770209764006,-0.2382333489151104,0.10996628385361121,0.06388899246068752,-0.3158136957349337,0.14531230750777155,0.36918344888755156,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6440713470669853
comm11_8_4,0.6496574323697256,0.7279778781533244,-0.02254012704624431,0.15516410382788462,-0.24645639930568317,0.09871027955056533,0.061545428005249626,-0.32124003191600037,0.14301309860675882,0.38019946877966115,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6395779816459941
comm11_9_1,0.622210539813437,0.7816084927620123,-0.012652923644560827,0.1367192234811576,-0.24366819293764622,0.10990519161457597,0.048571818134059065,-0.31171440854830595,0.1522554656312518,0.38248224690556537,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7292859280132171
comm11_9_2,0.6228043920619655,0.7256420190421784,-0.013841051686069233,0.120956115760719,-0.15638707187674616,0.09527685267688786,0.050496932967039554,-0.2944678640981083,0.15021112441530693,0.370322115055245,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7412574926289346
comm11_9_3,0.6772706836704975,0.7534317004785914,-0.016964922200726443,0.1312551624384587,-0.24969762382138033,0.07331957250023664,0.06666461172635142,-0.30642408685677724,0.14708140620151947,0.3950933918543161,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.747526246417331
comm11_9_4,0.5935367733669346,0.8263173766434191,-0.02346594743106678,0.13736120646171598,-0.2378464414155029,0.09419181622564793,0.060445559672687346,-0.2962318256861814,0.14071661260626886,0.37583107740334837,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7409024335149471
