Experiments,DF_OD<--AC_OD,DF_OD<--BA_OD,DF_OD<--BC_OD,DF_OD<--BL_OD,DF_OD<--BT_OD,DF_OD<--BV_OD,DF_OD<--CC_OD,DF_OD<--DF_OD,DF_OD<--parc-_OD,DF_OD<--pH,AC_OD,BA_OD,BC_OD,BL_OD,BT_OD,BV_OD,CC_OD,DF_OD,wt_OD,delarc_OD,parc-_OD,parc+_OD,pH
BC_pH9_2,-0.06507695587594872,0.04637010120665249,-0.00033385684956675174,-0.05247759468529536,0.026160631855220898,-0.02378216630738715,-0.018643051397217357,-0.09375198930016031,0.03464052937438955,0.028636899872318565,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.747526246417331
BL_pH4_0,-0.025135569280904272,0.01859359754978315,0.006858491215692912,0.014941861817370288,0.031896753288481544,-0.0138655987786858,-0.0041757549766613085,-0.11612172469820663,0.02889012108678404,-0.06013963997526013,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
BL_pH4_1,-0.041143630619930184,0.013977989638629167,-0.0025177830392899715,0.013611608497474503,0.026556597680825248,-0.0017276347266591107,-0.0053726938464071445,-0.10843667177078516,0.02511362965502169,-0.03831887385119563,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004845233155374915
BL_pH4_2,-0.03139293911502414,0.011239912014292636,0.0009539763532255004,0.01311255167359891,0.020421462619434238,-0.011880260024057782,-0.007610303004798683,-0.09269862394617952,0.029521847725238495,-0.049925086678046245,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001874459798070219
BL_pH5_0,-0.03944857681898967,0.009905397265177706,-0.0029341125212933705,0.012193927797286409,0.01813169548045034,-0.008839020515265672,0.0028337881066229026,-0.10984879823644524,0.021844831612770975,-0.022096594552630962,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05114127579932972
BL_pH5_1,-0.045934122455832754,0.01735682270125203,0.001996447440722714,0.01339925707682319,0.018701157049964307,-0.0031555153834431056,-0.010122130590936413,-0.10362171685080164,0.025830009051639104,-0.032707671558727384,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02446646428818786
BL_pH5_2,-0.03622173716840537,0.01816822312772274,-0.005158184126991295,0.012667458679365074,0.03032852288173593,-0.008329142962136995,-0.0035310678248820105,-0.11216299580653075,0.02944296888521184,-0.04346150882866071,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039343210450552515
BL_pH6_0,-0.05547418620437384,0.022254435165744765,-0.004100815846544245,0.00886339232325554,0.029668640453854336,-0.01618933975696564,-0.02220433021531157,-0.1234645482865365,0.03526933182516825,0.007119957158422989,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16172687662413934
BL_pH6_1,-0.06555151950082051,0.03558438686411018,-0.0023784949031213066,0.011111995856399121,0.021085128429467265,-0.015201571821842503,-0.01749619976981826,-0.13298880362316315,0.02285504488517409,0.024722572833947517,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20214567479932488
BL_pH6_2,-0.06847503262855435,0.029602809653657934,-0.0014379474374911056,0.011436184217100557,0.029308553655510366,-0.012261133407768994,-0.022325331006685028,-0.1358375865091448,0.029618954830195596,0.022113067614643475,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19208393008372077
BL_pH7_0,-0.07249755421248463,0.05304106899739608,-0.005583912692964077,0.01263649551116902,0.02811263683535483,-0.026695370061889944,-0.01837276464409154,-0.17802204103573505,0.036204035719451695,0.0529199432014771,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4761566893788473
BL_pH7_1,-0.07301211318568042,0.0477733360554861,-0.008348279880440755,0.012594413556482479,0.033052638809642064,-0.022333680852923702,-0.018794564118851782,-0.16722949164879064,0.03669640126921561,0.041343877613544466,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48226683949395216
BL_pH7_2,-0.06019252212961083,0.04255511955236612,-0.010644864618130351,0.012592411812232888,0.028550631554554336,-0.02675787534240795,-0.017506111100639984,-0.16371107441251698,0.03826916575593793,0.03858765566802544,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4811025384560845
BL_pH8_0,-0.06763181439722361,0.05687612509597903,-0.008041353591758272,0.012623435291259186,0.024548942778745423,-0.016211936133711233,-0.016807415289399417,-0.14157991145615992,0.020946285471968026,0.017020181746262568,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6161936979692529
BL_pH8_1,-0.09329634974184241,0.04779523559886477,-0.009720335515296979,0.01231656859750333,0.02976240523159504,-0.025227949091273807,-0.028514596215732716,-0.13888515604254992,0.03764145328460828,0.049871263014881505,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6417698578516113
BL_pH8_2,-0.08082938744646052,0.04406070249074179,-0.00878798471034869,0.012214626695798788,0.040483657220459504,-0.024326068446364094,-0.02617707773719144,-0.15371947565480415,0.03452754782755738,0.04429599889432606,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6440713470669853
BL_pH9_0,-0.08423788640648126,0.052767128754893075,-0.016914875912277593,0.011800605654716492,0.03274708198464435,-0.024669551549722318,-0.014410151965592217,-0.14668172000542937,0.030770439929936246,0.0405714748945573,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7292859280132171
BL_pH9_1,-0.05761590667068958,0.04525626051199177,-0.009277142556789129,0.01129260912537575,0.024133185420347304,-0.02494360783339842,-0.02312616577129001,-0.13870881957852318,0.03133317975084419,0.02339894370054421,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7412574926289346
BL_pH9_2,-0.09008692099186388,0.033580537467547085,-0.010240957850347397,0.01137354192526444,0.0332524232857901,-0.025537489351371064,-0.02003274052201406,-0.12518413949595847,0.041747339244769976,0.03287094539598278,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.747526246417331
BT_pH4_0,-0.0358260080801404,0.01224806147749009,0.002272914403482623,-0.0268151050336335,-0.00030817555344623074,-0.008031087462668835,-0.005140243658552998,-0.05309685098250277,0.024982969649136065,-0.028543925333930097,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
BT_pH4_1,-0.024615106922776808,0.01071392081192006,0.005811292731567568,-0.022311690346054413,-0.0004109007379283094,-0.012284553041276723,-0.006345236651275467,-0.055183745105953315,0.020052139248860925,-0.033683570671988565,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004845233155374915
BT_pH4_2,-0.019467674382030967,0.006877197432129278,0.006882160524635211,-0.022904988287583642,-0.0003595381456872708,-0.011231844039714856,-0.007090160048202327,-0.059557917404757896,0.025969806073800384,-0.03737449410169021,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001874459798070219
BT_pH5_0,-0.022433181267393666,0.01773100934922695,0.0024748629121028863,-0.032138912645371075,-0.0008233856506969619,-0.009422567723237948,-0.012823424473728825,-0.06562713544653809,0.020221437327563766,-0.01541615620903347,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05114127579932972
BT_pH5_1,-0.03088423993762421,0.02632670598671488,0.0027537908097324177,-0.02441063763168843,-0.0001483148465985842,-0.016475692321748833,-0.005273889243278815,-0.047642993573909206,0.01846495385565188,-0.040967134209754674,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02446646428818786
BT_pH5_2,-0.03518355059396962,0.0058652418754670905,0.010116414816483208,-0.021576083687984422,-0.00043724108001460323,-0.011337524976419364,-0.007611557625882003,-0.059174221310278635,0.015983638219211414,-0.014902566379827002,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039343210450552515
BT_pH6_0,-0.045959900669429614,0.03403659951751647,0.0006598235569570394,-0.034738724445519245,1.0185125081434078e-05,-0.017595705007729327,-0.010405812503203101,-0.07751806293654702,0.02156231355569933,0.011691830780195155,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16172687662413934
BT_pH6_1,-0.04767790690388368,0.018784006892339045,0.0007565953258586971,-0.02770562283532775,0.001125913404900094,-0.014637021072532817,-0.010902350321412086,-0.08617238960350339,0.027631913810644462,0.02053939814962771,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20214567479932488
BT_pH6_2,-0.036319346861994777,0.026550971771711885,-0.0030139614819832453,-0.038021756154687496,0.0004891068002452016,-0.012654482691508272,-0.007850553155269311,-0.0886329806596041,0.022433779322258807,0.018761759597970093,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19208393008372077
BT_pH7_0,-0.06348959942874699,0.03258493208366891,-0.002252974116607854,-0.027257789966204895,-0.0007927018209643994,-0.014374068560807599,-0.012618861148214859,-0.08695798349121345,0.032973096033801205,0.02392849665944991,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4761566893788473
BT_pH7_1,-0.05347055668902138,0.030972284319932042,-0.008336243320094503,-0.028456650876804542,-0.0007585278930871402,-0.01714581726037937,-0.014883129941704477,-0.08786185831965312,0.029516516959537636,0.03216653183102607,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48226683949395216
BT_pH7_2,-0.06489697139386251,0.03699424403355174,-0.0040123008758477545,-0.04076045757888451,-0.0007899545197901542,-0.012467156833280688,-0.015099152409188122,-0.07943718895478093,0.021424577108219916,0.0407869097509462,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4811025384560845
BT_pH8_0,-0.05740538896911817,0.039809277422078286,-0.007529151229106863,-0.03863931719699632,0.0002902047141738558,-0.019117957763373855,-0.01548596346993809,-0.07730909903898188,0.030942265710429004,0.026187666712895682,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6161936979692529
BT_pH8_1,-0.0636502531770131,0.035144539629311675,-0.003017507797997931,-0.0343381921266732,-0.00038521944180778785,-0.018085190676476647,-0.017922177007016933,-0.06169538821377185,0.03137400910744201,0.014317916550714035,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6417698578516113
BT_pH8_2,-0.04797132831390783,0.031871684294032004,-0.007018767603389594,-0.019408502337401327,-0.00043658203404882835,-0.027872671816983954,-0.014746603858859642,-0.08307113752416945,0.030288621151576874,0.020107824552966197,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6440713470669853
BT_pH9_0,-0.05257310272882815,0.022631404540784984,-0.010662235376303612,-0.032968010649732926,-0.0003852194418077899,-0.011765430265146752,-0.01412724220720322,-0.06028521100626043,0.02582976306424193,0.01604782168793937,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7292859280132171
BT_pH9_1,-0.052996957258361836,0.03746444500658823,-0.008458958112675207,-0.03190917975714673,-0.00035953814568726944,-0.018351800015763094,-0.016126616130704468,-0.06726789992788562,0.023080726356610008,0.01666832773419826,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7412574926289346
BT_pH9_2,-0.07808357215122036,0.03869980832804804,-0.0038296054433221397,-0.029984430646442847,-0.00041090073792830853,-0.008542265547034534,-0.011958748100568418,-0.0592169560249085,0.020381735662079375,0.014687471543641197,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.747526246417331
BV_pH4_0,-0.03179252010324727,0.009584995427209397,-0.0001464030600112411,-0.018209710841917477,0.009152863937551561,0.0006649616814177959,-0.009298094098010789,-0.04759893406344497,0.016657913945939233,-0.047272536458204624,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
BV_pH4_1,-0.03422180467649647,0.016367607589649117,0.0008385258718677172,-0.022469497614580648,0.021856220340275248,0.0007672634785589963,-0.010117066029621207,-0.07780607671031488,0.01880216155363166,-0.03227479600064132,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004845233155374915
BV_pH4_2,-0.027859239252689093,0.02538235415259133,-0.007950549141868301,-0.030947199447647383,0.023211019638439884,0.0007672634785589964,-0.008526834863359516,-0.09009388542855565,0.02922158288404994,-0.031461974210713214,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001874459798070219
BV_pH5_0,-0.037993412923229775,0.01764958550100741,-0.0009056366688531385,-0.0342268284863752,0.019727080930834234,0.0004757442163384475,-0.0089943220531163,-0.07135150772883839,0.0248651479670535,-0.027503313137137362,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05114127579932972
BV_pH5_1,-0.04082835994660854,0.009490507173797357,0.0009678689406617834,-0.023154129193204896,0.018947981605711192,0.000737053382655848,-0.004931531950183537,-0.05973128886326499,0.008950027191768522,-0.02870559199996616,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02446646428818786
BV_pH5_2,-0.04594113987425098,0.01599567660171053,-0.00332555814605692,-0.03264757432691429,0.0228837614717043,0.0007920740350433011,-0.004094103218420691,-0.054951023733162366,0.02896257812562196,-0.04593215497939484,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039343210450552515
BV_pH6_0,-0.04393209335758634,0.028190090087768824,-0.00533158120415781,-0.045468748921285516,0.02073441575726737,-0.00031451013425122255,-0.013098503007836961,-0.10180077593935576,0.027011532122674188,0.015752711472627908,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16172687662413934
BV_pH6_1,-0.07420387682869382,0.026065691147485505,-0.010637043202700824,-0.03639404344817866,0.033922888876303375,0.001629178501341653,-0.01400691099626862,-0.10270951628361057,0.029076856170659485,0.028999313386562083,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20214567479932488
BV_pH6_2,-0.07894759810651124,0.028713965075819393,-0.0017560593071191213,-0.03572398606201877,0.03203760026913623,0.0011913701762323783,-0.013290241334749306,-0.09947891810018084,0.03010187204279329,0.01889453206373298,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19208393008372077
BV_pH7_0,-0.09350194489502388,0.0366401494100042,-0.007598571106791497,-0.045457503672527225,0.03177638758783755,0.0019346845862658112,-0.013668778342721252,-0.12234668249669282,0.03967504755148421,0.05428974921612634,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4761566893788473
BV_pH7_1,-0.08052569685422856,0.04627717042746752,-0.007029620277816837,-0.060068718288903644,0.03313240203034618,0.0018133745763612822,-0.014389870639728465,-0.11945892079854786,0.03587710264584293,0.04611531506899907,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48226683949395216
BV_pH7_2,-0.0832195401839588,0.04843222304530766,-0.007567269955964191,-0.03846426265719143,0.02433602320435254,0.002193970570097798,-0.018099032582148258,-0.1231205797098253,0.029704409053792128,0.047546595803097544,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4811025384560845
BV_pH8_0,-0.0914452530557047,0.03250965410438569,-0.005650594558404841,-0.027586801333919813,0.03248702086832213,0.002390613717877345,-0.020255972519516944,-0.11203415688613186,0.03549187485614549,0.03583615145929482,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6161936979692529
BV_pH8_1,-0.08130307909263214,0.05594066170246705,-0.007292861339190733,-0.045094988797993764,0.026692500048033575,0.001704055407772893,-0.02709573628461879,-0.10532547297847014,0.03196169772225877,0.03155576089963965,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6417698578516113
BV_pH8_2,-0.0726234044831084,0.03741747597637385,-0.00593778745473727,-0.03895546544829141,0.030083426112390087,0.0015144050542427133,-0.01531194872506287,-0.10709820629461948,0.028843107793642127,0.023810934011379015,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6440713470669853
BV_pH9_0,-0.06537035372594127,0.05158230055285538,-0.008276224345292734,-0.04925883638955977,0.03340657969045899,0.0007161125799883964,-0.01819447340200777,-0.1186271351640639,0.02249869083904702,0.033265886039513616,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7292859280132171
BV_pH9_1,-0.08023803769084421,0.040025629229519674,-0.007218091994847939,-0.040853181630373,0.021983864765776236,0.000767263478558996,-0.02620588128333506,-0.08864233325033086,0.036713437199916536,0.025409867695492246,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7412574926289346
BV_pH9_2,-0.08184108362087737,0.04059099469009949,-0.0066829264860438255,-0.03998368661850691,0.029877318211871645,0.0007672634785589945,-0.010583220163117284,-0.10959950634318849,0.03173010347977929,0.02746728059390317,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.747526246417331
CC_pH4_0,-0.03761698530743952,0.021320003935176392,-0.001322514228522778,-0.026425406118126014,0.020108159409592978,-0.005185397270580996,0.0029326729865177814,-0.07276130186960748,0.028943677852335183,-0.04825037177166212,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0032572508755295392
CC_pH4_1,-0.02883327044546604,0.004651114836983059,0.010823498266222687,-0.03070173615022847,0.01655196861728378,-0.008242526737892109,0.0024696193570676052,-0.05517161908033101,0.02076730113152577,-0.050571812177481856,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.004437627208196163
CC_pH4_2,-0.03261815822642782,0.006970073114270747,-0.001066952396346175,-0.029325324959405083,0.013908406990053862,-0.00846597447829402,0.00262397056688433,-0.05979978192435659,0.01860094934054043,-0.02908467040923626,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0011803763326671925
CC_pH5_0,-0.03411420171837443,0.01806676854257998,0.0022169661716274604,-0.0377282565637775,0.018449839426447515,-0.014498368059487444,-0.0024473965686300538,-0.08348863907482315,0.02990377854879784,-0.014617953086676804,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.08114687964645667
CC_pH5_1,-0.032507303046143576,0.009489433127252951,-0.0006580707463233368,-0.04465235178399346,0.021639719509884067,-0.01406014811247587,-0.001751571686371514,-0.06916402031869995,0.01822192065741705,-0.0048150699828629915,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.11230826956373989
CC_pH5_2,-0.03846485085947358,0.00424931645879279,0.0005315377611828889,-0.025949694198434764,0.024785037986610248,-0.014496557866425619,-0.003256105320609135,-0.0698652217650543,0.022792325968975603,-0.01858325093984604,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.09911694942295314
CC_pH6_0,-0.0667115447913175,0.04471536776455848,-0.0005316671162195852,-0.05222434412040141,0.03423502240329982,-0.026120408932152003,0.004789836996275446,-0.1439445116419507,0.03426548478719981,0.053269302268391064,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2884225051673924
CC_pH6_1,-0.08095958698378954,0.04207846350158038,-0.007570233153908147,-0.05718516880727332,0.029398866099831854,-0.02311562174526246,0.0059646304210890875,-0.10979667860204759,0.03331481890186019,0.049613047985602954,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29127362738877827
CC_pH6_2,-0.06055214668907549,0.03404619045879529,0.005134006226840226,-0.050062642763166326,0.02796320777062489,-0.01580233779452417,0.0049957502277001055,-0.13973776959854628,0.030613737132238313,0.0451445426467968,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2957269459022493
CC_pH7_0,-0.09165847460050944,0.050832954134954055,-0.00942167360983465,-0.04746881814106651,0.03414867636464213,-0.02189728577823743,0.004793657051480333,-0.11994372597369166,0.03454893093394197,0.04780829647151023,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5922068579302491
CC_pH7_1,-0.07900587580450202,0.04807119295810875,-0.001138675272788691,-0.05100152490903502,0.02701701989154453,-0.013146695501130562,0.00495548046801401,-0.1222317246282878,0.03179295491589153,0.036430385499868705,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5480973412378645
CC_pH7_2,-0.07703207213269626,0.052151623904381106,-0.002527040006673854,-0.043959355283042664,0.020494441411093522,-0.017469451856677948,0.004948729328487229,-0.1212729768293059,0.03362286058295032,0.032785778499167896,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5469120935714209
CC_pH8_0,-0.06947310633471478,0.06207932747414579,-0.006841843316088552,-0.053615342072494646,0.028647527302736824,-0.023363440807746806,0.0018514674837174637,-0.10279849656574105,0.033082062615000685,0.012174381838868494,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8455353071301549
CC_pH8_1,-0.058250967316005535,0.04190132584098888,-0.006297824309895867,-0.03635665650277034,0.021876808314219766,-0.013699052235030608,0.002964021647753923,-0.10804767958657896,0.031195791870679546,0.0064567692367279005,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8378107178569503
CC_pH8_2,-0.07173497946527987,0.04146655939033497,-0.009014637666228025,-0.03779174422440321,0.0263523900055367,-0.016146018226509507,0.0022932190350864233,-0.09256968878857466,0.025671914906605437,0.013215522651115186,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8442380625189879
CC_pH9_0,-0.07613443352120076,0.03978062834104766,-0.0047846395036448604,-0.031939725383468294,0.0175287654866343,-0.01441466026008129,0.0018522145178007043,-0.07454643759228614,0.027421476782664017,-0.0030206517389287117,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.003926186226973
CC_pH9_1,-0.07329257144066302,0.04151868555532849,-0.005776243242232695,-0.036473120373228314,0.02396362687582555,-0.023644505018449346,0.00231526814725088,-0.0642956153627323,0.032462042583071664,-0.015035030475777127,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9964236708955914
CC_pH9_2,-0.07639334468413952,0.05590934498640506,-0.006664339976142281,-0.046221412196755414,0.030290991884210833,-0.013499687098614543,0.0021609169374341543,-0.07626845903856601,0.03034847038271635,-0.017919943578865213,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9996501428774356
DF_pH4_0,-0.04901899395753508,-0.018147547483120276,-0.00570989355444908,-0.07174830620541521,0.0312624484187235,-0.014562462782082354,-0.00934911259814449,0.0666989444811707,0.03195792517098396,-0.07964045270305611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
DF_pH4_1,-0.0638468138711608,-0.016237728527706604,-0.004028354219120483,-0.07283289097735415,0.025417940838505387,-0.01852997889337332,-0.010923019001341383,0.06407510815755181,0.035085142705103635,-0.056436858891468995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0004845233155374915
DF_pH4_2,-0.04652057559755831,-0.03506483743696109,0.003661155051187328,-0.07645263906406319,0.03328305630256301,-0.017975864902786586,-0.00511634643311086,0.061386510438245286,0.03735533240696659,-0.07281324154980805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.001874459798070219
DF_pH5_0,-0.0550238325090512,-0.000938095212306667,0.0008738808301479925,-0.08168393335588602,0.024817340830745892,-0.010867886504401332,-0.003685847439843677,0.06729297285818535,0.03383328380630069,-0.05534479529313418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.05114127579932972
DF_pH5_1,-0.04358154242777306,-0.01709293116531943,0.004333552698726238,-0.07583567817088055,0.020858649622810928,-0.01367640820372364,-0.007691330166290635,0.05950281904119513,0.031388755819719776,-0.08760514459694212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.02446646428818786
DF_pH5_2,-0.05550653651518666,-0.012000391376407255,-0.0026042290485423537,-0.06127215351099553,0.026223551362105045,-0.016044978405470433,-0.014520822376336742,0.05904335041408952,0.03033075882364874,-0.06902110729204573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.039343210450552515
DF_pH6_0,-0.11525527841694977,0.06713486909542396,0.0015782515413087373,-0.07183722355929406,0.024537586718797688,-0.01195514533830726,-0.006874114824054034,0.13419738168625722,0.025497852665898595,0.06176125378874333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.16172687662413934
DF_pH6_1,-0.1402301053994376,0.05229412133441023,0.0035016408724629342,-0.09217776622461235,0.038743760776908526,-0.03217979355836692,-0.036219933416856386,0.11998954503108629,0.03358837174980537,0.07223881398692081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.20214567479932488
DF_pH6_2,-0.14124238211823548,0.04998059969395399,-0.005336264653698257,-0.08877824617306822,0.032732371982672946,-0.03244083717303431,-0.023025259242757504,0.11697224739777005,0.030650846852880456,0.09116707382318766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.19208393008372077
DF_pH7_0,-0.172372726848268,0.06341155839841003,-0.0043229125828846615,-0.1032490903398265,0.044380754570922124,-0.03708543652101704,-0.04770032956710328,0.07976991314278994,0.04974852752426396,0.05097859845861145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4761566893788473
DF_pH7_1,-0.16847752531585486,0.06651888884442009,-0.005598500882801803,-0.1092574667379908,0.05391535226417626,-0.05191782304126284,-0.042757707158832446,0.07760618919263713,0.04411219820866117,0.05567239243213251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.48226683949395216
