Experiments,BA_OD<--AC_OD,BA_OD<--BA_OD,BA_OD<--BC_OD,BA_OD<--BL_OD,BA_OD<--BT_OD,BA_OD<--BV_OD,BA_OD<--CC_OD,BA_OD<--DF_OD,BA_OD<--parc+_OD,BA_OD<--pH,AC_OD,BA_OD,BC_OD,BL_OD,BT_OD,BV_OD,CC_OD,DF_OD,wt_OD,delarc_OD,parc-_OD,parc+_OD,pH
parc+_pH7_2,-0.05371719062814245,-0.09163652199441973,0.004965772136397984,-0.012599923170131182,0.026437812152764063,-0.00891483141757224,-0.004991304361787829,0.025732099755626653,-0.07186655105699015,0.028566740148741263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5469120935714209
parc+_pH8_0,-0.044934359588862764,-0.06416517373822304,0.0034464918660080932,-0.015038304222828666,0.018307131489981775,-0.008184099045136702,-0.00450978942377412,0.01449529733670794,-0.07148576168019485,0.014044661524341157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8455353071301549
parc+_pH8_1,-0.07621769869943028,-0.04944688887699791,0.003066165336286243,-0.017945890794305693,0.026371140228179484,-0.01208737651857993,-0.0058757330995538965,0.02346698056015632,-0.07438381204381583,0.025029210910686973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8378107178569503
parc+_pH8_2,-0.06464650018140673,-0.07409327331201537,0.0035757652653948106,-0.012029580626960683,0.02682207481611682,-0.01193703495370953,-0.0038381010982329435,0.012906408721338148,-0.05581340359685861,0.021029739476254448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8442380625189879
parc+_pH9_0,-0.050394415341155685,-0.07296094130886636,0.004524697620907554,-0.015134106627462996,0.021570676944987932,-0.009277022462338212,-0.0032423533013333458,0.01840186532586813,-0.07215101160432981,0.02063870775634828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.003926186226973
parc+_pH9_1,-0.06685619739086732,-0.08420306042808552,0.0033586667947795084,-0.0134599244489294,0.02345340034236079,-0.010385978050206022,-0.003035418754848449,0.03034309026177811,-0.07013981794290568,0.03290133661954948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9964236708955914
parc+_pH9_2,-0.06505602754733485,-0.077151429420742,0.0010562251872666497,-0.01358856076212681,0.01850324318541781,-0.009777735499260221,-0.002270571079267108,0.018141332846944747,-0.062105300648380886,0.03422492512299315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9996501428774356
AC_pH4_0,0.03815316065417036,-0.16157287070851603,0.0071597231203771134,-0.02094766726474399,0.029614827959271874,-0.015038387441764708,-0.003700525643223008,0.027827829873270312,0.05001714207879876,-0.10953713157416686,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
AC_pH4_1,0.03817645896307152,-0.139452547027689,0.003063000772634275,-0.01517176792916396,0.027345828312732603,-0.01842044078461502,-0.0042300705384949,0.035657594033071525,0.04318853603352022,-0.12818049467857118,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004845233155374915
AC_pH4_2,0.025609357422622648,-0.1305263666808605,0.007539238102086211,-0.01882140234922585,0.029798955686552376,-0.0169887807228319,-0.004090328314544064,0.021191316325541422,0.04357757560584856,-0.1153134679413684,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001874459798070219
AC_pH5_0,0.029931029405282892,-0.17298370436481808,0.003397474978928976,-0.015552418432805849,0.03477429029734238,-0.026344104539602994,-0.0034084292290651264,0.03059570508158725,0.05966125080119009,-0.09809499723593826,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05114127579932972
AC_pH5_1,0.03448650223162512,-0.15450133703568056,0.0044378694786649684,-0.01860333271810542,0.024846572535031516,-0.019817951971098136,-0.00984059389761609,0.035775927581378944,0.04079823994118235,-0.09560579615928555,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02446646428818786
AC_pH5_2,0.040976280465560115,-0.17124904268461727,0.003244903917707824,-0.016573504766692285,0.036344780857958225,-0.021493438581895567,1.5301158570724657e-05,0.022168749122192025,0.0484683789126575,-0.09992630860160873,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039343210450552515
AC_pH6_0,0.04281559080695328,-0.2814705972000957,0.006559490691060601,-0.019096901187592226,0.03853339043891301,-0.022163936629405485,-0.0035656325292328125,0.03438898285688914,0.05798873632984317,-0.012013023110997419,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16172687662413934
AC_pH6_1,0.05000375840731938,-0.3173339856318807,0.0063843950839794165,-0.020779164160561307,0.040925325049978235,-0.024232682469098467,-0.002565382612950129,0.04542325024776485,0.05311963453726924,0.011030952292292014,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20214567479932488
AC_pH6_2,0.04942585235785533,-0.303642758226589,0.005955937274772184,-0.026018745182486983,0.043491921798204596,-0.024920337989764365,-0.004257481895873084,0.04316145298192682,0.05755835555493832,0.0012219040929947202,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19208393008372077
AC_pH7_0,0.05823748100548983,-0.4002784655194568,0.004703298342292718,-0.03679950049147009,0.040196227115457464,-0.024494646552788168,-0.009630076663325654,0.0481588781139125,0.0649550046261562,0.0969278971656509,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4761566893788473
AC_pH7_1,0.061313368613305316,-0.39993906705437793,0.002328485860286848,-0.03788618168834112,0.04292856925693543,-0.028282101772239675,-0.013417287135253784,0.05302958013570828,0.06639435424995811,0.09550637677959772,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48226683949395216
AC_pH7_2,0.06730691367193412,-0.4126302951331373,0.0026039440184831594,-0.038748428976244254,0.0459709172922632,-0.03110500462677167,-0.009532682468871715,0.07147337507051621,0.06992100212399077,0.07671636006916345,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4811025384560845
AC_pH8_0,0.06408546370008718,-0.4265772401249927,0.0013562532903059657,-0.041151352809013234,0.04312001318306379,-0.031994614116847515,-0.011747695508048592,0.050137655732586335,0.08588937548434605,0.10885824223170461,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6161936979692529
AC_pH8_1,0.06643823892930929,-0.42106239336178364,0.0031483982171377394,-0.02876451259640896,0.04196845648081406,-0.027291060329779335,-0.009850191646458017,0.05338390115405554,0.06633106403052808,0.09767419968691209,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6417698578516113
AC_pH8_2,0.06647887882736069,-0.42892201411983244,0.0020663748284720828,-0.03502934699392189,0.05308739091553117,-0.02939681203711941,-0.01018535188034825,0.057149378816070774,0.0720823142491281,0.0946452883558105,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6440713470669853
AC_pH9_0,0.07511718504130842,-0.420379906643344,0.0037168860888999455,-0.03332727477926274,0.047626872927598325,-0.026421798846643908,-0.012968016851531417,0.050606022516832404,0.07249280046023751,0.08551333115719582,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7292859280132171
AC_pH9_1,0.07317265998329159,-0.44591400148428006,0.003431308658226672,-0.034657443556934606,0.05942378835185714,-0.029190897511561283,-0.00955715949120729,0.054433282434778366,0.06912504569343901,0.10170951812649552,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7412574926289346
AC_pH9_2,0.07559867715705995,-0.43892517985614105,0.0038818084489068224,-0.030868076621352332,0.055815775328032335,-0.02576450408557835,-0.012940171510790998,0.0555683179612717,0.06717706507719731,0.09243238956141085,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.747526246417331
BA_pH4_0,-0.128408518485401,0.14095866984971195,0.0117555975622457,-0.030336695630913197,0.029064133740637606,-0.014840389252842775,-0.01567310479591074,0.022451405802984607,0.04742371224271863,-0.20808363710246663,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016139574737368786
BA_pH4_1,-0.10134841264751943,0.13701188074424864,0.01271162025225551,-0.02747936637910163,0.029091209590273066,-0.018758423826454772,-0.014659241756181355,0.018553217463195323,0.04014639652293662,-0.21873869243280386,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00048452299554619434
BA_pH4_2,-0.12183432161727026,0.13705898943073724,0.008461409734319088,-0.029655735064297913,0.034684292768006754,-0.01792060860959084,-0.01717549568204128,0.022564303112094813,0.049553741488767726,-0.20783250089329872,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018744598294293093
BA_pH5_0,-0.12095217042886042,0.1503446697233164,0.006668731967878078,-0.027254861874262914,0.040606439014815754,-0.024372266100152678,-0.022606685229617614,0.03750221155745828,0.04351795592142837,-0.1774251852370798,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0511412745403946
BA_pH5_1,-0.12378260395854061,0.14522702045657715,0.014877504015584355,-0.029432547899044082,0.030862913684838497,-0.016646170783787963,-0.017616465234238172,0.025485169165160332,0.04159537231873558,-0.19032343128291154,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024466462930343342
BA_pH5_2,-0.11104319753044326,0.14162061031502873,0.007372090303055615,-0.027981492290678228,0.038065149461769546,-0.02332735999608817,-0.020141530977157155,0.03549894818145296,0.03609018623100027,-0.18122713680419583,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03934321135483189
BA_pH6_0,-0.1751663643129818,0.28739096771196837,0.028032887629030844,-0.04606895998120308,0.059683215828693424,-0.025826649860195495,-0.03156896438044697,0.08784148704908464,0.08108075351494809,0.07091999131700265,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16172687666300212
BA_pH6_1,-0.22845241797278112,0.30427759698146717,0.023986174733904398,-0.04592689193218299,0.06388146618624094,-0.02682484797080574,-0.02965961304938663,0.0871253833644416,0.0877235546562335,0.1335562489894421,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20214567404454245
BA_pH6_2,-0.22484994566068045,0.3001808105465836,0.025528416563959214,-0.049563831202685836,0.06026960293964848,-0.01892153144125705,-0.022876064470442745,0.09009235024047287,0.08875665410867203,0.12095956614160025,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19208393160174653
BA_pH7_0,-0.32159503431909753,0.29256758240901903,0.019261934444632214,-0.06759909460968946,0.10117636090306484,-0.04376901148292034,-0.06238558167996615,0.11271997357192248,0.09432890108422093,0.16687255095609507,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47615668850189524
BA_pH7_1,-0.3247623654705998,0.2911856270816339,0.012565123524678782,-0.057402716147024996,0.10384791829987716,-0.04655431595266513,-0.05833979243493598,0.10059123805845561,0.09741475796084043,0.16972099549420505,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48226683981394347
BA_pH7_2,-0.31427636177481516,0.2907546028502933,0.013069118231372981,-0.05847012825553185,0.09593102063983676,-0.04257284891346227,-0.05601977160038506,0.1012995236107836,0.09751585795179656,0.16166661164844806,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48110253833913064
BA_pH8_0,-0.33435612998173925,0.2621260531036102,0.012580381173478516,-0.06362292424006306,0.08748501141110189,-0.04597022644770533,-0.06323862871236129,0.10440803649146924,0.09087467383755288,0.10951689628479276,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6161936980952847
BA_pH8_1,-0.3472729643231824,0.25212154235933776,0.011304474404162688,-0.049276458640461394,0.08689103711477439,-0.04690731341505179,-0.06361236439450926,0.0984696152571427,0.08718250877993262,0.11617749986765177,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6417698583743298
BA_pH8_2,-0.34346058894515685,0.2531017308714597,0.009266666608012245,-0.05876021384787948,0.09923364235331186,-0.04632788423772737,-0.06293924136735175,0.0957835919191332,0.08587294218008934,0.11198150299003591,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64407134594908
BA_pH9_0,-0.36171315344455457,0.23978389499142122,0.004800815000806169,-0.04777372963078642,0.08493891093394028,-0.045680258180946114,-0.05549240746494868,0.09302599125744207,0.09461692008230348,0.08818267425603195,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7292859295671521
BA_pH9_1,-0.35910054263375374,0.23205951469990874,0.0073309747008201784,-0.04734633395610296,0.08536936287403753,-0.04908195133442463,-0.0626929713388824,0.09060999263401916,0.09465286975483532,0.09496969935767673,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.741257491587475
BA_pH9_2,-0.3624489540825395,0.23330560593339414,0.005433460114442781,-0.052185267521797286,0.08201120880067995,-0.04247885521258349,-0.051387370380208554,0.08953957865095656,0.09250774738743253,0.08684450272389727,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74752624576109
BC_pH4_0,-0.04736626152354091,-0.07854824745460699,-0.003965480920413268,-0.01654124878184951,0.02685116633772851,-0.01768669756291353,-0.004032245909228272,0.02911880991057209,0.03857739814921566,-0.08443109273424616,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
BC_pH4_1,-0.052957529311432786,-0.07063743535105302,-0.003101374124703202,-0.016824293619264723,0.01659129091417012,-0.01350461192995958,-0.003848520923081948,0.021438727889048017,0.024034601969077533,-0.05921475828260831,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004845233155374915
BC_pH4_2,-0.06835281206132925,-0.08258826995268465,-0.003122527307790257,-0.009860698965418595,0.0348283909374605,-0.013722177326841199,-0.0019071156458686247,0.03208324593856283,0.04416128293408649,-0.08954322114100924,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001874459798070219
BC_pH5_0,-0.05236217650868322,-0.09776767385394676,-0.0033567750696902672,-0.008740110871098612,0.02374168280026187,-0.00970869834251378,-0.00587691404492311,0.021826815382456007,0.021536554893397765,-0.04731660785153509,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05114127579932972
BC_pH5_1,-0.0716105574466612,-0.06978004074857933,-0.003520517829481676,-0.014340366538937973,0.02108088841337873,-0.010582978371530773,-0.0023075823542540487,0.02382440378889441,0.025908818383417694,-0.05669596677969979,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02446646428818786
BC_pH5_2,-0.049951592323410766,-0.10331925765165817,-0.003709327035947987,-0.01978203249366387,0.023865846755873898,-0.012138671994047324,-0.003535022920240527,0.025030257440293614,0.03449966879237606,-0.04898376771856262,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039343210450552515
