Experiments,pH<--AC_OD,pH<--BA_OD,pH<--BC_OD,pH<--BL_OD,pH<--BT_OD,pH<--BV_OD,pH<--CC_OD,pH<--DF_OD,pH<--parc+_OD,pH<--pH,AC_OD,BA_OD,BC_OD,BL_OD,BT_OD,BV_OD,CC_OD,DF_OD,wt_OD,delarc_OD,parc-_OD,parc+_OD,pH
BC_pH8_0,0.07375037003956411,-0.06511242115060273,-0.07749641931737243,0.030377610945345274,0.02299591926371922,0.03200662205562645,0.07685478275398842,0.02158869918192858,-0.0013859706558287087,0.34406704229910084,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6161936979692529
BC_pH8_1,0.08484189014557914,-0.06839652663663678,-0.07587256412143292,0.03227838035348965,0.009126160659867774,0.043300927719506256,0.0702040401748989,0.019657376816739215,0.0007315537430669958,0.36039250695268105,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6417698578516113
BC_pH8_2,0.07045617292108744,-0.06262882691038692,-0.07495507712273494,0.031766056872742324,0.011734049781023161,0.028250542316261843,0.07368632697945704,0.028400160761793018,1.2825732321842182e-05,0.37121688219759114,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6440713470669853
BC_pH9_0,0.09245969160500428,-0.07508815844259831,-0.07260001811968245,0.03547872513613622,0.010276970051876878,0.04221672405853221,0.07257573310852701,0.013820117984938887,-0.003587413958233324,0.42734567284098135,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7292859280132171
BC_pH9_1,0.0681129795555835,-0.06886377078035602,-0.07148396288571149,0.03209063690155745,0.015555908487218894,0.03949402366481398,0.07179362409464693,0.023769339690713785,-0.001082472429489316,0.4429035227737673,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7412574926289346
BC_pH9_2,0.08176982287965394,-0.08445249098069643,-0.07227427671784942,0.035388911315442424,0.013854973585061403,0.04497502997922509,0.07458904255667456,0.01151295179177238,0.0006403550999644119,0.4512037264401822,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.747526246417331
BL_pH4_0,0.03263237222543229,-0.03551574983431593,0.00967544416613553,-0.024336206342862998,0.005713237575052874,0.01771142196477107,0.025789993095981043,-0.014846162225079274,-0.00338728827140902,-0.3558115944565962,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
BL_pH4_1,0.03474066944144991,-0.03531215378366736,0.008482404331798133,-0.024412365445624223,0.00663273809801625,0.01750280498243545,0.031723214657572316,-0.024972781798113942,-0.0019059814796175622,-0.35381607931917125,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004845233155374915
BL_pH4_2,0.024038947349333258,-0.0361198927640267,0.008218574873779133,-0.02403637841829787,0.0027679032411264343,0.02215608788087316,0.03190675527019347,-0.012393641671894686,-0.0015882496357612014,-0.3556007972173393,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001874459798070219
BL_pH5_0,0.039091208684865555,-0.03711463269818088,0.002251109719762333,-0.027374514109738495,0.0008218353606112671,0.018360923636380744,0.03896429453126115,-0.01642078620827068,-0.014595199191699852,-0.3143215581143032,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05114127579932972
BL_pH5_1,0.035777681601922164,-0.0409150677660237,0.004100709083773515,-0.020452936484437922,0.0005509931043438303,0.018399345707148317,0.0434299561770066,-0.02718637234004942,-0.003910905918025459,-0.33190287029370663,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02446646428818786
BL_pH5_2,0.03860580276130983,-0.02848616212282492,0.009889488152187804,-0.020887107175329465,0.0020093732205745973,0.018114291321000335,0.030073151382739142,-0.03450487843026285,-0.0035919338027420285,-0.32069975541499646,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039343210450552515
BL_pH6_0,0.04843639116005405,-0.0613938002029191,0.004039658546933666,-0.02323175614294799,0.00556163584975445,0.015925277209152346,0.03607459850771272,-0.015001996329621119,-0.03641976071278686,-0.16900905937037386,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16172687662413934
BL_pH6_1,0.04688089275651653,-0.03858068502467611,0.0051647799243421675,-0.018894483932982327,0.025785627055751232,0.016575311166436783,0.026089878274208837,-0.016056043771298042,-0.037320976090496,-0.12692980367204418,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20214567479932488
BL_pH6_2,0.0444348705009274,-0.02892878945997875,-0.006565336142059256,-0.0273146556172034,0.015852610703719697,0.01453268568719859,0.02423246830782813,-0.005802116941498671,-0.0353655865172977,-0.1322953843001438,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19208393008372077
BL_pH7_0,0.06009882727232964,-0.012692451980774825,0.019194690849146108,-0.11112933400208533,0.0348943001922706,0.0327599589397078,0.050341078814766994,-0.004776449518521192,-0.029685270788714933,0.13855496624808603,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4761566893788473
BL_pH7_1,0.07752803460816324,-0.023624134688111753,0.0021290601976215943,-0.11000223972875137,0.040699292809257034,0.037088971409298795,0.0504948581536503,0.003800321086917242,-0.03380453597997194,0.14827976091967332,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48226683949395216
BL_pH7_2,0.06827950317898523,-0.029093945867827403,0.003345483557685559,-0.11582769613551058,0.04084548088600454,0.03533392917202867,0.054476928312493414,0.005291086539788088,-0.026224525723930293,0.15329902233312961,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4811025384560845
BL_pH8_0,0.08252682097904061,-0.019429124977601603,0.013963278249392053,-0.08360180390917739,0.027162103912104718,0.050417931475069205,0.07056026330460674,0.01230578729072991,-0.025187993175147663,0.33737566736810237,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6161936979692529
BL_pH8_1,0.08104684372149083,-0.03319443592720707,0.01519285663638425,-0.08255416073714912,0.021159938365706933,0.046164010853871056,0.07096394615814738,0.028594859532364042,-0.022626677681894393,0.35893627203757994,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6417698578516113
BL_pH8_2,0.07942954741418365,-0.028654852908752537,0.015093755869437822,-0.0832812503757684,0.02864150677767135,0.042878523938681766,0.07091202453102755,0.010719657799471972,-0.016267275294369974,0.365795391931644,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6440713470669853
BL_pH9_0,0.09697718141762461,-0.05810269635089714,0.01705643289520041,-0.07984078059215911,0.017061884937726934,0.04707427182113348,0.07531940096422382,0.019431038750740495,-0.014316258168900784,0.41814869005314037,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7292859280132171
BL_pH9_1,0.07845972980089166,-0.05670773051598149,0.03134019557872544,-0.08549349887377541,0.021961249865429563,0.04476254088966094,0.07206997003973177,0.010087486391320193,-0.014777146259565716,0.44460558775731385,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7412574926289346
BL_pH9_2,0.08244497292391632,-0.048367714023460504,0.01777572237279105,-0.0833209477915712,0.02005466973328073,0.04503542905835355,0.07088800767112685,0.019803362621561342,-0.014679822315988342,0.44060145865477945,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.747526246417331
BT_pH4_0,0.019288029401036712,-0.025990743492932435,0.003928697024188613,0.011347452404544408,-0.03906815325598354,0.011534969857691419,0.031370676669251654,-0.004553201407518073,-0.006391158068309662,-0.36063745285424853,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
BT_pH4_1,0.025808256299275432,-0.03918611600590141,-5.14266121646653e-05,0.016507988310540508,-0.03932942913602228,0.0037487713061273064,0.025303747349459182,0.004205506545208074,-0.00373203370882117,-0.35082539341533964,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004845233155374915
BT_pH4_2,0.02168926280963681,-0.03778820067077227,0.0034525263252789557,0.01658934409689645,-0.04410669432386108,0.008533739105838796,0.03192044178509841,0.005861167518988909,-0.005487360018103023,-0.3571408916548218,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001874459798070219
BT_pH5_0,0.03301647832860116,-0.05771429696727706,0.005310168087320491,0.004679028113251147,-0.046411662655680065,0.015682072330104272,0.03666539089349301,0.006868876011475276,-0.009080806209341334,-0.316562440291695,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05114127579932972
BT_pH5_1,0.025420190112908254,-0.03860715501334358,-8.410695049425486e-05,0.012386584623676285,-0.041317512519333674,0.014100849707813367,0.03732464571361958,-0.007761890179599106,-0.006769581514856088,-0.3366468957139421,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02446646428818786
BT_pH5_2,0.03148898124451871,-0.045678007683676226,0.005456171238228034,0.008061283718308675,-0.04205116596720789,0.00838631973318432,0.02747709737685711,0.0010671592228438582,-0.001712166739060823,-0.32695372485110286,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039343210450552515
BT_pH6_0,0.057756734061176374,-0.078017891296388,-0.00035046684110293433,0.02151809501745131,-0.030575622057785155,0.018583531848600385,0.044227872544332685,-0.011796151330775544,-0.03406726427700209,-0.16138375126473284,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16172687662413934
BT_pH6_1,0.06256014991146715,-0.07738790198350731,-0.008760245188098885,0.022257731909985132,-0.04604868447084143,0.014633849894061048,0.04425964869396844,-0.013997721063054113,-0.0450503256989886,-0.15240722685728383,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20214567479932488
BT_pH6_2,0.0586988452133601,-0.0710992443172828,-0.009158440300303957,0.023479256263893578,-0.045418877264727715,0.017503481780219342,0.03850964092932966,-0.012723453815054638,-0.03869027808956477,-0.14982167689372664,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19208393008372077
BT_pH7_0,0.0689617890694543,-0.0698605200081416,0.002723257528698966,0.042982488869001044,-0.1356913236949755,0.03764189159740571,0.06866577912445948,-0.01628473203791224,-0.034602327244761186,0.14272757502110753,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4761566893788473
BT_pH7_1,0.06322984216167878,-0.06443431125143946,0.006351675174158562,0.04255919912587042,-0.1341848000511527,0.03435889516754642,0.06592764702099173,-0.007033846141851463,-0.033483729324425046,0.1485021166471035,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48226683949395216
BT_pH7_2,0.06697385810963487,-0.06310576315240367,0.008517546246395162,0.047216159383077994,-0.1334196926653385,0.03554401804895506,0.0597984409996349,-0.008184959360438842,-0.03995693550080709,0.14567589194392383,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4811025384560845
BT_pH8_0,0.07377212555512137,-0.049215823262929934,0.002656899061377939,0.037161052349306965,-0.09583323922818121,0.037866839930901064,0.07211201186413352,0.0030113616869177446,-0.024861993660097538,0.3480088584724328,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6161936979692529
BT_pH8_1,0.07109968829900026,-0.05801381929656088,0.018407695775284713,0.03889019442236296,-0.08825371570237305,0.04423818027438676,0.06908359203973542,0.0013714915724552198,-0.023290326764564145,0.37022978509978766,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6417698578516113
BT_pH8_2,0.07997681347248348,-0.05879358833250791,0.015438565926869274,0.03350154288599027,-0.09000056878542124,0.04167310534126085,0.07754651730151281,-0.002025465843794134,-0.020300631199194036,0.3698258893167519,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6440713470669853
BT_pH9_0,0.0732229686528444,-0.07423960568950226,0.015713732370539853,0.03874579073699273,-0.08089736606277852,0.03785945240246213,0.07217343817748453,0.008607844037368256,-0.017098450000681303,0.4504982634690469,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7292859280132171
BT_pH9_1,0.07349081687305285,-0.06579552100566417,0.019555053409674894,0.03602986914146205,-0.08127419694286327,0.03729644159583944,0.06810435635078212,0.001138818668930444,-0.020021477437213706,0.4638857318104609,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7412574926289346
BT_pH9_2,0.07206718798726798,-0.06720684833824635,0.016541761500841884,0.03510551055731331,-0.08109437871724368,0.03711982404165295,0.07491404208071205,0.007156632120680558,-0.017204388443218623,0.4591081309213262,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.747526246417331
BV_pH4_0,0.03562606508884092,-0.04682630669163621,-0.0004953054557351961,0.01514634409919381,0.004146493138016565,-0.042157311444373236,0.02951743098461759,0.007507752279710512,-0.0051669115710841545,-0.3574073769063081,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
BV_pH4_1,0.028574092607621265,-0.040961648312437815,0.0017068826237126584,0.018993476122293785,0.004472115385629562,-0.04283646423693584,0.025786779077480677,0.01214190811971608,-0.009290465293857067,-0.35892800020134963,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004845233155374915
BV_pH4_2,0.03191512853878995,-0.04720726898344963,-0.003950170482630319,0.012599530930266434,0.008624174006931159,-0.0434249922098673,0.03388796000781914,0.005678249468783974,-0.000747005937863952,-0.35787076112611776,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001874459798070219
BV_pH5_0,0.03661768953356408,-0.06145669401582815,0.001930768121357849,0.009748707059770828,0.0014769894815981404,-0.04494505902023419,0.03815630083984655,0.005689984653145078,-0.00961635758452441,-0.3102324700574188,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05114127579932972
BV_pH5_1,0.02575602355048709,-0.050959417424772085,-0.0002445500611287125,0.020747344542456716,0.004183718302165687,-0.04343587392536195,0.025146855123988954,0.007863584603790361,-0.001404245223688044,-0.34168386839735126,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02446646428818786
BV_pH5_2,0.03803188025708434,-0.060799762968621836,0.0004619289092395584,0.017765689902817426,0.0009502051778785554,-0.044064435131199974,0.03908316037091225,0.00544913043551471,-0.006035029256473414,-0.3329380673793671,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039343210450552515
BV_pH6_0,0.04993551420452803,-0.059409771317859066,0.008791813213864104,0.011470498787644117,0.0034394223696511774,-0.031746085347688704,0.03665530660635104,-0.0005653110494756218,-0.029600165839428486,-0.15120297823830142,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16172687662413934
BV_pH6_1,0.04834817856550218,-0.047239479636368535,0.006735139391992401,0.005737996851296531,0.000921257790987907,-0.03212328661881063,0.03452380453681818,0.010731103747435234,-0.029341690110285645,-0.11541646317295406,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20214567479932488
BV_pH6_2,0.05481915941947828,-0.06132816447835901,0.0008847694495773834,0.005256105096929751,0.003951410720853703,-0.03264430866293285,0.03619813114404679,0.024495750975025737,-0.02938297964227588,-0.1391777911685083,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19208393008372077
BV_pH7_0,0.09831955678841986,-0.04075991921045859,0.010145385691329193,0.02993061871146378,0.02039599587250016,-0.10572106117787569,0.07577750878165597,0.013306914836816161,-0.007383295074105262,0.1537562066397589,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4761566893788473
BV_pH7_1,0.09784245986653413,-0.04666077658857989,0.014787033281248547,0.0293163135688266,0.021854968093659572,-0.10703958737461462,0.07181278082825568,0.013451487829341835,-0.010233549387396674,0.17260220148398173,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48226683949395216
BV_pH7_2,0.10094502736206935,-0.05562164404793927,0.01860937669711268,0.029270659636544148,0.015437609266651713,-0.10825699652180729,0.07476135964140944,0.02229017229669769,-0.010219681235435206,0.16861832509546176,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4811025384560845
BV_pH8_0,0.09688761638558427,-0.04618109416540547,0.02142621284998631,0.03330324363935253,0.016130694527502945,-0.09529620135283987,0.07655474357630895,0.014710357362485445,0.0012195557363979114,0.3298855620387779,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6161936979692529
BV_pH8_1,0.09322461863412804,-0.04861785547159937,0.021591273711427404,0.036733975617781925,0.014662056305324259,-0.09385000948672709,0.07380411401876935,0.014453855098589609,0.0012723239211608593,0.35572513946939427,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6417698578516113
BV_pH8_2,0.0897519049234688,-0.054016029473556104,0.019702035825213668,0.032502267572866825,0.016782257687300444,-0.09401876360177994,0.08159978351920195,0.02224446340261593,-0.0005726663533436177,0.35685648410216625,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6440713470669853
BV_pH9_0,0.10694279118157604,-0.060957815466529654,0.02165654258073672,0.033534409960164976,0.005492759645795041,-0.09026895219541116,0.07165056592744329,0.01301296176631814,0.011019894323595205,0.42187097131396106,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7292859280132171
BV_pH9_1,0.09185755293735347,-0.054472537588166156,0.019201037346830825,0.033714107562504404,0.014854473534809499,-0.08836966636874101,0.06932413691006925,0.014705412361932835,0.008115685088964911,0.43371106654810515,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7412574926289346
BV_pH9_2,0.09703436826882159,-0.07379523107701025,0.03333512739156898,0.03794997125216154,0.01708982738139837,-0.08927474632373322,0.07297575846233448,0.003071591079073102,0.009492287758089924,0.4395851637900848,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.747526246417331
CC_pH4_0,0.03947576002420292,-0.0489625231694916,0.006621119073065729,0.012776900887813266,-0.0005707309702816204,0.0073791593126952635,-0.060584383984298794,0.009736069888686362,-0.0008513846969150952,-0.31583814952198574,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0032572508755295392
CC_pH4_1,0.03286074915900828,-0.03730191134807208,0.00033514629077652583,0.014483704578293405,0.00439385081438915,0.010834473642804054,-0.06394848643275704,0.009955175719021459,0.0023805889795007903,-0.32641674175372587,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.004437627208196163
CC_pH4_2,0.035686984935208506,-0.04668426274362466,0.006154663060670318,0.013997372452007691,0.004076438869309167,0.016288328586227224,-0.05839822682349578,0.010400571655482057,-0.0016962914225523876,-0.3310770227897751,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0011803763326671925
CC_pH5_0,0.05096098523667974,-0.06652364215206194,0.004650314287484985,0.018126379249860415,0.0041756146182508605,0.015563702873237759,-0.06609058323842674,0.00786856971033242,-0.005269801253047974,-0.25240502226773814,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.08114687964645667
CC_pH5_1,0.045940524860406715,-0.08029603189424325,0.008062637090359046,0.015978220721463796,0.0021011612580522283,0.015479503603571141,-0.06567028888541722,0.023065924582921945,-0.011715599196436615,-0.23094045985409098,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.11230826956373989
CC_pH5_2,0.05153585350464866,-0.07450992412865164,0.012635004963401869,0.016331825807042746,0.0038089554530123,0.021186115361912106,-0.06749626334756612,0.005171595295162305,-0.008159480990599032,-0.24686853400472072,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.09911694942295314
CC_pH6_0,0.06641899649782675,-0.046408926774140276,0.010451701194371867,-0.0038929282161204613,0.02971316173834645,0.027506047454055237,-0.08983351528806531,0.023185953315671366,-0.005653574362235225,-0.05549825361484418,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2884225051673924
CC_pH6_1,0.06563848483335713,-0.03984928542100217,0.0052468733481415,-0.003624492537068282,0.01736508549555488,0.024969156156091583,-0.09632828488298084,0.03401435981950034,-0.0011881426357380717,-0.05131086930389639,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29127362738877827
CC_pH6_2,0.06924514700051235,-0.042780247441614454,0.004528519755796249,-0.003189317839949021,0.024941439834301887,0.02125004677506892,-0.09575180117850719,0.02287792340568874,-0.0004435903854344148,-0.04739416774929218,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2957269459022493
CC_pH7_0,0.11150784349069001,-0.03473629871464295,0.019887947952779733,0.025587436308193476,0.015517703832491587,0.04259099833829246,-0.16010742632591207,0.010348707532267201,0.008186454981079573,0.2704778219378837,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5922068579302491
CC_pH7_1,0.11679631505647434,-0.044244315691454254,0.02647512806336517,0.0166364112974185,0.01891382249153178,0.0447597731973814,-0.16402301180945794,0.023613139718123115,0.004188486460758295,0.2275515523342334,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5480973412378645
CC_pH7_2,0.12161939729652982,-0.05531475909621171,0.018792584109241554,0.021875152278529576,0.02040537032825144,0.044693282110535575,-0.16345295786533665,0.02305964789636757,0.006592941408895927,0.2313597602510582,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5469120935714209
CC_pH8_0,0.10723548662889268,-0.06381622140984174,0.016565375473836196,0.028998619907576115,0.010281586685906284,0.034227420442292246,-0.14021498578560096,0.0058063512748998125,0.012971746340070082,0.5167816918011272,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8455353071301549
CC_pH8_1,0.10173221973702307,-0.07617707933825643,0.018499455886852485,0.03331949439142706,0.01326618595453708,0.04362680418416858,-0.13805316424888117,0.007710026140608222,0.009662288487281482,0.5086335324965744,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8378107178569503
CC_pH8_2,0.10583328347086261,-0.0676474314717495,0.0242694334661507,0.027422630215954515,0.012978983621072504,0.04562331234631332,-0.13892221491135978,0.0006122093987853647,0.012861343296649673,0.5046938953014173,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8442380625189879
CC_pH9_0,0.09463383349144587,-0.08346746576302078,0.018825249689752622,0.035721272013109664,0.01546227376665111,0.04424483138662966,-0.13239129378257883,0.016642814758031265,0.012357613090425724,0.6442359879216097,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.003926186226973
CC_pH9_1,0.09347926205591019,-0.0777307868781297,0.01898031041512021,0.03522576523215876,0.013377502390547946,0.04006864727029335,-0.13119168736040596,0.017298152807938005,0.013448595085545726,0.6367099291863649,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9964236708955914
CC_pH9_2,0.09643714721921992,-0.08456927395709181,0.020827229840923916,0.03479680301621558,0.01331719829822364,0.04199823478803687,-0.13290989196494865,0.011768414488305196,0.013059609341232669,0.6477378228995139,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9996501428774356
DF_pH4_0,0.03201397387067909,-0.07792274557620937,0.014108293241942706,-0.014743169195464123,0.004842808145381837,0.015838037023077844,0.03491920411343808,0.000978510970978632,0.005571833911311371,-0.37548811725948167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
DF_pH4_1,0.0290713718412039,-0.08185207716796708,0.011429289887132847,-0.010961360825306693,0.004895992184300786,0.019532456513818196,0.04194159607686426,0.002294155249129174,0.005099942373192834,-0.3814345718887837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0004845233155374915
DF_pH4_2,0.026097105919666925,-0.07984566906710032,0.00807851890021045,-0.017667360798982172,0.006991536731467302,0.016525831880938747,0.0363142258560528,0.0013645869363909228,0.00724745335786238,-0.36437902246237447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.001874459798070219
DF_pH5_0,0.03993549039749347,-0.10320324142342031,0.012867440412873809,-0.02377118879281308,0.004590843736963423,0.01872139357759253,0.045591011347816034,-5.7644622157445394e-05,0.005248536538818612,-0.31772085226667324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.05114127579932972
DF_pH5_1,0.03450288831620761,-0.08803840833108707,0.013134404764227245,-0.017877307703475592,0.002280386670128162,0.012825725543434214,0.03981487719342112,0.0012855904241618958,0.006413964097914489,-0.34997676775993214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.02446646428818786
DF_pH5_2,0.0374946393088802,-0.09938321149219638,0.017012340986858242,-0.014688707296129155,-5.360786681589764e-05,0.021130870301276455,0.039783147783221125,0.0007014185497942173,0.0025526131997289877,-0.34304375900441536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.039343210450552515
DF_pH6_0,0.04551331512225063,-0.1144982712481009,0.01977639615940658,-0.007321463199737274,-0.007797265322474033,0.03150063326096405,0.06278282950348828,0.030326453264316794,-0.004188338740850267,-0.16091911452376972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.16172687662413934
DF_pH6_1,0.04734274390275063,-0.1130510484807841,0.021824263307549385,0.0014826005065570733,-0.009873172758228103,0.028897922448813923,0.06037110029274352,0.019561704376145544,-0.008085790994860547,-0.12519102077850178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.20214567479932488
