Experiments,DF_OD<--AC_OD,DF_OD<--BA_OD,DF_OD<--BC_OD,DF_OD<--BL_OD,DF_OD<--BT_OD,DF_OD<--BV_OD,DF_OD<--CC_OD,DF_OD<--DF_OD,DF_OD<--parc+_OD,DF_OD<--pH,AC_OD,BA_OD,BC_OD,BL_OD,BT_OD,BV_OD,CC_OD,DF_OD,wt_OD,delarc_OD,parc-_OD,parc+_OD,pH
BC_pH9_2,-0.07210078253370264,0.034350969166211456,-0.0004109007379283081,-0.029534538180931765,0.02302315356290859,-0.01636703180878059,-0.012400356829166414,-0.11187950121967688,0.03678962635281293,0.02466800591867903,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.747526246417331
BL_pH4_0,-0.03189708268836788,0.005048684884348642,-0.002062170314400094,0.014187171873839001,0.020035110132201855,-0.0155611843680558,0.0031074637498544606,-0.11323021468584953,0.02824269216021766,-0.031731836146310616,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
BL_pH4_1,-0.028877935247576755,0.01251018995662098,0.0042486179360876905,0.014085760427557903,0.01735827556608812,-0.018295100524049736,-0.0004770636558532718,-0.10708778765214526,0.03422822400927543,-0.05155454553825701,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004845233155374915
BL_pH4_2,-0.03728808179173781,0.006668106596107065,0.0036757007646171925,0.013341326007376544,0.020453355035380177,-0.011458927571125653,-0.0017776249316723456,-0.11457142375409607,0.03012236415691998,-0.033026159234021024,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001874459798070219
BL_pH5_0,-0.028341578758605147,0.009704215463412845,0.0008429409709313638,0.011961626922306803,0.017705567919689674,-0.015605390271090942,-0.007430046903698341,-0.09619537506252525,0.0306406683863505,-0.04714399338902338,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05114127579932972
BL_pH5_1,-0.03729562367434087,0.014725799683643423,0.00023835974704960233,0.01307491427530413,0.014253589614577913,-0.012254943816882117,0.00020927364411561412,-0.09582376725161855,0.026783742221153303,-0.04777270984552477,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02446646428818786
BL_pH5_2,-0.04293159793090561,0.012444741275647413,-0.0025140364630066854,0.012701920108950658,0.02054327211626198,-0.013836537278864693,-0.0014268673146548476,-0.09125409642315427,0.026291392882880956,-0.043879556489055574,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039343210450552515
BL_pH6_0,-0.04801535144772218,0.01237761342007181,0.000745836677758589,0.009219675958156585,0.022014787796398868,-0.020451696782332406,-0.013278931816634927,-0.1270344457661976,0.029491959959268562,0.011069186404347417,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16172687662413934
BL_pH6_1,-0.06539304733924244,0.020353423365108345,0.000691369849702583,0.011440554060365841,0.023040102898426677,-0.01964062965920438,-0.01883726152226977,-0.1291002027512244,0.03521406985657371,0.01837025754963574,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20214567479932488
BL_pH6_2,-0.05954516414714895,0.017090882803110972,-0.007087450325489044,0.010842157544001287,0.0230486558134789,-0.021010716282155204,-0.019784682276456255,-0.12886667191658335,0.03781340960575188,0.02363821542457394,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19208393008372077
BL_pH7_0,-0.07577532643695241,0.050754191504548435,-0.013007235480067523,0.012715345575757651,0.03721884355596874,-0.02542493164215399,-0.018969533555209635,-0.17690611411857868,0.040411967105515624,0.04512142876891985,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4761566893788473
BL_pH7_1,-0.08991661067242207,0.038496503583762956,-0.011332004261405572,0.012762598440698955,0.03435688644323659,-0.02683061937923017,-0.020432371707714125,-0.1538216333609561,0.04126957201115464,0.05158631418062293,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48226683949395216
BL_pH7_2,-0.07801012145760267,0.04734634319725245,-0.007235974753680437,0.012592411812232886,0.03282520630437395,-0.016920460177504502,-0.017724658275104086,-0.16194431923653765,0.029636166016368762,0.03557404092472533,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4811025384560845
BL_pH8_0,-0.08319948062948561,0.0327252124087966,-0.007169128021468287,0.012590567521426987,0.031006298189901776,-0.019792972372277923,-0.02729789531749227,-0.13595117651412017,0.03813795162607794,0.03508925995101099,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6161936979692529
BL_pH8_1,-0.06820535728464953,0.04772479098290206,-0.004534388994393143,0.012316568597503328,0.02460470871756907,-0.024406673143739285,-0.019101981131926828,-0.1499128072951799,0.03373253970366458,0.023921236638789582,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6417698578516113
BL_pH8_2,-0.09053537322775176,0.0373454499633416,-0.006416535835875119,0.012261649357235949,0.019527716558912528,-0.024174220152199274,-0.014814047547786133,-0.13452227145595394,0.03446268606607033,0.04300358282483143,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6440713470669853
BL_pH9_0,-0.0655079810726254,0.04526511913894311,-0.007328003930008933,0.01142523184418678,0.025252952093015542,-0.019255431169724987,-0.01595972333589326,-0.13766709628636423,0.03126867348571186,0.008644902459953141,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7292859280132171
BL_pH9_1,-0.0876695493608713,0.03950372243381064,-0.00827099174261093,0.010867501795291902,0.02705688483041265,-0.027619037453247158,-0.020061046163672987,-0.12977693566809528,0.03949506489155085,0.0326130205490019,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7412574926289346
BL_pH9_2,-0.09276746028629336,0.047985702545746516,-0.012033832680595958,0.010922390462263773,0.03548214884555858,-0.02578441546662994,-0.02497992882424075,-0.1311251311247115,0.04448755096806132,0.023951612017724822,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.747526246417331
BT_pH4_0,-0.03147234326795391,0.009154807374529214,-0.002791196145117284,-0.015324309011516362,-0.00043658203404882683,-0.014051004317791568,-0.004807077226755412,-0.055830415560175546,0.014031509943306444,-0.022334746624464566,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
BT_pH4_1,-0.029354719472644116,0.015895541543545933,-0.004100934843654218,-0.01892510870390612,-0.000436582034048828,-0.012345834861954919,-0.0029254799854496268,-0.05725108122372108,0.021977594557987607,-0.036394751862339356,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004845233155374915
BT_pH4_2,-0.04266004309706065,0.009682147601700348,-0.000984434193891029,-0.017956793130092,-0.00041090073792830853,-0.012328244282499604,-0.007380983427814816,-0.04767101673328359,0.018476899813698683,-0.02262798745185137,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001874459798070219
BT_pH5_0,-0.021597049684952133,0.006807307072955631,-0.00300813995787631,-0.020039548537005545,-0.0007535708987194567,-0.012758660146399686,-0.00745787524658701,-0.050800881889527257,0.021884193436607077,-0.03613713080468386,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05114127579932972
BT_pH5_1,-0.0401752502762753,0.0109694829583168,-0.0042199365438326565,-0.018900862911149213,-0.0003493852848592015,-0.011977504031813664,-0.0018785734847188013,-0.04476357364784116,0.02505709217294403,-0.037622844942885904,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02446646428818786
BT_pH5_2,-0.03077771197518576,-0.004562829543391,0.006500852188986279,-0.01791003874300615,-0.0003495675195818369,-0.008435433868156827,-0.004976645985051343,-0.0446993157559115,0.014090046872911247,-0.0327407105429017,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039343210450552515
BT_pH6_0,-0.042689725860305464,0.01387087786651176,-0.005679998844861986,-0.02657495190591916,-0.00029024234284525334,-0.01514091400996498,-0.010296846006227578,-0.08089691189644131,0.02783466874581316,0.01600268651285897,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16172687662413934
BT_pH6_1,-0.04135377601113008,0.018814725419101504,-0.00735171704026668,-0.027280898068262192,0.0006577543460804472,-0.009983821806052458,-0.012055816342649253,-0.08395693301668636,0.02247818364721278,0.016170933227176255,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20214567479932488
BT_pH6_2,-0.044741258851211996,0.013196766572478022,-0.002977472636038844,-0.024653541968892446,0.001260375808114592,-0.021384247572201746,-0.009667477308084137,-0.08080556985314771,0.02442469140109808,0.021486369345499124,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19208393008372077
BT_pH7_0,-0.058899006483995396,0.020858602768377116,-0.005867148417493571,-0.029528361707925797,-0.0008504252524479569,-0.019648538789023527,-0.0072692167661760195,-0.07247151336430205,0.0246289933440478,0.025185259350615996,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4761566893788473
BT_pH7_1,-0.04991350858269825,0.029952880257497663,-0.012415754733526185,-0.03514182037633399,-0.0007345481670421108,-0.02072870602912229,-0.015943344070211703,-0.08861263971289862,0.025431190333936527,0.0442448937115462,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48226683949395216
BT_pH7_2,-0.058307791821982556,0.033744064264971285,-0.007390668142748916,-0.04017888200347837,-0.0007899545197901517,-0.024568057547768828,-0.01451326081448275,-0.08418796967715025,0.031559178163499936,0.04077198553668415,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4811025384560845
BT_pH8_0,-0.061718688787001624,0.02775413563394028,-0.004094266123745752,-0.033374201558206404,-0.0003389913750731418,-0.019477343656446624,-0.015943856506567936,-0.07237420233857372,0.026360661377725393,0.029345387818048824,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6161936979692529
BT_pH8_1,-0.0619410733198342,0.023632495263996328,-0.004339899106518082,-0.03008852742612362,-0.0003595381456872681,-0.01725472991719194,-0.01848604409267073,-0.06741814201940663,0.027023279323526047,0.025370814037387775,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6417698578516113
BT_pH8_2,-0.05012334868797789,0.039747809351462375,-0.006711557760186818,-0.038353007523261984,-0.00038521944180778855,-0.015461124402025475,-0.0161204467875802,-0.07802665200570356,0.023973672662092292,0.017598509062891423,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6440713470669853
BT_pH9_0,-0.056799300319474666,0.03205423257273176,-0.0034522484923186526,-0.03021078615732815,-0.00038521944180778877,-0.011888155271501648,-0.013565125258072564,-0.07527452526857022,0.018175332743836484,0.017484430170253563,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7292859280132171
BT_pH9_1,-0.04645874084175928,0.030440557680052258,-0.00641979896180008,-0.036882506388684975,-0.0004622633301693452,-0.015556189751495487,-0.016453142603454384,-0.08882243320021939,0.036173276684206467,0.02057988500627487,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7412574926289346
BT_pH9_2,-0.046319240982765734,0.03913462895252134,-0.009492945590096972,-0.0385777344894798,-0.00048794462628986597,-0.015549879790000295,-0.00825309708390547,-0.08467569970566292,0.02747369519070439,0.01288685270625612,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.747526246417331
BV_pH4_0,-0.03160046302430008,0.015956456560803495,-0.004647420003362326,-0.025429166367520458,0.018740660875387817,0.0007672634785589945,-0.006333343626364418,-0.05306319257163485,0.024385006291710812,-0.06263716694129551,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
BV_pH4_1,-0.04152590532341728,0.004812221672871838,-0.0004562318389830386,-0.022280653533728226,0.019150186048253727,0.0007672634785589958,-0.0032740121917880093,-0.06331866690969987,0.0214450011693913,-0.03918056672034056,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004845233155374915
BV_pH4_2,-0.05800043277766394,0.01669548653066158,-0.0005733317719853437,-0.01806764548563439,0.019739593490958215,0.0010230179714119934,-0.007281889231956524,-0.05393665329917618,0.027743163565578672,-0.05120267326417176,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001874459798070219
BV_pH5_0,-0.03746140053738718,0.003223501463299214,-0.00484898342386536,-0.019404190043392392,0.022879734285499734,0.0004757442163384466,-0.004310023914212766,-0.07279420737663042,0.02478700571086096,-0.03640854510276214,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05114127579932972
BV_pH5_1,-0.036744741833080415,0.008909512486146843,-0.0063327438740626634,-0.02815324463598106,0.015133926619006241,0.0009567620248898176,-0.005877728679257892,-0.058666048649212585,0.027351158215947774,-0.04043821689875229,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02446646428818786
BV_pH5_2,-0.03105507957222669,0.014278449419399963,-0.0018245664886806336,-0.033018849615169606,0.013047504651805628,0.0009568154487920834,-0.008766921285701836,-0.06958739807748275,0.026274214853411134,-0.03416553485976613,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039343210450552515
BV_pH6_0,-0.0559735337709603,0.017174781275832128,-0.0034061874352071604,-0.02326193067366662,0.014041984631963397,0.0004309802664362837,-0.012499364484911377,-0.10284112164183801,0.02615800644392553,0.016315019830413485,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16172687662413934
BV_pH6_1,-0.06252691494381946,0.0298351360436367,-0.005915151533225311,-0.03924052335321903,0.024134966986982722,0.0014028245858524143,-0.013256519861195398,-0.11450233872170036,0.033976200601976855,0.022230954808385474,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20214567479932488
BV_pH6_2,-0.06948053253733592,0.027338797174718075,-0.01289954851826896,-0.026992811968793055,0.018588353427855864,0.0011977556768966752,-0.008639328768071922,-0.09608451114400574,0.029755955966918355,0.0133545049701048,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19208393008372077
BV_pH7_0,-0.09670593468391377,0.030763994769557667,-0.005462668123452561,-0.04241891985678154,0.02485817322912423,0.0018083155997421403,-0.015354586499540702,-0.10333496836216553,0.03848840053638686,0.04349682901540528,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4761566893788473
BV_pH7_1,-0.08239081394089304,0.044358818680048,-0.007773645996399548,-0.04066534010936384,0.02645644853620426,0.0023228977037512725,-0.016957492517388387,-0.12421961241118284,0.02939126452674037,0.04561611109453698,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48226683949395216
BV_pH7_2,-0.08066275388326334,0.0353716766477927,-0.006582280446005904,-0.02974121402787126,0.018283033037315245,0.0018124081064825462,-0.013296335708835849,-0.12436909902354942,0.035582037921185077,0.039741161906200896,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4811025384560845
BV_pH8_0,-0.09364811274668444,0.04100660454967747,-0.008511325085292693,-0.04393032905524191,0.028669699890458065,0.0021477851077266337,-0.020155629978879642,-0.09467812764903774,0.04240646350966848,0.022831606116631757,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6161936979692529
BV_pH8_1,-0.0886967752614747,0.039980832370726964,-0.009893873628714809,-0.043192736846597295,0.026938779182408168,0.001645434881034101,-0.02005239930165851,-0.09421547986567023,0.03274473170547382,0.030880121203220402,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6417698578516113
BV_pH8_2,-0.09719729871529598,0.05090941484531631,-0.011360963472853536,-0.036900507312106055,0.027997490517471156,0.0016270498542681963,-0.020132365320687712,-0.11515781394813372,0.04082709126822327,0.03552653674198234,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6440713470669853
BV_pH9_0,-0.08154725575576656,0.033571184695414875,-0.007594401178800542,-0.031094037038476578,0.02716079743012138,0.0007672634785589958,-0.014456606057027114,-0.09907387681305409,0.03019446610756542,0.01821110756176969,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7292859280132171
BV_pH9_1,-0.07583501906498619,0.05386376763167588,-0.008314573262696679,-0.03416798278365446,0.02162944037629211,0.0008184143771295928,-0.012665269462310754,-0.13222185568641065,0.036724623914646065,0.026307089157078578,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7412574926289346
BV_pH9_2,-0.06670923100865406,0.03755970529240111,-0.010238902811770853,-0.04372248773989469,0.026778637041216313,0.0006649616749390307,-0.013075615928872773,-0.12131609698676545,0.03858216505011788,0.027615499911100967,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.747526246417331
CC_pH4_0,-0.04477855993029863,0.009513718628365062,0.00028891270251377757,-0.023908864625770118,0.01562692855687245,-0.011630860191324484,0.0021609169374341526,-0.05532273432158905,0.024654901633444037,-0.04046572411189909,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0032572508755295392
CC_pH4_1,-0.04229409662601741,0.015615490799688771,-0.006158426136750241,-0.025452545750076355,0.015889587484948012,-0.010448138749469881,0.002469619357067605,-0.06285150729281747,0.026616303519062363,-0.03724765132788731,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.004437627208196163
CC_pH4_2,-0.03784751076737176,0.01746027919099383,-0.0033029040418889213,-0.02951670523408963,0.01863289714993342,-0.020951892348087354,0.002778321776701054,-0.062247982732951644,0.02823747744378836,-0.037103345159279266,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0011803763326671925
CC_pH5_0,-0.03718148336786291,-0.0026552546186291636,0.0023231072075988956,-0.022368856739738714,0.013909054761347562,-0.012268266721588117,0.0005513406285773148,-0.0594306911236566,0.025038704104397607,-0.031779018852697766,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.08114687964645667
CC_pH5_1,-0.03861155960546887,0.012088699956303059,-0.0011216448247432702,-0.031418581387918934,0.014235738570923391,-0.012900804363839008,-0.00023681468289831736,-0.07081010676596476,0.020391699853150744,-0.01547799147179593,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.11230826956373989
CC_pH5_2,-0.03598146364740703,0.0037144411517226195,0.00021490444145772641,-0.03380774774629137,0.01440153877048389,-0.014303524162134403,-0.0015545595340106814,-0.0588090279147677,0.02321851956293635,-0.02095444622733023,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.09911694942295314
CC_pH6_0,-0.07673757942798344,0.0363321468655182,-0.010330250548279804,-0.03807373642273571,0.020524179247086466,-0.018040021928432192,0.006649475752011589,-0.12345194319668021,0.02948730355047662,0.04977906138676665,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2884225051673924
CC_pH6_1,-0.0627178965622316,0.047563940746628716,-0.007060163416292357,-0.04634541582478131,0.022800679666840514,-0.02256661874768527,0.005360992272262982,-0.13197466786464918,0.027167984506358277,0.04390980050129736,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29127362738877827
CC_pH6_2,-0.06573519070673248,0.025220335849925227,-0.010202172142655957,-0.04002189486409011,0.02755196114921052,-0.017379398294117138,0.006152288149232446,-0.14281510060572106,0.0345919044105255,0.058775902332171136,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2957269459022493
CC_pH7_0,-0.08443677288358624,0.037151473004208964,-0.003715646215107132,-0.038904695538399016,0.025748095842807187,-0.017483541141061675,0.00479365705148033,-0.11921713780773723,0.030547906042117136,0.04165529614557391,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5922068579302491
CC_pH7_1,-0.07017942890686832,0.03142391522131537,-0.0034146693867185833,-0.043018584787521685,0.020668180213998195,-0.018355842503192634,0.0047547086619812474,-0.11912276511768934,0.03151567268954671,0.04186744919289713,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5480973412378645
CC_pH7_2,-0.05642590561638707,0.0291501567447963,-0.0026803971373516584,-0.03332806177275336,0.019925928512669132,-0.016715641557846387,0.005148536686016165,-0.12687876248489258,0.023054927010899003,0.03488785489259855,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5469120935714209
CC_pH8_0,-0.07922267850002515,0.05052774989086648,-0.008297088146209717,-0.03485480646400349,0.024615424085894354,-0.024879800559062023,0.0018514674837174575,-0.09449058401843777,0.02944293011789737,0.01144602138711058,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8455353071301549
CC_pH8_1,-0.06043473081744235,0.028449898963065243,-0.006412085655914702,-0.037874172161454736,0.02031025447761235,-0.018585218793672066,0.0017919092916924024,-0.09918603483425534,0.02998614052391571,0.018092674316595427,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8378107178569503
CC_pH8_2,-0.0695242532391263,0.04432398897474228,-0.010276881943902243,-0.05254334370079249,0.027841173549709105,-0.016166678015952528,0.0027121719653191746,-0.12287379879990348,0.042059533119849536,0.030586723367805067,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8442380625189879
CC_pH9_0,-0.06420067982667164,0.029314286166235156,-0.013309169925101423,-0.036202597294164744,0.024195941220159112,-0.020722630281487242,0.002315268147250877,-0.07878243287944275,0.04090205123243125,-0.007371402220881504,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.003926186226973
CC_pH9_1,-0.08462535628320084,0.02916950787215129,-0.007689024890246596,-0.035355685418066767,0.022091473340988155,-0.019303326046337256,0.002315268147250877,-0.06835577823383654,0.029935502426131914,0.00795605413615703,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9964236708955914
CC_pH9_2,-0.06979867539975952,0.053661292334613586,-0.005683433497729511,-0.03609149623824203,0.030777015021961666,-0.01836501494050026,0.0024696193570676026,-0.1005438519657954,0.03184091678132182,-0.01212773617518985,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9996501428774356
DF_pH4_0,-0.0572034152985915,-0.018337973756310733,0.002855254709720608,-0.07142491775848296,0.017183211040885556,-0.01196130611650322,-0.005370225532223349,0.06219738022788711,0.02652940181934316,-0.0683287666203535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
DF_pH4_1,-0.060180276787799324,-0.02908513550525126,0.001395528659872385,-0.06639513978977567,0.016683303929217484,-0.013752760031948924,-0.007387846445907716,0.06516274860695655,0.031886073182458466,-0.0621878514179717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0004845233155374915
DF_pH4_2,-0.04288665926650814,-0.022661379480167575,0.0030833010942391713,-0.07056321352396322,0.02450567940654962,-0.01841699030736218,-0.013238200909741545,0.05899940647994696,0.03473628288215917,-0.07741958206924406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.001874459798070219
DF_pH5_0,-0.053815327908681786,-0.011724958761554698,0.0035427679834158514,-0.06750100571662186,0.018112022164075273,-0.006649558272050779,-0.003210563338969065,0.06272900996000871,0.03622226492542287,-0.06403546692236613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.05114127579932972
DF_pH5_1,-0.05228195615112781,-0.018516238213557256,-0.005304983698803446,-0.06895343089233273,0.01588818339711946,-0.01067742785681849,-0.00449129211837831,0.05720311703241388,0.027656139543522962,-0.07552527335350931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.02446646428818786
DF_pH5_2,-0.05402918370359616,-0.015248581569479853,-0.0029084890692130396,-0.0776213376969099,0.019266939812704276,-0.009644612198614556,-0.0021427538553657755,0.059517391839105156,0.03169693219272988,-0.06986276865005495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.039343210450552515
DF_pH6_0,-0.11689424811659953,0.03331217610479697,-0.0001280360782276021,-0.06737265229387127,0.02189651053560817,-0.014336632737970867,-0.016660516694512052,0.12485404234217556,0.051013590967201664,0.08749729438158482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.16172687662413934
DF_pH6_1,-0.1314356603311456,0.049961808404844744,-0.012854059873067814,-0.08496297233778498,0.026963335416563174,-0.033178424780135565,-0.030305565044931756,0.11335468105323937,0.05120202173681363,0.06519958856799032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.20214567479932488
DF_pH6_2,-0.13543441298701195,0.030077015088628166,-0.001653201936379724,-0.06802223437506219,0.02498902532879425,-0.027144825035787162,-0.03341444189133852,0.1151867636746687,0.04279754426168359,0.0776950159215409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.19208393008372077
DF_pH7_0,-0.17068118816808522,0.060521268005604305,-0.01147862611257512,-0.10387575127022423,0.04422561890081219,-0.05033196439885576,-0.039559580343573,0.07969000506984152,0.0535478723778025,0.055897297502859745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4761566893788473
DF_pH7_1,-0.1762598205228215,0.06750610276894725,-0.006266945665297302,-0.0983853890876407,0.037194123023554036,-0.04968929590576371,-0.0363493043443431,0.07758344126784282,0.04983842724691267,0.049040755508062625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.48226683949395216
