Experiments,BC_OD<--AC_OD,BC_OD<--BA_OD,BC_OD<--BC_OD,BC_OD<--BL_OD,BC_OD<--BT_OD,BC_OD<--BV_OD,BC_OD<--CC_OD,BC_OD<--DF_OD,BC_OD<--parc+_OD,BC_OD<--pH,AC_OD,BA_OD,BC_OD,BL_OD,BT_OD,BV_OD,CC_OD,DF_OD,wt_OD,delarc_OD,parc-_OD,parc+_OD,pH
BA_pH4_2,-0.00889337315345588,0.001020896745764691,-0.04292635320807281,-0.010411860367850115,-8.801527645276837e-05,-0.0016653233021497722,-0.0022027730860787876,0.011155056899980358,0.005720210285938305,-0.03587366277270992,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018744598294293093
BA_pH5_0,-0.012145714978485002,0.0010208967457646916,-0.04984177826053422,-0.014414095314948455,0.0025832146924474977,0.0008570643449607086,0.0007676062328012102,0.015881534983282503,0.007045734547402549,-0.03591966233337703,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0511412745403946
BA_pH5_1,-0.007860191250624865,0.001177957783574643,-0.055663024609827486,-0.013171452355125674,6.310389255700027e-05,-0.0032272840955335147,-0.0014537645682044635,0.026983800154665245,0.008974971604412017,-0.039989313645207365,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024466462930343342
BA_pH5_2,-0.009006077739531578,0.0011779577835746443,-0.048152229559162395,-0.011699300364631671,0.0016783101953890026,-0.00522617498655682,-0.004777765329117361,0.022842252837574992,0.0026983439355440773,-0.03370051386239737,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03934321135483189
BA_pH6_0,-0.014558265045609161,0.0024158095017723417,-0.08028419605577769,-0.017735051224413125,-0.0018676858654488677,0.0020416349885256395,-0.005298199951648711,0.02490625991121583,0.005473104802810629,0.0007413918492586716,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16172687666300212
BA_pH6_1,-0.015349002146850463,0.0019039430825606636,-0.09427590653948162,-0.020428544921071632,-9.368671833173028e-05,-0.0014832655486205345,-0.008868148330113162,0.03526578572133313,0.006290468639977601,0.012873159671283291,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20214567404454245
BA_pH6_2,-0.01584828371748976,0.0018818198209223545,-0.09986006862281459,-0.012615674018211984,0.002579405620370224,-0.0018733958154916763,-0.005565425844296164,0.029551448064005902,0.010812877709774868,0.0067720997139163654,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19208393160174653
BA_pH7_0,-0.02326090174848619,0.003164845134900963,-0.11733395657947525,-0.025157296184612356,0.0014436959912595578,-0.004797077088252359,-0.013100241375682142,0.043434905719173994,0.013352037741114266,0.03808879100272189,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47615668850189524
BA_pH7_1,-0.02741199225673209,0.0030855473746424157,-0.1018961179450802,-0.020321741283911728,0.0024770067551213777,-0.0028273131698369975,-0.009496103377769823,0.03339935245883207,0.011123274509673532,0.027702889690256634,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48226683981394347
BA_pH7_2,-0.0318124956232698,0.0034242675874544236,-0.11690238520017134,-0.019634712531190854,0.005725524627968023,-0.003907256578297719,-0.016546834597121116,0.04119819334667662,0.014094298807499201,0.04019620307113813,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48110253833913064
BA_pH8_0,-0.02144414911289578,0.001311685585457347,-0.09853483734571414,-0.02086830703136713,0.005006361119449141,-0.004514848291873932,-0.011568766955448234,0.02434908680455841,0.014094207204230453,0.028004370934289424,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6161936980952847
BA_pH8_1,-0.021173978572630366,0.0015690832034401265,-0.0971362159482163,-0.0216483897521444,-9.163126349449065e-05,-0.00631560474310232,-0.015162787957359914,0.033347785121396835,0.010334477495888006,0.03211206532690836,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6417698583743298
BA_pH8_2,-0.024935465965258027,0.0011444215022999315,-0.10838804579137458,-0.023881610860319234,0.004157580764073394,-0.0004384982067605719,-0.008916278065222761,0.03538516234768473,0.011016681617044883,0.03069085556851781,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64407134594908
BA_pH9_0,-0.02438447342132745,0.0043171048812244255,-0.09307304236713959,-0.025702083256581555,0.006836541414908743,-0.00916348233980977,-0.008250603998160879,0.026725866582406606,0.013698052044795912,0.0248309231824849,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7292859295671521
BA_pH9_1,-0.02956176361312038,0.003514070562694385,-0.08567537235986929,-0.02124119779661946,0.0011001785601610745,-0.001014935659325641,-0.013167521129159823,0.0286000381215759,0.013240893423233344,0.02004041280111541,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.741257491587475
BA_pH9_2,-0.03000470531375512,0.003452166681704314,-0.09206375687018684,-0.022438507373242277,0.004025768537236299,-0.0023925447787927524,-0.010511556160838707,0.024002136793797434,0.01477363165791916,0.02699216973684405,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74752624576109
BC_pH4_0,-0.01485341712670482,-0.03068051996762338,0.051064071422037886,-0.021224023607438018,0.0013355276652652298,0.0006303066663120103,-0.002329396956964679,0.026924703205409257,0.007144864985476371,-0.10217731415901493,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
