Experiments,BV_OD<--AC_OD,BV_OD<--BA_OD,BV_OD<--BC_OD,BV_OD<--BL_OD,BV_OD<--BT_OD,BV_OD<--BV_OD,BV_OD<--CC_OD,BV_OD<--DF_OD,BV_OD<--parc+_OD,BV_OD<--pH,AC_OD,BA_OD,BC_OD,BL_OD,BT_OD,BV_OD,CC_OD,DF_OD,wt_OD,delarc_OD,parc-_OD,parc+_OD,pH
DF_pH5_1,-0.006795650578873312,-0.007388079348222718,-0.003433152368778119,-0.005373306698368295,-0.0014596305662037234,-0.014037305802592763,0.0003892832593587422,-0.007844258430211441,-0.00788550494765134,-0.016343864628478234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.02446646428818786
DF_pH5_2,-0.005704878545973611,-0.007645523934017705,-0.006055201179469409,-0.004280937427411909,-0.0028116967670781456,-0.013544067191364974,0.000283694673410576,-0.0062754067389861395,-0.003969513880412864,-0.020167938383377115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.039343210450552515
DF_pH6_0,-0.003312867027100014,-0.005608760538389501,-0.004314872024013944,-0.0033614091445570396,-0.002481189726082527,-0.026803041947600633,-0.0013835884954618372,-0.01501004996507064,-0.008537772677271911,0.000642082864094687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.16172687662413934
DF_pH6_1,-0.007900993579026796,-0.009455066116364753,-0.0018654470036373189,-0.0021232726651689276,-0.0020936011267906943,-0.0278944037437601,-0.0004674113728106018,-0.023753791801307517,-0.009120835361030439,0.014503353934573093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.20214567479932488
DF_pH6_2,-0.005142930192953866,-0.008194647030499965,-0.006144737456722752,-0.0055661074242190165,-0.0016976965587262227,-0.03567001676713318,0.004999942730545349,-0.019970574858395946,-0.008919448587719512,0.016134747310501078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.19208393008372077
DF_pH7_0,-0.008091823034717336,-0.007282996062675249,-0.0070042310566034004,-0.004339387911655332,-0.004481008740384942,-0.02810210332112468,-0.0016365585273698622,-0.017427750476028608,-0.006739047332059431,0.014933438411225445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4761566893788473
DF_pH7_1,-0.004237522912495162,-0.012055682558566335,-0.004984713107671427,-0.007025307154525879,-0.0025212554617420487,-0.021950663174705006,0.0028263754191120037,-0.01799144452032835,-0.009676086852812897,0.007444832259384188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.48226683949395216
DF_pH7_2,0.002632566494867205,-0.018269010731626463,-0.006436530860221903,-0.0034242192874460115,-0.005497850577711411,-0.02874265507187534,0.004656969500786584,-0.016017724988253216,-0.01046964129433036,0.011396628142455999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4811025384560845
DF_pH8_0,-0.004305225128874829,-0.01490511202901278,-0.0055013620100267556,-0.00528966295654359,-0.004763079479984615,-0.019563162100460857,-0.0011145697092718404,-0.01718331942091817,-0.007139466807813099,0.009593490807582502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6161936979692529
DF_pH8_1,-0.0056437378255245465,-0.0042171533668980635,-0.005067143757301181,-0.005639809700457944,-0.0046450026985257855,-0.025789815429193168,-0.0016119550123972735,-0.013653829032960146,-0.008321550377928044,0.004418528365862111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6417698578516113
DF_pH8_2,-0.007433881970203437,-0.008002167522664303,-0.0033521826208933536,-0.006065071796107552,-0.003990245009165095,-0.028072138686623904,0.0008838144997539726,-0.013076838216055996,-0.00600623831152916,0.004943480798164788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6440713470669853
DF_pH9_0,-0.006203444095571402,-0.009447433591779806,-0.004481764834212221,-0.0008976817041959446,-0.003587460365632307,-0.01809125634963098,-0.002769847998962454,-0.008890159583610039,-0.008748525124367164,-0.007053895349330874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7292859280132171
DF_pH9_1,-0.010276466732358802,-0.00143165385067139,-0.005872940734919645,-0.005691885107561298,-0.004274446447582348,-0.0171377308399457,-0.0010375185812944955,-0.007844258430211441,-0.006555683466646333,-0.010048885645101901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7412574926289346
DF_pH9_2,-0.005621828427538275,-0.010523217663006937,-0.004259533745682109,-0.0035840616237534126,-0.003910925700531705,-0.015449877280903902,-0.0018161201003291034,-0.007321307892384737,-0.008277623978969842,-0.009406972422224024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.747526246417331
comm11_4_1,0.02658400818867528,0.010940179257937098,0.010393126258707565,0.008921082594796369,-0.012682300911730395,0.06364642336924116,-0.009945074930058225,-0.07171997408868502,-0.011852562412538601,-0.08445637616166926,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
comm11_4_2,0.050730039975808355,0.010237305426929627,0.012859544624250546,0.012871378473735047,-0.013298347289876444,0.052536161887338,-0.0046325495015100936,-0.09554053842616471,-0.011343133479113811,-0.0845913305267206,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0004845233155374915
comm11_4_3,0.01892174150754252,0.021641424947580246,0.011896801688505905,0.0022517339103733693,-0.0026864941047666526,0.06341347691096849,-0.007832390560120668,-0.08100384927557214,-0.01563387584022205,-0.08114003790299533,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.001874459798070219
comm11_4_4,0.034319580741753064,0.01279860026891465,0.018457324219381677,0.009109988702137188,-0.015592395070049423,0.057266177078709,-0.0072811467627711245,-0.08435986035199756,-0.010630866575824172,-0.08425887103374724,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0053181834532889495
comm11_5_1,0.03769602034686375,0.002328707182010559,0.015858152434634776,0.019906385727024276,-0.008302654102039725,0.06528316697389211,-0.013828586434904977,-0.10534724519770268,-0.013323443474895924,-0.07044197172007483,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.05114127579932972
comm11_5_2,0.044044360277526395,0.016252641314235726,0.018674167097019766,0.013483563307672738,-0.005746325161915434,0.05782227282452842,-0.01841314123234833,-0.09945182120690686,-0.014535900975334576,-0.08230128507980185,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.02446646428818786
comm11_5_3,0.02927031656403256,-0.0014763542710115058,0.031944278315438536,0.009007622916656341,-0.010869107775228178,0.06040652147696718,-0.02476434059400597,-0.07170356083114669,-0.009948188140583425,-0.08203865649644285,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.039343210450552515
comm11_5_4,0.030895574570269046,-6.63531276032955e-05,0.022457024420247128,0.004565865157536514,-0.0007324729916518144,0.05998843791388461,-0.013764297476078826,-0.09327394946559289,-0.014031884393290332,-0.06620941343008661,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.02826352230444504
comm11_6_1,0.0656427714564716,0.031171578026336178,0.0044541459635871914,0.009720769448853703,0.0015392380349500026,0.08684298503131646,-0.01312799732322279,-0.1771992461585804,-0.009527882216498253,-0.0891381994582227,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.16172687662413934
comm11_6_2,0.04654927063935801,0.04431083275207682,0.0027196395020608007,0.019948132682753646,-0.014772448654731977,0.10513942595186604,-0.0053785146568375445,-0.15475557358024397,-0.014693542512781588,0.006136032714022565,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.20214567479932488
comm11_6_3,0.06560737023555226,0.06019031253542104,0.012678206841987751,0.0162390485053639,-0.009017695384100077,0.09003761928508301,-0.0037262537381004407,-0.18337071051780623,-0.014595412416383617,-0.015295610995963218,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.19208393008372077
comm11_6_4,0.04965916730665966,0.04886349252404886,0.0007930508280253929,0.01792668885956316,-1.5053264391809286e-05,0.10145209542273179,-0.012238456452184398,-0.16667530606298347,-0.014489394865282204,-0.007539477615374266,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.19174196501252805
comm11_7_1,0.06535350888522098,0.10559521125710526,0.06522991164344484,0.010881300975528103,-0.019948418673897243,0.1387691546782203,0.0125862418902714,-0.33269210476185324,-0.036460182458243284,0.08329410328124853,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4761566893788473
comm11_7_2,0.05884392237837384,0.10983919560382872,0.04410881008163255,0.00502482259848519,0.0036042130922736607,0.14952190359912645,-0.010976044692746966,-0.2967286649062907,-0.03959055835462134,0.07009173794366094,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.48226683949395216
comm11_7_3,0.07745333999719307,0.0713948915420991,0.03763837723972518,0.030956845065862257,0.01341135271743912,0.13318033535013216,-0.003306952998163585,-0.28095447353735237,-0.037952769425616616,0.05167211990135356,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4811025384560845
comm11_7_4,0.07439082695474927,0.09637198471585694,0.018108608616799436,0.03581193591427544,0.011133936182190867,0.14714024075894086,-0.01050366852250274,-0.29168714657061456,-0.040480494040024004,0.05320684184300023,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4811025384560845
comm11_8_1,0.066886200792885,0.02970251256073624,0.02918977487791815,0.04611104311138066,0.006739628761196912,0.1079711695262433,0.015798056207840205,-0.22486335562481338,-0.025133807704500518,0.06965443382363605,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6161936979692529
comm11_8_2,0.06678249005936895,0.029265859295695053,0.03826920538897747,0.030405910305638342,0.01394683283632216,0.13962971260042292,0.021231606260711404,-0.21915524276560577,-0.028823441480610355,0.03591059364742884,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6417698578516113
comm11_8_3,0.09640101336752592,0.004494544597666548,0.04181778496050315,0.04171819434278524,-0.013488186957800508,0.1377171256559212,0.04084984350342142,-0.2599476682449408,-0.021871874131991157,0.06025892924152964,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6440713470669853
comm11_8_4,0.07702103200611538,0.04835487750034941,0.02958050525423301,0.031000766951955208,0.006934867684081519,0.1360746916201289,0.00409676944351067,-0.23899626372503527,-0.027372342625065976,0.06030492772996103,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6395779816459941
comm11_9_1,0.1393929202797944,0.034206691417114236,0.02571245573218101,0.058252603561091056,-0.018587534782152786,0.0964866464028297,0.020024445477225213,-0.26733874255791296,-0.0062052952648019,0.06402233125479974,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7292859280132171
comm11_9_2,0.0736222233315525,0.027669040488646095,0.04992580236603871,0.042821853754677515,-0.005440178879577178,0.12153428451056872,0.011244728667661552,-0.21103011954089873,-0.018794685436574664,0.05694496662052267,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7412574926289346
comm11_9_3,0.08511667214313766,0.07033478242405893,0.035700191357375496,0.05722775629478629,0.014429464219745409,0.09874465767861061,0.0027213753960297796,-0.26197354727060257,-0.014594036108692697,0.05688241259721309,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.747526246417331
comm11_9_4,0.07844204593814261,0.020303510714565286,0.029281776741592463,0.041431854077736315,-0.01241872664500514,0.14908662080967228,0.029138156956102203,-0.23271437681846976,-0.011078005869791884,0.05695004763628317,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7409024335149471
