Experiments,CC_OD<--AC_OD,CC_OD<--BA_OD,CC_OD<--BC_OD,CC_OD<--BL_OD,CC_OD<--BT_OD,CC_OD<--BV_OD,CC_OD<--CC_OD,CC_OD<--DF_OD,CC_OD<--parc+_OD,CC_OD<--pH,AC_OD,BA_OD,BC_OD,BL_OD,BT_OD,BV_OD,CC_OD,DF_OD,wt_OD,delarc_OD,parc-_OD,parc+_OD,pH
AC_pH5_1,0.011643398143351075,-0.01120266920330165,0.005515159627969335,0.0020698291382185473,0.007422502087935318,-0.0021430933420829804,-0.05424602581643621,0.02262371139236443,0.007549661889814002,-0.05236153821400164,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02446646428818786
AC_pH5_2,0.01142734094320432,-0.011052927799350786,0.009228999613298344,-0.001981630092031203,0.011557908128218154,-0.0018309014419134215,-0.06955665968510359,0.016896896615786396,0.009426476288100949,-0.03724456797910691,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039343210450552515
AC_pH6_0,0.004587752095059207,-0.022452029417491633,0.011217668127754456,-0.005368631966108373,0.013013385116608569,0.0018751475577364134,-0.10529757044156608,0.011234791346359995,0.012462655077890857,0.015597766650253506,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16172687662413934
AC_pH6_1,0.010328721715056374,-0.027080342556633375,0.012949804448239182,-0.0007920098795717496,0.01932443334346475,-0.0011809008987620473,-0.14517535014401958,0.029402058421856846,0.012107860627280469,0.026986659433206786,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20214567479932488
AC_pH6_2,0.010341700820819187,-0.022330343352590237,0.009982140835566932,-0.007857595733366906,0.013943509235117663,-0.0019179294119670018,-0.11766333541154615,0.02409015960880029,0.01571354518431927,0.01256908296820019,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19208393008372077
AC_pH7_0,0.02657023378202449,-0.009759358757772762,0.013766230462908579,-0.010713051652394074,0.013384785697815699,0.005431775039507322,-0.1914821532715881,0.03549224114789546,0.016845241288512787,0.03733498867570788,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4761566893788473
AC_pH7_1,0.025022607078046894,-0.003746008400339633,0.009563489269019789,-0.009824471478856617,0.01785178992623949,0.00019202706424276564,-0.19990195317912604,0.03502498348577596,0.0192783598618015,0.04341010898017608,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48226683949395216
AC_pH7_2,0.024336636688398278,-0.008302560205085446,0.010418143142622125,-0.004361879625053995,0.01873994611831301,-0.0006111774273702644,-0.20810804604562813,0.03221884529906042,0.019565071556413464,0.052975955608543804,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4811025384560845
AC_pH8_0,0.030701563544571393,0.0002609394958910882,0.01369048628935833,-0.010655699503840878,0.01543268543951537,0.00019186443730217115,-0.2009400011672962,0.03504217760809495,0.015079503684385636,0.038067415282231475,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6161936979692529
AC_pH8_1,0.033944971315238784,0.002179582336127921,0.01055588014034109,-0.009680787565176492,0.019381409599698838,0.002078293940538296,-0.2233041795738972,0.026028396319091804,0.021764436045955137,0.05392293233039749,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6417698578516113
AC_pH8_2,0.03013492236642733,0.0012033586946073105,0.012745765843226207,-0.007407600420284207,0.02067029214246482,-0.0011228382602617465,-0.2007401031054779,0.02251430760937459,0.018888120313336997,0.03998470985472365,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6440713470669853
AC_pH9_0,0.03501398615701042,0.002219232772325125,0.010382741871391139,-0.004985078249389872,0.02328447022444933,-0.002207833046862935,-0.2270446155813989,0.033666691365803636,0.02065640799883429,0.04588493034926892,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7292859280132171
AC_pH9_1,0.03482169198439173,0.009435755087913054,0.0068763989599867036,-0.016477322041401236,0.020166594818862075,-0.007767456060619619,-0.1965957219249305,0.0437488031772512,0.014436867856521806,0.028225322462638595,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7412574926289346
AC_pH9_2,0.032302049907005345,0.005866596364294705,0.010053826444377398,-0.011254480941848747,0.01812969406439072,0.000861140550620369,-0.2006309008400422,0.03238602332391209,0.01676359424327055,0.03239339167515382,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.747526246417331
BA_pH4_0,-0.013806316126239202,-0.0028893823358837685,0.011291297782698401,-0.007637472594885725,0.009581882051171978,-7.988009227277811e-05,-0.04756799085976798,0.016106724497740685,0.0072673300243711655,-0.03539526018698741,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016139574737368786
BA_pH4_1,-0.020807345222033882,-0.0032906598998638597,0.005825968539524499,-0.002164031312618728,0.0071651423795391685,-0.0005691230311260924,-0.04487577245206289,0.013043740162949846,0.00906338143415506,-0.026520368502495572,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00048452299554619434
BA_pH4_2,-0.013457453316482515,-0.002497518017240193,0.007010166284567474,-0.006137027059297038,0.009145267979727817,-0.002083155446706097,-0.043730053894282535,0.011010221910824921,0.010251866621471454,-0.032641382966615756,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018744598294293093
BA_pH5_0,-0.016794165354525752,-0.003076259386928186,0.00984614198895819,-0.004328864559268011,0.010772465172061776,-0.0028923633932540914,-0.06230037529315068,0.015361168952760004,0.014860996257048096,-0.0245778106834294,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0511412745403946
BA_pH5_1,-0.01108517322679172,-0.0020290365458830533,0.010629353147081055,-0.008908788606463727,0.010352085470221935,-0.0002830063926217999,-0.059925108610085494,0.011382840770478969,0.01017467679850676,-0.023436910644497565,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024466462930343342
BA_pH5_2,-0.014819912513434562,0.0012099879396998366,0.00816918957978487,-0.0015609626512488593,0.009357055462896821,-0.0022970926268633617,-0.06272903966221391,0.013520771766121948,0.008162914504823477,-0.02214197963962088,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03934321135483189
BA_pH6_0,-0.017965263637876056,-0.0021697140841380417,0.013813281425214166,-0.01693366848448615,0.010185654323305125,0.003721791808594668,-0.11835937060618201,0.02517458905445655,0.01689328663020759,0.02251034573084958,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16172687666300212
BA_pH6_1,-0.025885236728227817,-0.00566610607278088,0.016733845125418156,-0.015897645239070383,0.00969937466935295,-0.0005352038260468305,-0.11743986434880238,0.023372984368799494,0.013841028006990316,0.038647756204312746,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20214567404454245
BA_pH6_2,-0.032725839560406034,-0.005404536808314531,0.009923790011190523,-0.010740226379838652,0.011944757819823595,-0.00038792316275446315,-0.12094660870741,0.02873286110095923,0.01957817633788142,0.03689648150881429,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19208393160174653
BA_pH7_0,-0.03350029371871168,-0.01290527067795072,0.009573559311481761,-0.00969668984858562,0.017821913818707284,-0.0038873460811927256,-0.08878478669996738,0.026803786819092127,0.011445193703630533,0.020000865391718792,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47615668850189524
BA_pH7_1,-0.04177448280925012,-0.012998200797921288,0.012387856101394508,-0.014998939221259208,0.016235401041441312,-0.0038109904132864387,-0.09303287193017167,0.036225977067066276,0.011425099424390206,0.02721208353638244,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48226683981394347
BA_pH7_2,-0.02981268847786377,-0.008335502199099764,0.010204656985892064,-0.015460679515204188,0.02256303100077354,-0.0011436179794533097,-0.09759665354185372,0.02261341850415034,0.012330668234347322,0.02150829914825685,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48110253833913064
BA_pH8_0,-0.038725953414104876,-0.010417955949821553,0.008318544966573624,-0.015719445154030363,0.006956739422419796,0.0014549949809746902,-0.05939516795141136,0.02253391540315731,0.01641995735284265,0.005445302503345453,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6161936980952847
BA_pH8_1,-0.037837774144060414,-0.007980028232964486,0.009807191952840301,-0.012693699558528707,0.02666502387252758,-0.010445140917157838,-0.0706854581781258,0.03042833802462354,0.008669219319911105,0.0009432600208801094,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6417698583743298
BA_pH8_2,-0.03848320785970629,-0.008474693501206196,0.008768661737178813,-0.013671057034972246,0.014026104664106082,-0.004050340950286584,-0.06614081330820108,0.030523349227505214,0.009759033570552,0.00461389561497566,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64407134594908
BA_pH9_0,-0.033599027901199514,-0.006701251469228579,0.007655896868799689,-0.01112728730066801,0.020090363249385162,-0.00286738946325267,-0.08337669348739007,0.03413714040475696,0.014100425881131183,-0.001441244567319266,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7292859295671521
BA_pH9_1,-0.0325795832789584,-0.006972721906216897,0.008319426584867354,-0.004593301125822346,0.0126982537533521,-0.006100416937842964,-0.05308958397712559,0.020161080000436173,0.010310931011690233,-0.011283151964434301,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.741257491587475
BA_pH9_2,-0.025050789415127717,-0.0064942005839522775,0.006416400295338064,-0.007310038846208835,0.01536584473842674,-0.004608500924811737,-0.05852953937694269,0.023141813025627605,0.008046625911906038,-0.014106682664309833,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74752624576109
BC_pH4_0,-0.00992726900321229,-0.003445802619630147,-0.0025148469891966042,-0.0003616065513747541,0.007922341729230852,-0.002195278031285851,-0.03299204822417107,0.010784029779024418,0.005192792990406896,-0.03559137797200769,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
BC_pH4_1,-0.019481812722464697,-0.004707825279885741,-0.002874110844796118,-0.0046248585210465236,0.010642483885572089,-0.0012908913172862452,-0.03373453044676748,0.011629340841849942,0.008600672944043965,-0.027287535873930093,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004845233155374915
BC_pH4_2,-0.012217375090416604,0.0002074898266152512,-0.0025148469891966042,-0.0038545331594777178,0.005394361869928063,-0.00022825748791270272,-0.0329308635157371,0.011434556627241165,0.004752794754711668,-0.03317239437778684,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001874459798070219
BC_pH5_0,-0.014149181848270414,-0.0055406776791357484,-0.0030902385332054745,0.0021564667579798934,0.008481035851468534,-0.0011911666787067508,-0.03959128223207738,0.01820428419706371,0.0067101954734560265,-0.035118503218273756,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05114127579932972
BC_pH5_1,-0.008095049370667372,-0.009343465282429903,-0.0021518606724946396,-0.00013294899846305608,0.008448668555761485,0.0010034493433372326,-0.04205936870173268,0.011886304315867955,0.0073766710630456065,-0.030061465474857923,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02446646428818786
BC_pH5_2,-0.016645974257971034,0.000593702741291212,-0.0023985382849755488,-0.006234317814182167,0.008165927010628838,-0.003962887630534722,-0.03497816892953225,0.02284440782245087,0.007553228807493884,-0.038066444594170086,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039343210450552515
BC_pH6_0,-0.01276980947986569,-0.008483064730864263,-0.00915817426689698,-0.005267800424582043,0.011342429891836061,-0.0012732747149572742,-0.06794173554841265,0.014845175868527887,0.009592805054524669,0.005984383903079383,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16172687662413934
BC_pH6_1,-0.011775507527282058,-0.007896566418475349,-0.009207445360598681,-0.0063170732243452215,0.012076732606991478,-0.0020812471853771607,-0.08329023699063566,0.011188178786643497,0.009178722506672468,0.02499537774655239,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20214567479932488
BC_pH6_2,-0.018158333635301855,-0.006249381297966467,-0.00717250378863157,-0.003775747275010319,0.011504409117118008,-0.0028553196894126405,-0.0845882312267128,0.018646791689907728,0.008981635611929488,0.020537615146730904,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19208393008372077
BC_pH7_0,-0.03149409705044134,0.0017376768889675002,-0.002618509671934273,-0.0017115248698214795,0.012225600130825668,0.0012391465549033294,-0.10894675071634677,0.016730271247114337,0.013650420320716321,0.036058699896093456,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4761566893788473
BC_pH7_1,-0.025351267995150837,0.00909201608581023,-0.0030617107319362135,-0.005513886673952979,0.010002594180455755,-0.004976757498478272,-0.11568868854700629,0.027380293052967485,0.011143919826464968,0.033844421089211804,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48226683949395216
BC_pH7_2,-0.031569826222156455,-0.0035173930593199393,-0.0017733470986232814,-0.0022842746014382835,0.02083543384123756,-0.002240711708310182,-0.11875359960664669,0.023206746591983938,0.0146590984588408,0.038308808158313765,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4811025384560845
BC_pH8_0,-0.03338441366096958,0.00280291472926088,-0.003520514727367657,-0.015784117064094577,0.01560112257204626,-0.001399391269635247,-0.08601138736566771,0.02849135599109223,0.015684260535560067,0.014391105046860227,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6161936979692529
BC_pH8_1,-0.027730438474606236,0.003453908640202944,-0.003893973302379573,-0.011061322545814935,0.011418927749365808,8.287325364780482e-05,-0.09469267979076983,0.026721583112780736,0.015425286348554832,0.0171467699888466,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6417698578516113
BC_pH8_2,-0.03268311938837818,0.01009762854715202,-0.003752749018958244,-0.008968862877834752,0.017226352701925306,-0.0038185089555791683,-0.08493200498547039,0.020412922258711542,0.014638135924368448,0.008651140214288203,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6440713470669853
BC_pH9_0,-0.02457123483025023,0.009167884056881556,-0.003884208522149888,-0.007285458025644007,0.010030774247792102,-0.0010154429246145094,-0.0758499108157728,0.022422241616194417,0.00891705750214422,-0.0010607675304535138,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7292859280132171
BC_pH9_1,-0.03692653330321344,0.006807781796365894,-0.003984210685340932,-0.010946145220609056,0.014203522555965364,-0.008663988216354957,-0.07922264387001002,0.030287123606489642,0.012832763725689254,0.012483265098619634,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7412574926289346
BC_pH9_2,-0.024716733261214003,-0.0024420523768513597,-0.003983266905921958,-0.0053953005341590265,0.021004486586493645,-0.0025021451918165317,-0.07711609172047643,0.020632805153322605,0.013018759277790946,-0.0016295262992017607,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.747526246417331
BL_pH4_0,-0.011837862481403609,-0.0027332098513801147,0.008810507966225723,0.009301525151923949,0.007490474467378353,-0.0006639944086782635,-0.05184611345843776,0.01275373111428369,0.008607170388416348,-0.04301129685066965,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
BL_pH4_1,-0.009494920865956533,-0.002937048280449666,0.00496734631536326,0.006490022506888794,0.00802445860164564,-0.000727413361183489,-0.048683044477264674,0.014387998461530986,0.007234406554261627,-0.04239087329489057,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004845233155374915
BL_pH4_2,-0.012249494555062086,-0.004664020785940407,0.009146917945624371,0.005938674228103914,0.0055825779533378115,0.0011167839830538823,-0.04870854682430788,0.0145097358253501,0.0056896019461767176,-0.03949129755639108,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001874459798070219
BL_pH5_0,-0.009084506966325494,-0.009349636728166725,0.00837784742693538,0.010145476379472279,0.00482461547823218,-0.0013200837836357887,-0.05072576804749627,0.013980450866359241,0.004206473059425859,-0.03418393552485529,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05114127579932972
BL_pH5_1,-0.00984625530575969,-0.0061506793333177025,0.008341945950144335,0.010665727690186193,0.00562850391345463,-0.0004775838395479416,-0.05627350635006619,0.010849123695187028,0.007952214044053106,-0.033818558393471435,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02446646428818786
BL_pH5_2,-0.010555785732222316,-0.007407018971406735,0.008817111283803924,0.008891756532956725,0.007365213523456907,0.0013127377153495734,-0.04762472626682289,0.01097864628111458,0.006021030658714312,-0.04092803268521295,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039343210450552515
BL_pH6_0,-0.014494992297183236,-0.011142437381710371,0.017044142926435756,0.012554202649904334,0.011463744276425923,0.00973823533251719,-0.1352725316424166,0.013684196539992546,0.012877570500030466,0.02041880124461149,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16172687662413934
BL_pH6_1,-0.010026715313610825,-0.018053044947269174,0.01134071741354368,0.013213193287020147,0.013596865261257017,0.004693224419151312,-0.1421290902190072,0.01904973356184833,0.01678060982194122,0.028405439341542025,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20214567479932488
BL_pH6_2,-0.02328857144735673,-0.006512230999626056,0.020338377079055846,0.013195146166759986,0.010081988161470252,0.002836792831025694,-0.14338436460456527,0.021825941472628112,0.009284943165460035,0.032492910756213265,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19208393008372077
BL_pH7_0,-0.018061976779110568,-0.011860262785036036,0.013072890724136454,0.017343054128729773,0.024448603924981355,0.005832230671177337,-0.17546174573367865,0.022438922161742557,0.01701887016964104,0.042100345677362115,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4761566893788473
