Experiments,parc+_OD<--AC_OD,parc+_OD<--BA_OD,parc+_OD<--BC_OD,parc+_OD<--BL_OD,parc+_OD<--BT_OD,parc+_OD<--BV_OD,parc+_OD<--CC_OD,parc+_OD<--DF_OD,parc+_OD<--parc+_OD,parc+_OD<--pH,AC_OD,BA_OD,BC_OD,BL_OD,BT_OD,BV_OD,CC_OD,DF_OD,wt_OD,delarc_OD,parc-_OD,parc+_OD,pH
BC_pH7_2,0.005522178618804268,-0.01778552632454945,-0.00614153335923734,-0.006133956938334135,0.00039983863739863676,0.004935366676553435,0.0087577925671054,0.00887383695691824,-0.12004562741226475,0.01317252205117889,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4811025384560845
BC_pH8_0,0.003925950093113856,-0.014418101782060188,-0.006258523969546609,-0.0065903480205199,-0.00020657024143830394,0.006105598344103149,0.007757367347569569,0.007847416541822578,-0.12465601721211624,0.01804812137037516,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6161936979692529
BC_pH8_1,0.0035699270779023995,-0.015185540888620463,-0.006191734516102334,-0.008427155048626922,-0.00048542676088602526,0.005448252485822076,0.008351211175322533,0.009847561783440737,-0.12289444207497263,0.01752223916027857,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6417698578516113
BC_pH8_2,0.004088588342394517,-0.013491625860333445,-0.006172098608120628,-0.007290134188597617,-0.0005049668738375535,0.00599965957843739,0.008272190414693044,0.009021490060764813,-0.1263981517242349,0.01802994125239227,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6440713470669853
BC_pH9_0,0.004187038995973441,-0.01295940693467855,-0.0061907008938167415,-0.007484272187170774,-7.44344245480444e-05,0.005502885520134283,0.007890905216336253,0.007069950110238533,-0.12354804222512497,0.01716096968268571,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7292859280132171
BC_pH9_1,0.005734479809584824,-0.01523063594394404,-0.006208905007528222,-0.008543881312336615,0.00015152414855749822,0.006508435051402321,0.007676613826466643,0.006785665397410808,-0.12437544083789635,0.019057036341856355,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7412574926289346
BC_pH9_2,0.00575809212644463,-0.013585987858798191,-0.006199885477190431,-0.007452365077384142,-5.287742971078184e-05,0.006511627579836739,0.006151349704874598,0.0045702413097023975,-0.12322365562067081,0.019078353602925074,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.747526246417331
BL_pH4_0,0.0018816005179415572,-0.012616218982831287,0.005899776335319745,0.0028678277815165714,0.00022639535529457954,0.0037214885085173283,0.0061532065450497315,0.007536917991288332,-0.0732368017344371,-0.05087930159562308,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
BL_pH4_1,0.00015453118668950163,-0.011860985511347004,0.004419968338764233,0.003800214365448638,0.00042725534704716247,0.004366360295401967,0.005695665503001731,0.007706105906678282,-0.07407452738317459,-0.049079697326473576,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004845233155374915
BL_pH4_2,0.0019367692927303533,-0.01362765576042559,0.007456541338368601,0.0035683715537838316,0.0003989640898678609,0.0027140735964412276,0.005783277612341489,0.006924777680441091,-0.06471254885358657,-0.058887679827925955,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001874459798070219
BL_pH5_0,0.00198012608224931,-0.0156520911273749,0.008659799089250355,-0.000768132196820301,-2.9055095561172252e-05,0.00245907769093047,0.007950078584253789,0.005335363891461621,-0.07635619832769684,-0.04202407786865596,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05114127579932972
BL_pH5_1,0.001812020462492238,-0.013128303814193476,0.0062038316302325406,0.003565467505351355,0.00035377092173565996,0.003280473813090636,0.0072793645184973015,0.006437441258002884,-0.06945369328817597,-0.054795482100352004,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02446646428818786
BL_pH5_2,0.0001261945878681923,-0.013088095374405386,0.006707412641009559,0.0020366823349309998,0.0001918157675991905,0.0037402016394164255,0.006550393750810105,0.007424017535927504,-0.0753563119454876,-0.04677742015408433,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039343210450552515
BL_pH6_0,0.0019184303656220429,-0.019512369368711247,0.010066009936449318,0.003574594013068989,0.0006194251727150831,0.004873479186840679,0.008864944297010482,0.009109660464784375,-0.11865743584444985,-0.009301847378196922,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16172687662413934
BL_pH6_1,0.00259808473450982,-0.019156525734326114,0.010007887217013732,0.004742232114076615,0.0002175521364678504,0.005057585879188519,0.0068122819017456945,0.01177017994872902,-0.12654062144134356,-0.003953765878534836,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20214567479932488
BL_pH6_2,0.002724153482071731,-0.0191419540491441,0.011282902483059009,0.004617218336333399,0.0012414090221990702,0.00316125202762044,0.009170949326261231,0.010428715123106606,-0.1256473405481033,-0.0062824143258773755,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19208393008372077
BL_pH7_0,0.0027195840636673185,-0.01746754712546649,0.009916900631202303,0.007053218756033027,-0.0003635821637252103,0.005476056986852834,0.008959308760645594,0.010371154156392035,-0.15050603558025927,0.015395832236694251,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4761566893788473
BL_pH7_1,0.004455042100794937,-0.017198308251150277,0.009733279603330987,0.007552901532339013,-0.0002003986858155416,0.005584291561466197,0.008669824000933897,0.00987076537116714,-0.15093865079238364,0.014026144281353643,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48226683949395216
BL_pH7_2,0.004588882949041284,-0.01781361056734686,0.008656827723202499,0.007310905022465665,0.0008264887025174892,0.00661435316114322,0.008699999571494432,0.009248549389126509,-0.15119638063985363,0.014618875533342365,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4811025384560845
BL_pH8_0,0.003909733240371165,-0.01714736190017151,0.010630267647945365,0.007557901487402292,0.00014174805063268416,0.005018751467375651,0.008358494582707468,0.008635932173094026,-0.15597849400309116,0.02042791805351558,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6161936979692529
BL_pH8_1,0.004062773269479688,-0.0179942736207791,0.010309335712505419,0.008087487862161964,0.000405889994100384,0.005904235051054023,0.009822551645338535,0.007832664233510912,-0.15691090622349924,0.020035133109144544,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6417698578516113
BL_pH8_2,0.005289339486347591,-0.018945172816191035,0.008452483953341193,0.006492423914048982,-0.0007102275040486578,0.006743228856636131,0.009088202870410417,0.0075565417694008884,-0.15390125262024607,0.021489323356553264,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6440713470669853
BL_pH9_0,0.0038840801819511085,-0.017187606842945454,0.008745010919545005,0.008113069139097047,9.095896845278473e-05,0.006068607435926149,0.008556840583358124,0.0074516630658636954,-0.1559963049593827,0.02182857298170743,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7292859280132171
BL_pH9_1,0.00416700520755156,-0.014142615383733872,0.00847626481205225,0.00650445420456969,1.8053406282613592e-05,0.004813011335613934,0.009643413484420467,0.006979791520406371,-0.15716200820615758,0.022257520464127482,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7412574926289346
BL_pH9_2,0.003749661168650441,-0.014575066375343693,0.009336664354347664,0.00785021670486616,-0.0001463996214063264,0.006779251215250596,0.00816279454561679,0.008523443495125875,-0.15905448595304844,0.020928811498958137,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.747526246417331
BT_pH4_0,0.00238282129816387,-0.01202838132076937,0.0055455308553317316,-0.0006612082473609761,-7.701080616401603e-05,0.003691470851392849,0.004995344227746778,0.004832206460768762,-0.06508360925090056,-0.05204227145437313,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
BT_pH4_1,0.0028150834791038333,-0.013749162582275659,0.00830960557512615,-0.002916177146784638,-4.240059982175472e-05,0.002144190643144692,0.005107259896138439,0.008177127656729325,-0.0676297718189333,-0.05066086259225142,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004845233155374915
BT_pH4_2,0.0024798585004780593,-0.013962026063514791,0.005170087594053018,-0.0041657903288369585,-7.21239233794417e-05,0.0034313863807398344,0.006353302181738876,0.00563613464974839,-0.0665614465445928,-0.046754490324984424,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001874459798070219
BT_pH5_0,0.002860601489310679,-0.015282620957688144,0.007350178511570329,-0.0033615656035101936,-0.0034353076051110813,0.004883795604109764,0.0071000448484783586,0.005451218863220318,-0.07460513857233785,-0.0394063144825075,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05114127579932972
BT_pH5_1,0.0028441753675756245,-0.016421448619145417,0.006040516558872616,-0.003268131573239099,-0.0004939724132418638,0.004479428495725859,0.007368755636979705,0.007492960461455847,-0.06746850335403627,-0.049018887778663124,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02446646428818786
BT_pH5_2,-0.0010848354936941822,-0.009649628609742807,0.00634434388545544,-0.0024811379789658207,-0.0028027018386384715,0.0030335561202272125,0.008096906771154508,0.007423732125240824,-0.07191931318977605,-0.045406029112637046,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039343210450552515
BT_pH6_0,0.0021169683774528284,-0.01945592378306648,0.010411078897507297,-0.0025443816525132753,-0.0008817928899889411,0.004394717610076717,0.00924344152374112,0.01131467896473149,-0.11434306790485331,-0.008700826192355678,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16172687662413934
BT_pH6_1,0.003936475160653177,-0.018598997267368047,0.011225026680723478,-0.00346963003763686,-0.00042185193170671807,0.004817328328347725,0.0071609514109466366,0.0102753211395896,-0.11970869029669659,-0.003661042280171229,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20214567479932488
BT_pH6_2,0.004602581737158093,-0.017933477608729965,0.009639878307023774,-0.004230630295756071,-0.0004420353925746419,0.005539763004559537,0.007714706758118192,0.012770426341372992,-0.12112375100345711,-0.00498257094103357,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19208393008372077
BT_pH7_0,0.004731386976073616,-0.015607138499617576,0.010195911201122015,-0.006308649127250133,0.0002794368500294901,0.005997075862858609,0.008900154608747237,0.006006804413121681,-0.13655466717870343,0.01391457736492157,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4761566893788473
BT_pH7_1,0.005202816880267598,-0.0157413593582485,0.009049071533524472,-0.005454591974292112,0.0006575158044047971,0.005406187097339527,0.009295288170485392,0.005012941328079805,-0.13635235534737944,0.014479378997955632,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48226683949395216
BT_pH7_2,0.0043294978822055056,-0.01546136154428772,0.009589211396549058,-0.007383536741785379,0.0005312787579453512,0.005503120747921258,0.007913532020605131,0.0082402305709927,-0.1349695556983351,0.013262475209067696,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4811025384560845
BT_pH8_0,0.004619187489151953,-0.01663556348694407,0.009801486393679745,-0.008707571065296297,0.0007877362811047097,0.007052901583197327,0.008939615306646928,0.006934468543723877,-0.13900515085977053,0.017767780659639316,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6161936979692529
BT_pH8_1,0.003849775953137355,-0.015587313544491067,0.009611471795841405,-0.005751614104146543,0.000783001715722293,0.004999703389147055,0.009156062823274863,0.006580646167630735,-0.14099746949970723,0.018910626210272313,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6417698578516113
BT_pH8_2,0.005151411852110987,-0.015724785773326515,0.007997950806241967,-0.008173095191950386,0.00040188253573749435,0.005529565121168676,0.008763052638134232,0.006307262532089069,-0.13904976950067538,0.020351415825602803,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6440713470669853
BT_pH9_0,0.005976023928302786,-0.01586951631728722,0.00792673154045706,-0.006517314060550667,0.0005406240406243691,0.00530887929317744,0.009668412892066916,0.0030299071854223377,-0.140049661376878,0.02154080359670131,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7292859280132171
BT_pH9_1,0.004871426922795566,-0.015801139658559924,0.009544728218537307,-0.0069748842602838645,0.0005425489337547986,0.006397506505574869,0.009687998856863252,0.0050574419080563204,-0.1410034271928927,0.019232692626183445,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7412574926289346
BT_pH9_2,0.00446376640835534,-0.014049064523499947,0.008683779709365055,-0.008632151706387167,0.0008014666256697289,0.006041297441267449,0.009094660651424658,0.005433101023992765,-0.14018049834863,0.0198985336251233,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.747526246417331
BV_pH4_0,0.0022173433281157313,-0.01278724040998065,0.006771462758922058,-0.0031954378424131347,0.0003921959209053417,-0.0038140645736585493,0.005247362395343572,0.007014417178604916,-0.06549811261341625,-0.044793035235741865,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
BV_pH4_1,0.0007815865945556899,-0.012727644362527392,0.006908782918168149,-0.0037147385060139326,0.0012047066442344503,-0.003554971373599507,0.005762322698922259,0.008233216351465037,-0.06328784320665441,-0.04805052691989619,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004845233155374915
BV_pH4_2,4.880724879710547e-05,-0.011831965352530062,0.006976269974332787,-0.002676391426635825,0.0006593146952597999,-0.0022679543317012164,0.005318262159176495,0.0075376128518711,-0.06598052312984415,-0.04622854190190202,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001874459798070219
BV_pH5_0,0.00022017920470756007,-0.01589088830287042,0.008003526401260624,-0.0046010910816814575,0.001099901359690272,-0.005616329903511898,0.007117027708369752,0.008816682147267075,-0.07254478849308645,-0.03504932831810869,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05114127579932972
BV_pH5_1,0.001311334428255972,-0.013307973533544848,0.007723972615988358,-0.0011077101593432212,-0.0005215581846625909,-0.003771845173576603,0.006590975945734458,0.0052018887047534405,-0.06754825723883896,-0.04301593655963307,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02446646428818786
BV_pH5_2,0.0011327227674748593,-0.01431136553702147,0.0072772027390158684,-0.002568985827915046,0.000843959875080897,-0.004446448110367941,0.005591615085368573,0.0079231991375918,-0.07142361613233454,-0.03846339302866355,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039343210450552515
BV_pH6_0,0.002605809209787327,-0.0197449343683927,0.010718744989970455,-0.0035156460689461737,0.0012328317955784185,-0.0031436553419284196,0.008126680459017339,0.012937505530274439,-0.11331804219957275,-0.0043444030991067065,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16172687662413934
BV_pH6_1,0.003192836723249892,-0.018679977501540077,0.009085942974880983,-0.0035851234149025827,0.0010997379927531548,-0.0036210016622815447,0.008257007916336476,0.012473618325007998,-0.11608669240999481,-0.0005814577525724532,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20214567479932488
BV_pH6_2,0.00327556910722152,-0.02011172579520423,0.0110100620628699,-0.004586979163729626,0.0003358927806434431,-0.004012253281214963,0.008282011105962422,0.012298791622338089,-0.11157537237619577,-0.0033611053374150517,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19208393008372077
BV_pH7_0,0.004672924662413805,-0.015295469514701678,0.009732550082971223,-0.005580668564399947,-0.0016753275643872178,-0.005290901270573553,0.00957784523134646,0.007150066624517028,-0.12344038655252562,0.011704257600333383,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4761566893788473
BV_pH7_1,0.002689422772306463,-0.014275560443815975,0.00913206220159064,-0.004259175044362961,-0.0004501182310607122,-0.00531632767909247,0.008619048355714132,0.006572870255812355,-0.1230176410516319,0.011860309534746672,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48226683949395216
BV_pH7_2,0.00439852875859841,-0.01400772551803485,0.007731277152248047,-0.008132708330193295,0.00046315179084954056,-0.005252271398254063,0.00923540750923364,0.009051822140488937,-0.12327292878180741,0.011340337447498154,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4811025384560845
BV_pH8_0,0.003935313108174697,-0.01459982799447101,0.00819283725450868,-0.005305140386133089,0.00028809266407852534,-0.005836753659760173,0.008113637427273002,0.007113550264874231,-0.12572229617963665,0.015375478458793269,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6161936979692529
BV_pH8_1,0.004466484352622342,-0.015803518262894257,0.0091196159840278,-0.007033835479422755,0.00011957152868094662,-0.005535681417778782,0.007881840091684592,0.007713982639429364,-0.12428086826982702,0.014907299712624241,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6417698578516113
BV_pH8_2,0.0036605399134366392,-0.015375958655191504,0.008963679813820385,-0.007561950312684412,-6.150469345891013e-05,-0.005824256082591804,0.008421991507968178,0.007571595727425554,-0.12340279429179173,0.015163548031578896,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6440713470669853
BV_pH9_0,0.003500095139379088,-0.012928441134483914,0.007245815503208531,-0.006382856184373731,0.0004306192161596341,-0.00577013389247915,0.0072787517730308615,0.00448915807125361,-0.12449493691325189,0.01818681984330001,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7292859280132171
BV_pH9_1,0.004147219797191413,-0.015634189167100448,0.008496119295773296,-0.007768214516665623,0.000569993210551532,-0.005994769595563409,0.006960405796442343,0.007886752947841002,-0.12495701814313298,0.017848591219795786,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7412574926289346
BV_pH9_2,0.004116246606344763,-0.013021947108209135,0.008442966811682866,-0.008164645635887332,-0.0007696331648722942,-0.0056224391010144485,0.007491145496783051,0.006390181387896124,-0.12444907683231261,0.017142092420355137,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.747526246417331
CC_pH4_0,0.00021288717732481418,-0.01110464314241772,0.0060645307001212356,-0.0036813432156391755,0.0009363953380481056,0.0029857436761907925,-0.00590618320133375,0.006221864459955175,-0.05741123698651792,-0.04676312408369521,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0032572508755295392
CC_pH4_1,0.0012344946436907923,-0.01318729708700076,0.0067846391560590765,-0.0037156668629335318,0.000675483537109001,0.0026541410953454356,-0.00590804162232772,0.00787757478978323,-0.060516280146396685,-0.044344156781292485,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.004437627208196163
CC_pH4_2,0.0014218523968820996,-0.015690000943191673,0.0074160931291787505,-0.0037809570311852143,0.0010017289545225054,0.002969719087300094,-0.007574170212382853,0.009805270379976088,-0.061243274151954956,-0.04277137088710847,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0011803763326671925
CC_pH5_0,0.0005024017523164341,-0.014793675310261867,0.010073604220929353,-0.0021989955817875656,0.0009903673519906788,0.003736491125562917,-0.011297768976377402,0.00899371088522932,-0.07744716409593823,-0.02700408064962729,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.08114687964645667
CC_pH5_1,0.001964499451543973,-0.01746813503458448,0.008409277395061827,-0.004465857434855856,0.0005467588891801635,0.0036868191024531484,-0.012252440692290012,0.00847343861570825,-0.07858312679211732,-0.018756342778063338,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.11230826956373989
CC_pH5_2,0.0026079556443121123,-0.015698956102132795,0.006302953448308551,-0.0030498779435520593,0.0007522154745200415,0.0034075170204691265,-0.014769818954493686,0.008553011726749982,-0.07603628416748154,-0.020513825363115124,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.09911694942295314
CC_pH6_0,0.0032674604945856596,-0.018472244300596095,0.009584673873108365,-0.00548655916977188,0.00021744424882142593,0.005588838143841079,-0.00856459274240162,0.01304203201733206,-0.11274712177884316,0.005124959935960564,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2884225051673924
CC_pH6_1,0.0036445845469184547,-0.019269371081305588,0.008028733898764072,-0.004297690806181535,0.0006823834987438236,0.0035556163493057963,-0.008911405866560728,0.011303326403317245,-0.1087750382705227,0.005593752049557542,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29127362738877827
CC_pH6_2,0.0021424298944032706,-0.017691372922905114,0.009464986909018909,-0.005007687675888125,0.0003930299437564366,0.0041383278207934426,-0.008607022956661554,0.011625049538586453,-0.10925493571907281,0.004352085890005464,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2957269459022493
CC_pH7_0,0.004995165880283583,-0.018226190010166687,0.009476367128284084,-0.0077767926470740985,-0.000545648717038009,0.005733742992515151,-0.00994306158760319,0.009137727736454944,-0.11659150397971921,0.015295084110744626,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5922068579302491
CC_pH7_1,0.003983303504469602,-0.0174923400969609,0.008182092574627504,-0.007088121350692666,-2.4037743392198043e-05,0.004899194561268971,-0.01015876786864322,0.009893832218063918,-0.11483563870677478,0.014195373630070169,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5480973412378645
CC_pH7_2,0.004669609222075213,-0.018037096189092033,0.008279814193754093,-0.006760551843630234,0.000425458037011002,0.0046777370458711744,-0.010266847131044966,0.008102807080292184,-0.11420982315002579,0.014673783456825695,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5469120935714209
CC_pH8_0,0.00409807216214097,-0.013903541411070723,0.007613907297668251,-0.008291101382802363,0.0004505109365867532,0.0051972752501783185,-0.010291280189286106,0.006940058281888135,-0.11913304768178774,0.01887403745852087,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8455353071301549
CC_pH8_1,0.0038880408733435313,-0.015556887308864491,0.007872166568818298,-0.0060053722949131695,-0.00021716959126617507,0.005749590322375301,-0.009911054670810698,0.0034815288885780018,-0.11992839604292226,0.022182443977698037,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8378107178569503
CC_pH8_2,0.0044434520650817,-0.015896634402806344,0.008594203929862251,-0.007957709452704244,-0.000376959088379923,0.004084403688169044,-0.010426516701345855,0.0071950515618790754,-0.11457341305749569,0.016469012179776376,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8442380625189879
CC_pH9_0,0.004073791191305801,-0.013003250177463762,0.007624211066766926,-0.007004653304491354,-0.0007939982349457946,0.004715548314802026,-0.010049226102621656,0.004072073722339195,-0.11949207519707473,0.021412469504967974,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.003926186226973
CC_pH9_1,0.002921615897313408,-0.012653510611018406,0.008520945603756802,-0.009416621541199476,-0.0003773495797877724,0.0036885068079699633,-0.009973764484343322,0.0055066191761390035,-0.11718457165295666,0.02052302129080762,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9964236708955914
CC_pH9_2,0.0038479157634403395,-0.015764626569074135,0.00817463059140288,-0.007511226560758508,-0.00011827348205058358,0.004717326238751411,-0.01005837301845136,0.005669092124570973,-0.11584195279718744,0.018440378431392755,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9996501428774356
DF_pH4_0,0.002571586777010689,-0.011488966488319893,0.0063578278441791935,-0.004139425017587517,-2.8176124653088842e-05,0.00545514725310647,0.007998901858277943,-0.002391495900633541,-0.06586483135819436,-0.04691567646258552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
DF_pH4_1,0.0023893126926344374,-0.011295254760138368,0.006343261910521468,-0.003817580366588156,-8.920353391894713e-06,0.004026026060075864,0.0071496972344491806,-0.00223855217837769,-0.062171429520391897,-0.04882166863621577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0004845233155374915
DF_pH4_2,0.0022415290060250658,-0.011127007778572,0.006108839268917621,-0.0035143575752558925,-0.00036545370907887067,0.0025111884996294985,0.0059430271516675535,-0.0019340630539733423,-0.06135196875132944,-0.04695684058672708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.001874459798070219
DF_pH5_0,0.0018218231913836108,-0.013113239563029745,0.006850049646328325,-0.0032898931545407885,0.00021873263885145702,0.004228503763999628,0.007490712838328404,-0.006735563734951226,-0.07037295125262892,-0.0355432823041211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.05114127579932972
DF_pH5_1,0.002246163160256717,-0.013065825898362242,0.006833360381424427,-0.003212613612413407,3.283083924780794e-05,0.004414760763554469,0.006730767512774987,-0.002778513569222843,-0.06297212391605843,-0.04667391338426135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.02446646428818786
