Experiments,CC_OD<--AC_OD,CC_OD<--BA_OD,CC_OD<--BC_OD,CC_OD<--BL_OD,CC_OD<--BT_OD,CC_OD<--BV_OD,CC_OD<--CC_OD,CC_OD<--DF_OD,CC_OD<--wt_OD,CC_OD<--pH,AC_OD,BA_OD,BC_OD,BL_OD,BT_OD,BV_OD,CC_OD,DF_OD,wt_OD,delarc_OD,parc-_OD,parc+_OD,pH
BV_pH9_1,-0.034825415516211454,0.005889543922638278,0.009257517577472913,-0.014563389768742998,0.01669720198068281,0.002891232080393189,-0.09106220128338623,0.03551170438609045,0.006899452477531589,0.0013397275591674057,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7412574926289346
BV_pH9_2,-0.028777791013961412,0.003889130515491833,0.00864541728272224,-0.013314375699315546,0.012990860475490437,0.003463850502613124,-0.08720680167230413,0.025132487865225615,0.01297188337892294,0.00024071241081084893,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.747526246417331
CC_pH4_0,-0.021752202679180422,-0.007475435487450221,0.011830433812194865,-0.011626219077278739,0.01748718913528136,-0.005475204688466521,0.09960826490246491,0.02909392888197149,0.007840819794623912,-0.1814962010274884,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0032572508755295392
CC_pH4_1,-0.022726554496153056,-0.00961079701614242,0.00730336230956828,-0.010781081177334745,0.012671734810827055,-0.00531872447995145,0.09990124662852161,0.025802000763461647,0.01319772511133519,-0.17240353888745988,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.004437627208196163
CC_pH4_2,-0.025769094694304554,0.000524140353334824,0.012418656347461204,-0.010871511933029343,0.020166247441261276,-0.0032888172383156986,0.10354568442441121,0.01693346045718974,0.015806784848581355,-0.1914301764399178,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0011803763326671925
CC_pH5_0,-0.03336666494385218,-0.03343642955726904,0.02052412801604394,-0.017225578241050248,0.02719313318947451,0.008999765425485196,0.11804133114020302,0.027826402172972647,0.015098435215894945,-0.14181533241350927,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.08114687964645667
CC_pH5_1,-0.03206493744783548,-0.051310466938480015,0.03134150984362982,-0.02902566009393448,0.032194961029732516,0.009248112160003864,0.16251240288858992,0.05345753504995905,0.021712229424662405,-0.0826773474715731,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.11230826956373989
CC_pH5_2,-0.03624192859187885,-0.047711837506832805,0.027056260850007195,-0.019944003074298326,0.026053177337668345,0.005345140244285373,0.14200393582258944,0.037259548984508485,0.01758329991969969,-0.10301264208042987,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.09911694942295314
CC_pH6_0,-0.04742657408518112,0.02759956460026012,0.03916530227101328,-0.03939909473674007,0.056027340566860935,0.019246926790143816,0.3899869096285218,0.07459723302304905,0.04674474785114516,0.3425598502000185,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2884225051673924
CC_pH6_1,-0.03789291830439848,0.03178986034953318,0.04576848396408857,-0.031461385880475444,0.061343665409873696,0.019742263139063587,0.40384359738576925,0.0749122748633786,0.03800813454967599,0.3036602511251365,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29127362738877827
CC_pH6_2,-0.04555522267858539,0.02039093581969729,0.04384418752135546,-0.027031857737684205,0.06219776746300658,0.024820762683698185,0.39915988260060137,0.08514909146151142,0.038965761624074176,0.3087289763461677,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2957269459022493
CC_pH7_0,-0.13344727653918947,0.06513420787812006,0.023603355130281948,-0.06891210949635537,0.061948484295533714,-0.025254959417608275,0.2558514616129232,0.08047019827554162,0.03771279975397351,0.08627979933456316,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5922068579302491
CC_pH7_1,-0.11492305540925138,0.056022149054232334,0.023769800128698674,-0.0781269942375872,0.06212458834057147,-0.019055939612697574,0.2818815500411691,0.08139662171602653,0.03194993991506002,0.13701583575416842,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5480973412378645
CC_pH7_2,-0.11266656867309434,0.043247653702982565,0.021844490046268733,-0.05618230314874699,0.05596162706927355,-0.011684077375305253,0.28595391271565024,0.07655336655939564,0.02964645077008754,0.13149382275083796,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5469120935714209
CC_pH8_0,-0.1435256335739573,0.016550817449334204,0.023122274150120345,-0.061920048810906056,0.039742130433492694,-0.013174981452099494,0.14975665348602216,0.06273164183306305,0.021621988871256298,-0.09838363675430983,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8455353071301549
CC_pH8_1,-0.13125146554236344,0.02355180743039059,0.016735340718017976,-0.050300508646760146,0.04839512587899505,-0.01501257707628057,0.14780683997775548,0.050679980385846084,0.02938252427453255,-0.11412870110954032,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8378107178569503
CC_pH8_2,-0.14621954743041776,0.024811650801996665,0.013837243808919321,-0.06648869614106726,0.04314047310582321,-0.010161518849756407,0.14567266464699063,0.06794865598395956,0.02521731262894995,-0.099669106665533,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8442380625189879
CC_pH9_0,-0.1119326807513995,0.007950617382910266,0.012929132145363837,-0.040789926013271534,0.022570276424572197,-0.004438257866650415,0.12501071421844556,0.04703105740431372,0.017198402377594596,-0.13749396177464285,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.003926186226973
CC_pH9_1,-0.1104543099727522,0.027342432515047813,0.011282231534740112,-0.04366297931258527,0.01957397097316773,0.003626650392189221,0.12221655903687777,0.0410895914062554,0.018453212939202792,-0.15143198609124345,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9964236708955914
CC_pH9_2,-0.11939073254217636,0.005732310812555903,0.006903969128261847,-0.030708326715267388,0.028884357570204886,0.006347604483548227,0.12162747577652741,0.04749606843693587,0.01706954583910334,-0.14592689922302154,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9996501428774356
DF_pH4_0,-0.005144169393866122,-0.006336825902917947,0.007489342169390747,-0.0022220146680331757,0.008386577636448908,-0.002105760046827566,-0.03370537024983407,-0.009720679897329082,0.0036805378196194116,-0.022286263574825837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
DF_pH4_1,-0.007111639485937421,-0.00500698511276151,0.009344066022085432,-0.004644581702254389,0.006047423882005005,0.00018728347059906279,-0.029783938366454096,-0.009720679897329082,0.004738641164022619,-0.02601421463252652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0004845233155374915
DF_pH4_2,-0.010669709201395997,-0.0012725723617831647,0.008568032762217941,-0.007172417032289439,0.006235828336389006,0.001570908531911024,-0.030902278764558064,-0.007898052416579879,0.004345837739276012,-0.02477020220719683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.001874459798070219
DF_pH5_0,-0.011707165691718134,-0.007352486843567179,0.00878193547129226,-0.004398564131242101,0.004986178800564909,0.0006388012083935675,-0.02264414883076983,-0.011223589678335451,0.0036408738168361397,-0.022686458337424404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.05114127579932972
DF_pH5_1,-0.010578316901506775,-0.002067819358173595,0.010853683658288387,-0.007356281938011072,0.005764037961160521,3.238966931467581e-05,-0.036944548038705054,-0.008998429725027604,0.007707549041623006,-0.020376890742361705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.02446646428818786
DF_pH5_2,-0.008986574143130819,-0.0067601010629542825,0.008167710431608495,-0.005034600566849924,0.002491283549360283,0.001080653870012612,-0.028610266203000004,-0.009245107337508513,0.005561086837829942,-0.020628711545495722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.039343210450552515
DF_pH6_0,-0.012329412385942819,-0.005022056530148762,0.011622270442666892,-0.010042470823163573,0.007810785029711119,0.0006145233346108838,-0.05449148796276068,-0.016533266258142564,0.00546579951076242,0.010940689903521993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.16172687662413934
DF_pH6_1,-0.011576061313971875,-0.008690888590645046,0.009576043215904223,-0.009171445836900206,0.00995376405670591,0.001748920925487968,-0.07842090474654231,-0.01624863313591999,0.006034064130128726,0.03483051486242481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.20214567479932488
DF_pH6_2,-0.011003855395981149,-0.0065570240052740866,0.00653408114636398,-0.009005899076127324,0.00884965024402608,0.000638507319432076,-0.06510877403876056,-0.015262776057681313,0.007234854708607914,0.02171660872206659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.19208393008372077
DF_pH7_0,-0.019604723751038798,0.013178766375083634,0.009782275285004924,-0.011082015975742883,0.008887359879040362,-0.005536831722736521,-0.06307262514312953,-0.01922101536198803,0.005678250519052633,0.019025935237498393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4761566893788473
DF_pH7_1,-0.01794529971231342,0.00647074919032014,0.00824513747174617,-0.009417935070156565,0.008782929561769022,-0.0017185504726417676,-0.06641179989871529,-0.01832132716946628,0.006576884742016377,0.02177458642516286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.48226683949395216
DF_pH7_2,-0.014926353047561389,0.005535119869037652,0.010354766676647831,-0.007493560606634001,0.009406531903406849,-0.00014742942071398218,-0.06652427421710656,-0.015432289755376787,0.005238195885397979,0.01202466680597433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4811025384560845
DF_pH8_0,-0.023355925775072336,0.005931414157334389,0.007423361252345468,-0.01227989340707174,0.009777016674836532,0.001348441782933863,-0.05352809774608391,-0.015043917708908734,0.007420682164273508,0.01034229217208517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6161936979692529
DF_pH8_1,-0.022557485651670272,0.015602521124781799,0.007551750592563464,-0.013785068169539871,0.007649903715102244,0.0007451370446537824,-0.05606186405836564,-0.015489497507072016,0.007492487379552231,0.006887489096666484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6417698578516113
DF_pH8_2,-0.020673645635378424,0.008601242308808573,0.0062649701097372765,-0.013140853840716022,0.009619684899731985,0.00042412863750739655,-0.04598883955567347,-0.015409185172099134,0.0042957088094123675,0.004042163005341654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6440713470669853
DF_pH9_0,-0.017738412243678517,0.003877502501962463,0.00668182076552235,-0.016525902127057478,0.00820562113481371,-0.0011847680420412313,-0.04103111092649077,-0.012264815028756858,0.006512356880728315,0.0015030805642068717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7292859280132171
DF_pH9_1,-0.022638393110676634,0.006313010638114064,0.007558992694374983,-0.011697048826912502,0.007356482709596015,0.00012074795905905609,-0.0508430716467252,-0.01273515318479875,0.008826593376250693,0.0057732135807568915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7412574926289346
DF_pH9_2,-0.018600827839691195,0.009002952251846538,0.008211574677641139,-0.01157681358370768,0.007535146185115952,-0.0010405604115120409,-0.039826429882592974,-0.01219060269953764,0.004803693919624808,-0.008282759050514708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.747526246417331
comm11_4_1,0.049849258026148646,0.017062729528710335,-0.020202279031104612,0.008211014245322947,-0.028844222549814728,0.006984882707272293,0.1025280989382072,-0.07893925521294988,0.010946949510430187,-0.1295618025955501,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
comm11_4_2,0.058917381276437274,0.01631706088006942,-0.024194316738740666,-0.0010344599799819911,-0.034126594553995145,-0.0012368242140940358,0.0993631806302532,-0.06981596950325185,0.012685660690109691,-0.11883974505659273,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0004845233155374915
comm11_4_3,0.05879854087560922,0.011036765944546733,-0.027971191582695135,-0.005191618814892338,-0.025353823925783534,0.00027648017898647506,0.09506244695234194,-0.05222084576643638,0.007394696759950856,-0.12379607720396718,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.001874459798070219
comm11_4_4,0.042323327944006596,0.009948011973579213,-0.028367717116058847,-0.00416048064195227,-0.0202073215698297,0.0016297656558352809,0.11093744787367305,-0.055171368862502276,0.008270591352965036,-0.1271668829227818,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0053181834532889495
comm11_5_1,0.04848217666852691,0.049934443279078373,-0.05836238576833199,0.019995365883628633,-0.035318776320909025,-0.009051361053513925,0.10186847229802011,-0.07593582655859948,0.012275685409043464,-0.09657198260836909,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.05114127579932972
comm11_5_2,0.04928801097340233,0.01909085760540936,-0.0379296112097496,0.006203766156585238,-0.024362008064003335,-0.0011283472429394073,0.11016727305948734,-0.06620247204696922,0.008723510465807402,-0.12581560613035792,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.02446646428818786
comm11_5_3,0.04200850756413749,0.0524794057527881,-0.06249304904637897,0.014039645219859467,-0.04537507777314875,-0.0075402688273512155,0.13097297523352933,-0.05295602397471868,0.011334717400048088,-0.1398258815556461,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.039343210450552515
comm11_5_4,0.05146275864235814,0.021635443891611192,-0.03243123927472523,0.0001386396531218115,-0.04255333433363019,-5.270233256337376e-05,0.11526615471280506,-0.06405932214936119,0.0120003529226043,-0.13230715282382843,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.02826352230444504
comm11_6_1,0.08449398133934109,0.07495326861076097,-0.06441366814962668,0.03987691292422824,-0.046580738255642753,-0.025115666562671085,0.1808759833189011,-0.09762554617796054,0.01811901846151475,0.025749050672115442,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.16172687662413934
comm11_6_2,0.08541381534877353,0.08621536466773885,-0.0567719091179416,0.06316119276478115,-0.055443700552644685,-0.011772453059320865,0.23012727913563136,-0.11218025574430256,0.019910463371577296,0.10125148035879449,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.20214567479932488
comm11_6_3,0.10046343142936089,0.0831968638265971,-0.06257098671585405,0.0463307877085374,-0.047161499532648234,-0.015470254174990426,0.23428701093455812,-0.0935748680894587,0.021074422905120346,0.07962532409350388,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.19208393008372077
comm11_6_4,0.11225281128006909,0.07443422435175465,-0.053850128044141465,0.08648896275250163,-0.07398254603071587,-0.0032587661299571073,0.21347126162656496,-0.10127932534112757,0.02648724457775445,0.06490616113337201,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.19174196501252805
comm11_7_1,0.16269156966743104,0.007457880823134,-0.030520004174297528,0.06101159294140928,-0.1099409570669472,-0.0006720006711902467,0.25949719568785357,-0.2200832903497529,0.034565044378598586,0.1128649823641425,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4761566893788473
comm11_7_2,0.1436961779719644,0.005258487024617832,-0.056909381337362626,0.06973912293055987,-0.08437520923923053,0.0011288315744604875,0.2680535849175699,-0.22086761790044276,0.028206242469706294,0.12050802811636065,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.48226683949395216
comm11_7_3,0.17118537727313166,-0.023369234770222614,-0.05934619527062117,0.061924174712140775,-0.09006257021951529,0.003359877928261365,0.2675565935571616,-0.18567426872287837,0.024925275096902632,0.10440999453315387,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4811025384560845
comm11_7_4,0.14292600540682154,-0.02616100423842791,-0.05411012219826934,0.07968670778938203,-0.10053370575051065,-0.0009593463838404123,0.28798773739006084,-0.2142860780498924,0.02712301420184541,0.13323581595034542,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4811025384560845
comm11_8_1,0.12869912152704985,-0.032419752721097705,-0.050076183156292545,0.08875852023813184,-0.10167698083000015,0.00015088608402394221,0.22481579286167816,-0.15653899568806243,0.03483923199647311,0.08372388561377708,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6161936979692529
comm11_8_2,0.19276086610033297,-0.07321896799409801,-0.045845374325594,0.09262351520157053,-0.08835081724252594,0.011008948610498288,0.22390182186945584,-0.18976784776288852,0.030395162590050505,0.05642448842920282,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6417698578516113
comm11_8_3,0.13166106760319649,-0.034978173629168184,-0.038314025943906496,0.0822568458834987,-0.11301872850350182,-0.001270732405777689,0.2565845193781222,-0.16839559644253158,0.030350233476163585,0.06412530190387296,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6440713470669853
comm11_8_4,0.16949163932844227,-0.04676201216856263,-0.0439975047018885,0.08155366591582805,-0.09556620373572829,0.010534240912909257,0.2352258798640991,-0.18244713797289672,0.02655935638963813,0.056225865075931615,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6395779816459941
comm11_9_1,0.16115881467708795,-0.07368969966773874,-0.024815444430063026,0.06689444592637617,-0.07306699742927501,0.02621532786693222,0.21735199624480198,-0.16148795483218834,0.02787521992880932,0.00810156762377238,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7292859280132171
comm11_9_2,0.14981339670874624,-0.06854406449300963,-0.03011351385467645,0.07775669276694082,-0.06857631711603102,0.02006509996322996,0.19443328448176464,-0.14157961468981664,0.026130789694902682,0.010310179878066743,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7412574926289346
comm11_9_3,0.1366411349866742,-0.08519452195351375,-0.028539890775295035,0.05999548688019705,-0.06255814122871253,0.02983073529514038,0.20845006822502124,-0.17186965994278736,0.026349807338100745,0.05118125656012284,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.747526246417331
comm11_9_4,0.17333031297266568,-0.0738094150920844,-0.03271681431635363,0.06453812558376029,-0.07350782588508951,0.04649170802157049,0.191691164220987,-0.15829114925516163,0.027504686319836144,0.004608668872843616,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7409024335149471
