Experiments,pH<--AC_OD,pH<--BA_OD,pH<--BC_OD,pH<--BL_OD,pH<--BT_OD,pH<--BV_OD,pH<--CC_OD,pH<--DF_OD,pH<--wt_OD,pH<--pH,AC_OD,BA_OD,BC_OD,BL_OD,BT_OD,BV_OD,CC_OD,DF_OD,wt_OD,delarc_OD,parc-_OD,parc+_OD,pH
BC_pH8_1,0.08310038418873499,-0.0832467929087579,-0.07034671768384136,0.03167077980611634,0.012275634838835054,0.03867599856756304,0.07770595589733642,0.025446214071758427,0.00435806499227233,0.35863522196350534,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6417698578516113
BC_pH8_2,0.09275782979053,-0.07698096276058451,-0.07044512013702289,0.02831406240230021,0.0036986574465813866,0.04332101670782201,0.07058249017790608,0.01891666846187866,0.004824016752612327,0.3649614519650197,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6440713470669853
BC_pH9_0,0.07806064991037485,-0.06691215448486414,-0.06769987775579746,0.032938892012057096,0.003585788593020126,0.03654738088502832,0.07125261579923657,0.020505641740139417,0.0008562530115570633,0.43577385160424126,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7292859280132171
BC_pH9_1,0.09179162025370671,-0.08814315595218669,-0.06719478231247353,0.03519824266271746,0.010137245274432341,0.03911918045224057,0.07749823453876636,0.01121547701485131,-0.003661727772458753,0.44834049353214056,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7412574926289346
BC_pH9_2,0.08417639816422827,-0.08059289308264851,-0.06610390626865885,0.030262328720773043,0.0029492909825690437,0.037185260290684904,0.0728472184616586,0.019871506737950056,0.005533897265305982,0.4530899419522155,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.747526246417331
BL_pH4_0,0.03483208502845271,-0.038649602415768994,0.008605560182553275,-0.02455963552646015,0.003885403115950196,0.01663816560545693,0.026139424486166758,-0.018445512067688553,-0.0014005902620113425,-0.347408831441046,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
BL_pH4_1,0.039284956625298316,-0.03642227109440643,0.005782773821088285,-0.024610805864567344,0.007624642908897086,0.017302979353977285,0.032181210340527094,-0.028496436182733457,0.003260951963779716,-0.3552345333118802,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004845233155374915
BL_pH4_2,0.03455959236330313,-0.04791257867751563,0.00846059211084377,-0.022786465215942135,0.0027492100818325553,0.01814177021303254,0.03948810683644337,-0.022670076815006535,-0.0026956065387829494,-0.34597423657531967,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001874459798070219
BL_pH5_0,0.04031265455338618,-0.03943067560377327,0.008091698748909913,-0.02056304058141034,0.002715415500266392,0.016387090325841437,0.03226234372624238,-0.03509620675007286,0.003117979762508813,-0.31612357919630796,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05114127579932972
BL_pH5_1,0.043158991696394006,-0.046918470482139485,0.011156621003604454,-0.01979396907369729,0.004866526989347257,0.022336700214477992,0.037473792347085214,-0.035261120210685164,0.00244948932577086,-0.3395670301199931,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02446646428818786
BL_pH5_2,0.04143005010226498,-0.04284619843911219,0.0035250219022450284,-0.021451738306685637,-0.0008039354532957145,0.021110674525894543,0.0374087604313441,-0.027817318575537733,0.002477627494574889,-0.320499675049568,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039343210450552515
BL_pH6_0,0.052400203343156884,-0.05837138923047029,0.0011616942464657456,-0.026922803273343524,0.007146381585980234,0.013209017577540604,0.03420308911606021,-0.021984786873926302,-0.005119752382616639,-0.1887294669198277,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16172687662413934
BL_pH6_1,0.053005390493604164,-0.03997940091659193,0.002448760199805968,-0.02519529446797526,0.021354985344831056,0.015676251904957972,0.026810042146269388,-0.025920085071221642,-0.0010509050783255869,-0.1424242493996154,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20214567479932488
BL_pH6_2,0.04847363654605072,-0.0389554278390563,-0.00018652316263836476,-0.021732520878962845,0.007812312657580439,0.008962662505066913,0.03235068855726201,-0.015206952595516398,0.00346312084599681,-0.16018923188600204,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19208393008372077
BL_pH7_0,0.07772708637882833,-0.0350581398654891,0.009455972890491071,-0.11551680745637931,0.029947925640837002,0.030068840260576955,0.04797331760758938,0.008910098312341653,-0.013003874277777012,0.13906689541009454,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4761566893788473
BL_pH7_1,0.07924406557222423,-0.04114609405155416,0.013777559341295908,-0.11636938848897167,0.03271115099201382,0.029367755404471042,0.05410551931547082,0.009025154469291793,-0.00811287381240854,0.14199753892081587,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48226683949395216
BL_pH7_2,0.06478040539538081,-0.02517398530131449,0.008018835412905266,-0.11615306558654363,0.03708045818478516,0.034389461754294845,0.04254232307005186,-0.0009073780946757476,0.0012575763763616923,0.14590163378368903,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4811025384560845
BL_pH8_0,0.08535902120577901,-0.023667780838744802,0.015842437750619394,-0.08355556518811247,0.02456443409394958,0.03908076645968401,0.06854886142860937,0.011482312759465502,-0.006384923960203727,0.33683436565830016,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6161936979692529
BL_pH8_1,0.09598626696707113,-0.06229715590972616,0.025912058071597754,-0.08540998910918182,0.02075207512015882,0.03896675989922622,0.07138389598254273,0.00885009820289586,-0.007927538241543205,0.37947798115565734,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6417698578516113
BL_pH8_2,0.10520693770731274,-0.05625373769308562,0.013622403477683011,-0.08402308076944041,0.017659619159834543,0.043326394187043545,0.07000495803016034,0.017725812071205483,-0.00259201145204513,0.3626007333082025,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6440713470669853
BL_pH9_0,0.08257643594770973,-0.038143936842679985,0.024594405800428088,-0.08297879686984033,0.020476941653405842,0.03380499556741636,0.06965557814697208,0.014311421782426219,-0.014368561963024351,0.43089168046641624,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7292859280132171
BL_pH9_1,0.09159424408622409,-0.0663936947464295,0.018229998064267887,-0.08428855378180743,0.018208248808818016,0.034326163646157676,0.07465406744052534,0.0258051727331527,-0.01149451523614318,0.447678252597056,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7412574926289346
BL_pH9_2,0.08476739740323117,-0.05191028067842124,0.017229987336727596,-0.08390742148556139,0.023822782703715826,0.048987444531496435,0.06655409922499372,0.008311489840726485,-0.007352287024259571,0.4457429254670506,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.747526246417331
BT_pH4_0,0.021115759302578533,-0.04093015648586595,-0.0010003364806913822,0.010257968424778913,-0.04096077574983887,0.009429314159990656,0.02952790756750365,0.0010681284478177178,-0.004432819034580303,-0.34123487674833636,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
BT_pH4_1,0.027454083989495816,-0.03797552857386028,-0.0065757635000931155,0.01371474438792338,-0.036768858711356704,0.008658341256820636,0.026279184866858565,0.004682529189664385,-0.007807476848525847,-0.34720038769442757,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004845233155374915
BT_pH4_2,0.026101797936565196,-0.05651320832983956,0.0026594373348938403,0.011899837504100539,-0.03658451886280723,0.013840037385082772,0.033603029576656625,0.004950558680069182,-0.004370506967863313,-0.350052131684092,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001874459798070219
BT_pH5_0,0.0374815079861361,-0.039804339834853354,-0.0005352803020049711,0.004712880951878814,-0.03747844828859619,0.011947774354206478,0.02674634377593579,0.0004292295800279018,-0.011898396644417357,-0.31713746606412796,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05114127579932972
BT_pH5_1,0.02969149715469584,-0.04397463652021858,0.008110399232448443,0.011110749439052912,-0.03457811359963987,0.012206414746849432,0.028173662516409938,-0.004035629421958456,-0.010483743961414565,-0.3361644742006194,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02446646428818786
BT_pH5_2,0.03582819045885748,-0.05804743572583663,0.011060982314950743,0.008359017373751035,-0.037201349189423985,0.013945974050008723,0.035801898946418706,-0.001269789567298216,-0.011257502122417742,-0.32966704203301794,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039343210450552515
BT_pH6_0,0.060802725113766366,-0.06945580999245463,-0.00047080719438583475,0.017825909610027856,-0.022792705028601312,0.021560974709851584,0.041288792800320225,-0.027393193931683244,-0.017721648019455048,-0.17573815509838903,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16172687662413934
BT_pH6_1,0.06428945420390886,-0.07526575190136611,-0.014508951532290027,0.018733073244600194,-0.04013563440869684,0.016192148505183666,0.033152937750615494,-0.02039699127249744,-0.019692841125247263,-0.16029716951610598,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20214567479932488
BT_pH6_2,0.05093870431508704,-0.07870422209248594,-0.009935114891470774,0.02015030063445802,-0.0362465171645517,0.018684748543183437,0.03793309972257069,-0.007867805939977587,-0.017670012478433222,-0.1639929284471209,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19208393008372077
BT_pH7_0,0.0746540986843731,-0.07718270933660473,0.012832928559864336,0.03985491285667471,-0.13131491223917058,0.03147997494220085,0.06584133913740516,-0.011177008641964721,-0.025904342360470616,0.1301905937671013,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4761566893788473
BT_pH7_1,0.06569313995378175,-0.07520957465809977,0.0071520116487922905,0.042540852616986494,-0.12398916293907429,0.034530647907244125,0.06673464994796592,-0.009111708823753438,-0.027115943912902618,0.14257877451894077,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48226683949395216
BT_pH7_2,0.06903845622163753,-0.07315251719206571,0.009122003831941158,0.044313485863740024,-0.12724090870307841,0.032738777155299534,0.06530145438468976,-0.010374309203546981,-0.027846870879116265,0.1391699900680586,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4811025384560845
BT_pH8_0,0.08008187207514825,-0.05918383139307084,0.011628689904413793,0.03462610524714642,-0.09272273034181282,0.03879752766664911,0.07812041312537113,-0.005867992844432593,-0.02532001598454689,0.3465290541485276,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6161936979692529
BT_pH8_1,0.07635270945241918,-0.04891966622484767,0.003626495984423416,0.030651700540405252,-0.08439575937941021,0.03816530908903349,0.07634550568688175,-0.0034248020694307713,-0.023653554411038114,0.381025825691126,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6417698578516113
BT_pH8_2,0.07948851062875727,-0.06723286247123844,0.006906555154887228,0.037074855341697514,-0.0837850096627422,0.03726388916292267,0.06966205557565326,0.009034777358984164,-0.021244689412415023,0.3816850972256582,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6440713470669853
BT_pH9_0,0.08035677617172832,-0.07027220434873649,0.0019165360052948274,0.03447338278364876,-0.0763899940657227,0.03353501392204476,0.0711380425605761,0.005930421413934757,-0.01824398509348217,0.46415307761939323,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7292859280132171
BT_pH9_1,0.07657902361582156,-0.06744955231557073,0.016762829866746192,0.03525273906876859,-0.0758945096640483,0.033190074132188496,0.0667128550892939,0.001842686048830334,-0.018913476583750356,0.4663382195899991,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7412574926289346
BT_pH9_2,0.07463177648575407,-0.07064433287748176,0.010354633041374049,0.032463477006101076,-0.07621900376256395,0.03860599435056033,0.06431042166669731,0.0030486962239703354,-0.015502190869301545,0.47746900113623425,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.747526246417331
BV_pH4_0,0.029068093975277053,-0.03322396519067495,0.0009016207621797285,0.01223222839038657,-0.0011550526134669814,-0.03850692573772824,0.026147189520947325,-0.0003939683047001827,0.0017286946397760642,-0.3548960431333145,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
BV_pH4_1,0.04174822322376397,-0.04764340214998179,0.002194730615972176,0.009808798289007466,-0.0012620556297833513,-0.039934850923069136,0.031764396171530956,-0.0034209668288088368,-0.0006972110117583161,-0.35088798701601176,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004845233155374915
BV_pH4_2,0.03343821299302836,-0.047551487774142746,-0.001014979602364095,0.013151411495940839,-0.0004238445676215312,-0.040924194207334,0.028485789618090448,0.00799240884006671,0.0008424654837859666,-0.35247993996771776,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001874459798070219
BV_pH5_0,0.035289903398117294,-0.06532501270346668,0.0015257463839067067,0.009502284941465955,0.002227060361562859,-0.03853377327484929,0.03358604774283974,0.0025271202559056442,-0.001446612548568979,-0.309971906648058,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05114127579932972
BV_pH5_1,0.04005388669993566,-0.05912664291165444,0.002207148173095091,0.012362470474580058,-0.0015336046424572897,-0.04128091585862896,0.02955778091255089,0.010293991892072165,-0.00013947928000403455,-0.3444140655733645,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02446646428818786
BV_pH5_2,0.03751224512396299,-0.06892527193559903,0.003871091311068639,0.013519716889637967,0.0018925692821326464,-0.040958368433234485,0.038579714563067836,0.008930942554674718,-0.003499239492837499,-0.331007700458007,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039343210450552515
BV_pH6_0,0.04966844106497974,-0.07334437300005688,0.007717131573058992,0.009831248883805844,-0.0014928515109679042,-0.02187332877322384,0.03941715437999886,0.013610673869109668,-0.015610090879642448,-0.16814476377209245,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16172687662413934
BV_pH6_1,0.044006017134727335,-0.056369303996958164,-0.010674653443629323,0.013619698491757322,0.0050907715580061725,-0.022505146457773188,0.03583255258834232,0.022021363690171544,-0.014582601314329577,-0.13155113896112083,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20214567479932488
BV_pH6_2,0.04635628629475831,-0.0548553335658558,-1.6808198845908136e-05,0.0112183069664499,0.004602144311141706,-0.02570999500544174,0.03874037607937404,0.006717982280027607,-0.02014203703435866,-0.1418278398267601,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19208393008372077
BV_pH7_0,0.095966024003599,-0.05058476054878987,0.004592472297017989,0.030167533441892144,0.018848353393537843,-0.10286737877713596,0.07896373747969448,0.011486739099997527,0.0015009534674817965,0.16170523685281693,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4761566893788473
BV_pH7_1,0.09233825535068045,-0.04008855941988851,0.017348231327436535,0.028275132410066284,0.023006759523211618,-0.10201619624443678,0.0792657805525738,0.0014161807671189256,-0.005360669924513157,0.16555941608531968,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48226683949395216
BV_pH7_2,0.1039735641654419,-0.04035241983183052,0.016507606077129432,0.026939046006325806,0.019997160665528934,-0.10473848777944621,0.07177905305410205,-0.0027356161403915154,-0.007962964797473469,0.17443826563980264,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4811025384560845
BV_pH8_0,0.1107539486463951,-0.049380016267785515,0.010074325890644744,0.02486352808692533,0.0031285534896280435,-0.09235337822009686,0.07807444464820235,0.02958406897423707,0.007315911939772565,0.3285903006071306,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6161936979692529
BV_pH8_1,0.11369111312310334,-0.056748230266992154,0.014797780853898625,0.029462121848988804,0.009613142433049886,-0.09082428336953342,0.0788751225222064,0.00310049600332327,0.006493025654521969,0.36255020131721455,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6417698578516113
BV_pH8_2,0.10834823982790108,-0.043159805998692034,0.015912755250768806,0.027116805330404763,0.013982819674293637,-0.09308616498890135,0.07371980257089371,0.00646368585769897,0.0015658503187739351,0.36197874894689613,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6440713470669853
BV_pH9_0,0.11547150070900501,-0.0798773823597509,0.01754529166318799,0.034498894505364724,0.011495788771983076,-0.08725002313761607,0.08112046649436587,0.010872907083805491,0.000996978986684408,0.4310907041524415,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7292859280132171
BV_pH9_1,0.09804262713002772,-0.06942974568304158,0.019000792700959283,0.030308956976818,0.002913502427222924,-0.08832044573419769,0.07638239080329302,0.01517800973080422,0.014509570758951748,0.4460666082726549,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7412574926289346
BV_pH9_2,0.10060870134069223,-0.06994919243876054,0.012458154986733961,0.030176368734758832,0.01415914969518781,-0.08729430433524688,0.07668347544320248,0.015722892338652966,0.007395184767311026,0.4495146865260017,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.747526246417331
CC_pH4_0,0.04365854820722471,-0.04877018476633923,0.006093372229648672,0.015651173931748974,0.0003069468020744899,0.01111160074239192,-0.05766377281559553,0.006436202447537497,-0.0016481046524384772,-0.3239829464078598,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0032572508755295392
CC_pH4_1,0.045216833040442155,-0.02967040733150812,-0.0034477986978447995,0.012434830713369273,0.00013807706129939442,0.013429251699505942,-0.05538478398776572,-0.004461094919268205,-0.0022464742948827545,-0.3264208847592058,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.004437627208196163
CC_pH4_2,0.03897682435243673,-0.04659907948144752,-0.0011397058711103759,0.01464717968650487,0.005416884437689311,0.01211337962795211,-0.05607505933098171,0.014079812016824006,0.0027380174519899074,-0.3333986982354975,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0011803763326671925
CC_pH5_0,0.053113891930197894,-0.0766404499882913,0.005156233986110791,0.016851418770687736,-0.00035733953280293326,0.019037901993193055,-0.05611553589448983,0.019055443764866696,-0.0004380053864872991,-0.2665960437035108,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.08114687964645667
CC_pH5_1,0.058592692565820774,-0.0725670759120713,0.003711533845280822,0.008834210095684164,-0.0004798733459218678,0.019445240167172063,-0.05479225439383932,0.009264573193276709,-0.0016262743395307833,-0.24636618071438182,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.11230826956373989
CC_pH5_2,0.057818064809493384,-0.07851198456128654,0.004060347752402658,0.012475314310387427,0.005936222699187363,0.01946017258355151,-0.05793811337455462,0.0021154210206283126,0.0003291228599846396,-0.25009842137279714,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.09911694942295314
CC_pH6_0,0.08151085488498212,-0.03756119602886229,-0.0006261798755630215,-0.002655860411570117,0.01671930900005542,0.023469061215772583,-0.07973390756255906,0.021749195799069556,-0.0011068362459216454,-0.06376477995563459,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2884225051673924
CC_pH6_1,0.07270917616946541,-0.05018977990292984,0.007964734674795814,0.0003177442506927476,0.019504761701530732,0.033007848677427884,-0.08439671475926175,0.01874517958368296,0.005327867526237083,-0.06604693417477868,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29127362738877827
CC_pH6_2,0.07191832654502081,-0.03862189874943831,-0.0020107808652455347,-0.0009802166024303978,0.014872972514156417,0.025711124762082878,-0.08523117434719336,0.04190548496482811,-0.0005426091433543248,-0.07172627802695267,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2957269459022493
CC_pH7_0,0.12670978115871545,-0.055184849197773826,0.01855776465214465,0.022207470971119133,0.015297914093927193,0.043242629068377225,-0.15573970753699537,0.0062711065343540665,0.013569676828287223,0.2763404013589025,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5922068579302491
CC_pH7_1,0.11221915643662214,-0.05468873423888632,0.017585164876249827,0.021903839218227753,0.014977610575278162,0.05111736094174176,-0.15616103610752716,0.021278162911210364,0.008385666969191772,0.23606110841116826,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5480973412378645
CC_pH7_2,0.12425011023393148,-0.046759663077638215,0.0240692102820005,0.016197137169377956,0.02017557787830414,0.05138558638403598,-0.16005746517816313,-0.0004530388489365543,0.008633034995392612,0.23420092775445922,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5469120935714209
CC_pH8_0,0.10942993272338869,-0.06503839358930354,0.01794056226053965,0.030131301505734086,0.007356411482652881,0.05074834110215305,-0.13377069503392863,-0.007429734710603948,0.009372461465713766,0.5121078830277144,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8455353071301549
CC_pH8_1,0.11120399391926498,-0.08347026276442668,0.022882225888416808,0.03741596873039783,0.006978905733836722,0.047741819992661465,-0.13358086063971983,0.009668591624206822,0.01018486766225619,0.49520551215209396,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8378107178569503
CC_pH8_2,0.10999571597203608,-0.07265523603833887,0.014011990196355016,0.035242730082701075,0.009609223207377855,0.040331229810481505,-0.13420907331225665,-0.0008897417030580575,0.013818049283455251,0.514481556110246,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8442380625189879
CC_pH9_0,0.0997367921949405,-0.1036967929582233,0.022766319270367204,0.03958467651077587,0.0041259177045329795,0.04880465582741992,-0.12787805200918856,0.019954484465491504,0.015045192823137914,0.649832921313203,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.003926186226973
CC_pH9_1,0.10380853958670859,-0.08777266649691301,0.021154196302851896,0.035977880019370634,0.006016620968508989,0.04161741483632639,-0.13084660927724578,0.021667422595555347,0.017741912936224884,0.6323119774485088,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9964236708955914
CC_pH9_2,0.0933381506031298,-0.08874187968833289,0.018192034487653056,0.027988406134688348,0.014507369241150815,0.039511266128038576,-0.1285295497852823,0.005854324682251238,0.02421376490479579,0.6581404061364414,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9996501428774356
DF_pH4_0,0.034709228937230684,-0.08084311689533619,0.01736328374351497,-0.02600813895949851,0.0029749258542838336,0.021495896905822605,0.03501587478605949,0.004193826500812307,0.004389277347565997,-0.3711614320435278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
DF_pH4_1,0.033926485838449524,-0.08942156262209884,0.014678345122577053,-0.01895191663795192,0.0001143592320706488,0.021940683519224763,0.04063343753552307,0.0015866958560503029,0.007817897261322834,-0.37029663321926526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0004845233155374915
DF_pH4_2,0.031248448043251813,-0.08889789116366402,0.01485879281049837,-0.027809120267629626,0.00851403945571055,0.016994902621954678,0.043118544137510255,0.0043179127428194745,0.00892967867300562,-0.3685371025716481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.001874459798070219
DF_pH5_0,0.04864148048117108,-0.10379380752130048,0.012370930132658584,-0.024565152036754977,0.005109182066567563,0.02334097852363535,0.04153987598564963,0.006570835371056329,0.005802809141738261,-0.33080434505301326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.05114127579932972
DF_pH5_1,0.03774711629132861,-0.09487593499538692,0.015474134503823265,-0.01599314747621183,0.0036252260564461967,0.017987500742563726,0.045384278684530585,0.004457303345527338,0.005688252825613897,-0.3631183792537321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.02446646428818786
DF_pH5_2,0.04079123995712271,-0.0976569264827539,0.010414349583342024,-0.007575160077894513,0.00446944435086587,0.017327251967204645,0.03603196336199408,0.0033680637051229935,0.0008663035937301429,-0.3445197885135271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.039343210450552515
DF_pH6_0,0.04409948212782973,-0.11763892980616378,0.01705502265578379,-0.0056526984857476256,-0.008927550553141728,0.03661794655186975,0.06639066494272457,0.031377098101960564,0.007120686329739251,-0.17325555027422054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.16172687662413934
DF_pH6_1,0.04356618384304253,-0.11355496648861013,0.018794436491216003,-0.0031339156206535265,-0.008535164869997806,0.03748015628803681,0.059708067815264956,0.02274073502939681,0.006312853860790308,-0.1380880856513977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.20214567479932488
DF_pH6_2,0.050587968372780324,-0.11960270626470447,0.020827561763479652,-0.00399234296915972,-0.015710126325974006,0.03821050330105682,0.06427314355240571,0.027542366429191563,0.0019860346291376177,-0.15938354489110085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.19208393008372077
