Experiments,DF_OD<--AC_OD,DF_OD<--BA_OD,DF_OD<--BC_OD,DF_OD<--BL_OD,DF_OD<--BT_OD,DF_OD<--BV_OD,DF_OD<--CC_OD,DF_OD<--DF_OD,DF_OD<--wt_OD,DF_OD<--pH,AC_OD,BA_OD,BC_OD,BL_OD,BT_OD,BV_OD,CC_OD,DF_OD,wt_OD,delarc_OD,parc-_OD,parc+_OD,pH
CC_pH9_2,-0.06977249188267666,0.04318780004006366,-0.0021883080883518514,-0.048471135788637654,0.022458931123432904,-0.018268406851136166,0.002623970566884332,-0.08166323996270482,0.02802775239490945,-0.004391457853109941,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9996501428774356
DF_pH4_0,-0.04046822998834693,-0.037590414883325936,0.0016149393371913746,-0.07009182567667703,0.027795032492798306,-0.011928233854148694,-0.004950810606065003,0.06283061851625857,0.030825252915206162,-0.08649290650759055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
DF_pH4_1,-0.047842589166501304,-0.03425096325252368,0.002121971975202145,-0.07311958333234425,0.028786706893664336,-0.013084530704047373,-0.006712344792550026,0.060713004793809804,0.028935515300735175,-0.07400376716871626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0004845233155374915
DF_pH4_2,-0.058290343451435155,-0.02113081970778496,0.0024759875853424497,-0.07319141088620473,0.02994323520232801,-0.015173409352807891,-0.0068085968332446175,0.0628369881650028,0.030596872347852466,-0.07971508023207603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.001874459798070219
DF_pH5_0,-0.05206603896358739,-0.012000265856799874,0.003711630917437699,-0.06926522579530013,0.021462664289966876,-0.01361498055088779,-0.004018227168075416,0.06360849399929461,0.030625685829183333,-0.05936977354242746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.05114127579932972
DF_pH5_1,-0.062082207726071724,-0.01586812005256829,0.005538427528479825,-0.0664847783209837,0.024021291467158687,-0.01934778470384038,-0.010456394606634323,0.0584326091894637,0.031181995408690488,-0.08453342268972291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.02446646428818786
DF_pH5_2,-0.048376956092922585,-0.01665075892015644,0.0029010348702254514,-0.07418033758745246,0.01631975115803273,-0.012307023832007595,-0.0023845746513942007,0.05718047081776286,0.03297499725352165,-0.08104828821576163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.039343210450552515
DF_pH6_0,-0.12817067758058726,0.040815804997540055,0.006079512157517931,-0.07410688778628474,0.029652577081452244,-0.01583670840801104,-0.009590450245077195,0.13127351415869984,0.04075372541080351,0.07771589508523111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.16172687662413934
DF_pH6_1,-0.1367576061707476,0.058534728688714295,-0.007513134699800737,-0.08017931817018466,0.030485418333631498,-0.033425630008720834,-0.04092220693664706,0.11302809104647323,0.031196138787528742,0.0749030503630638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.20214567479932488
DF_pH6_2,-0.12978878398304405,0.048822592657221414,-0.008780725109188453,-0.07956495310625304,0.0254892157325926,-0.02826238583449436,-0.03661109218454878,0.11811977250744468,0.03420401890640673,0.07685336688452442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.19208393008372077
DF_pH7_0,-0.1601997430816941,0.05480106318126553,-0.00913939233383407,-0.09237631847029146,0.04015329727336117,-0.04735825904523549,-0.06296292859575023,0.07863904424659585,0.050635985848696344,0.06116697989890106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4761566893788473
DF_pH7_1,-0.174008363271537,0.049392265735760964,-0.009074480617823805,-0.09953608209186277,0.037028162440528034,-0.04720780927201974,-0.0481417742387756,0.07914086630486925,0.05076050363804984,0.07126358396333198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.48226683949395216
DF_pH7_2,-0.17234818915310116,0.054662496353621054,-0.011398265805581342,-0.0998445326510979,0.04437686878377978,-0.05263014497964278,-0.04627674100191697,0.07816545381170252,0.05462538912892343,0.060998197379319566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4811025384560845
DF_pH8_0,-0.17328630795945296,0.05511098092826812,-0.009153165972751122,-0.1029850744974354,0.0359779951867202,-0.043315087989296605,-0.05363225226492987,0.0633879592852748,0.04538665044080953,0.025502343391594674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6161936979692529
DF_pH8_1,-0.17087813453181927,0.05520255991946097,-0.004831587659276051,-0.1043777572136858,0.039252116782185806,-0.03905557136820711,-0.05761467516908178,0.07112361216026804,0.04710600362523743,0.03561684715359107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6417698578516113
DF_pH8_2,-0.17052290666200542,0.06542523927986624,-0.00653507681644481,-0.09710972094179497,0.04305818260525879,-0.050905857333994435,-0.05345614171222501,0.06917273856375529,0.04346324815374354,0.028953708562514054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6440713470669853
DF_pH9_0,-0.1834307968146775,0.06402854870518913,-0.01275177449311899,-0.09226679693421592,0.040305256014284876,-0.035490715145740814,-0.040982740769243756,0.06329373595507247,0.052612243421051794,0.01622645217601372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7292859280132171
DF_pH9_1,-0.1800348776076799,0.05709645015228054,-0.011571118326290793,-0.09042199357210295,0.04129550582688787,-0.03639978825560082,-0.039537526689793746,0.06330941353479157,0.049572720556803375,0.01823463763555755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7412574926289346
DF_pH9_2,-0.18110594468920133,0.07492945283651352,-0.011418699764687085,-0.10482518768990816,0.04124821290859709,-0.0338260129806788,-0.039244221784174436,0.06186737742760906,0.04645685668872749,0.017461580745875845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.747526246417331
comm11_4_1,0.10033410987614295,-0.013638639926262536,-0.02406855255041433,0.05059016021049541,-0.047915005949528314,0.037058636858735394,0.0026278946111383704,0.18294874828146845,0.05270179222783315,-0.404087566488787,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
comm11_4_2,0.08484886443809322,0.01077485203095104,-0.0176519384170356,0.043274874696912956,-0.032825964436582894,0.00484676836301451,-0.009580931203520804,0.24894977724260614,0.0471259951137978,-0.43988135423187325,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0004845233155374915
comm11_4_3,0.1042302245079823,0.0031819791994664955,-0.01713572932002336,-0.002943719988283907,-0.05056319292634725,0.036473782520903206,-0.0036434048009307473,0.15608908612766992,0.0539440324027901,-0.33754692114241747,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.001874459798070219
comm11_4_4,0.05490093472535196,0.01932646835465793,-0.02783579718483532,0.06843923562084851,-0.03119001338177402,0.018206859529018404,-0.006670247015097867,0.1733103674666389,0.051268029141685253,-0.37220615972643323,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0053181834532889495
comm11_5_1,0.10491603616787035,-0.005752852646552995,-0.03250438430225073,0.09145791814055135,-0.0620699821461154,0.014058671629299288,-0.018277371933926707,0.2355405738690626,0.0630332864092096,-0.33772699731037675,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.05114127579932972
comm11_5_2,0.06912690012999204,-0.007983160893554277,-0.01376106649637222,0.024469944326126057,-0.0426874295136203,0.018810844102307503,-0.011739881756189077,0.22159519944339984,0.04913699108621348,-0.32251334477539934,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.02446646428818786
comm11_5_3,0.08571547897451595,0.024351311602994162,-0.029831545064630708,0.05690326254652893,-0.05652377662127433,0.021232342392854077,0.0041909953044808445,0.1825031730467859,0.05853317597961946,-0.3242596016273551,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.039343210450552515
comm11_5_4,0.08308438322466351,-0.012104622115907461,-0.02715255245890306,0.06490618550259136,-0.05820239377248545,0.0343133219866001,-0.03480379950417125,0.2137102558172267,0.05340327535310517,-0.32290825015176894,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.02826352230444504
comm11_6_1,0.26274492901304497,-0.04433761426936025,-0.004354167920739757,0.18377100344909278,-0.09919491423698876,0.05079988883241365,0.057443651963511214,0.36808695147056947,0.08797759343748504,0.03562690399425184,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.16172687662413934
comm11_6_2,0.26212198198975434,-0.045620535228239445,0.025548073399973968,0.21079231593757866,-0.09739227070270672,0.09506353179397788,0.0705585945106071,0.4687763300052155,0.09885218332967032,0.17976841961560047,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.20214567479932488
comm11_6_3,0.2793069646928621,0.0029956960435146827,0.03926759314439868,0.2497012439985638,-0.12433099426977011,0.06957913142021582,0.06837277165249636,0.4149790591438828,0.0932661057555157,0.14067309790007448,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.19208393008372077
comm11_6_4,0.3011445608151995,-0.014158019329542715,0.03133694330311342,0.23277323635214045,-0.10986033752722582,0.06147183732656034,0.06932293847527192,0.4245273754356997,0.09169635958807623,0.1428863207704347,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.19174196501252805
comm11_7_1,0.39883069752351097,-0.18047438885044792,0.07721180026297984,0.2102034515369198,-0.16359370815365218,0.10634248070094898,0.03855762746670972,0.5729129147238058,0.11974025628812933,0.25947154092561936,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4761566893788473
comm11_7_2,0.3764560311773548,-0.23463615912134236,0.056814840199506805,0.20051565824805392,-0.12416289842161148,0.10093688221729316,0.07204979362695112,0.5411014648753664,0.13209496859299105,0.31284362591155196,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.48226683949395216
comm11_7_3,0.4410465783123738,-0.18095705692696828,0.06331057227176168,0.19276697541546559,-0.15430346339293147,0.11824851951521378,0.05262569721140291,0.5099014727171997,0.12660415034417224,0.26570858143593956,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4811025384560845
comm11_7_4,0.43658662912152385,-0.2257390751527703,0.0367799275530421,0.23114028063967176,-0.1274076070118209,0.1174740932201562,0.04595863705743915,0.5468549328588922,0.12265208781737351,0.250652120800122,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4811025384560845
comm11_8_1,0.3556152258683806,-0.22156225691023085,0.03916598893054155,0.18334450626178928,-0.1384126945714588,0.09668028899994878,0.07741622971775737,0.5419934262513469,0.12657425202753234,0.26524509636928206,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6161936979692529
comm11_8_2,0.3791510635549607,-0.23986934090438095,0.07089020250284152,0.19163026309207729,-0.12397555587894245,0.12663936497076697,0.04543613899499179,0.5224970393951821,0.13241943346417476,0.2006251607997262,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6417698578516113
comm11_8_3,0.385437200480829,-0.2528487790262571,0.05097886047447507,0.19733885070551996,-0.11377089846069398,0.09555783306936853,0.10466913590450651,0.4350540213627012,0.13443391843820396,0.26673789603230746,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6440713470669853
comm11_8_4,0.342299269899402,-0.23453917704522612,0.05720894016973352,0.23010338343032027,-0.1006522024941185,0.12070908327141533,0.06441189899392752,0.4686786618877364,0.1275921596457129,0.2313977188811354,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6395779816459941
comm11_9_1,0.3085977973416448,-0.2278448199642741,0.054113710299134234,0.19882308031877746,-0.12599735792402342,0.09396082648926457,0.0977123001622765,0.5034170151323728,0.14333567034615124,0.18878011283829157,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7292859280132171
comm11_9_2,0.38545931291321045,-0.29472867612281567,0.06847453005611896,0.2119913212307122,-0.12720186152535937,0.10897863629881453,0.10157241491519885,0.5065902503093946,0.13438347493986721,0.1297291784539171,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7412574926289346
comm11_9_3,0.3955498916348038,-0.26735398187423526,0.05810051798496558,0.24298826764135256,-0.12502095408413721,0.10644932296289052,0.0941821340098977,0.4010426767121839,0.13437403369532977,0.17617180977178656,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.747526246417331
comm11_9_4,0.35196821918306137,-0.24537551875833585,0.06890110167796201,0.17792254745636296,-0.10838422767170094,0.09875268281801888,0.10438093865533238,0.4438863219968652,0.13047669116569607,0.2030058073090471,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7409024335149471
