Experiments,BT_OD<--AC_OD,BT_OD<--BA_OD,BT_OD<--BC_OD,BT_OD<--BL_OD,BT_OD<--BT_OD,BT_OD<--BV_OD,BT_OD<--CC_OD,BT_OD<--DF_OD,BT_OD<--wt_OD,BT_OD<--pH,AC_OD,BA_OD,BC_OD,BL_OD,BT_OD,BV_OD,CC_OD,DF_OD,wt_OD,delarc_OD,parc-_OD,parc+_OD,pH
DF_pH5_2,-0.008338536860259331,-0.03012691496911904,0.0055536899786523515,-0.017295872007051242,-0.041461169777600004,0.0037736568915779163,0.004637993453272982,-0.004495418550365644,0.01299681432201001,-0.03770752306561917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.039343210450552515
DF_pH6_0,-0.02971569489080297,-0.015628559024518596,0.01053083155506655,-0.020087130013448393,-0.0652096788338183,0.005662437299185472,0.00465393919457236,-0.010968444454281226,0.01160702400597865,-0.003308005119552431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.16172687662413934
DF_pH6_1,-0.020929952169889996,-0.02195036822363086,0.005777546894615111,-0.024061111862082846,-0.07161515935587331,0.0031702592292719546,0.003413092852367654,-0.012536916547738338,0.015993075708494234,0.010276252412966086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.20214567479932488
DF_pH6_2,-0.02124427283668648,-0.019602760522140435,0.0006604471049554969,-0.021003606309709343,-0.06975944663519443,0.008026786643971242,0.0007466965500751252,-0.011298764083210544,0.013079966734892326,0.007931672291546735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.19208393008372077
DF_pH7_0,-0.025637547341377843,-0.02885144616456946,0.012807280296945698,-0.026200998075630352,-0.0925811418807944,-3.0201394920763895e-05,-0.0006777082930278526,-0.013607410784891763,0.021728793535705494,0.04058710108308688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4761566893788473
DF_pH7_1,-0.039031380789111496,-0.01549017650358703,0.008976029474490688,-0.023331529498100283,-0.09186842287607166,0.0022708632699821292,-0.0003070229646223401,-0.015389282779525153,0.014936734426604665,0.04677090852723821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.48226683949395216
DF_pH7_2,-0.030020039216615262,-0.015883229879824365,0.01345435373991242,-0.027854736102340016,-0.09544094359542686,-0.0020275449766979925,0.0018518145078712188,-0.01243344239931068,0.016683542121849634,0.039206945174778615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4811025384560845
DF_pH8_0,-0.02763961282153817,-0.027542854585968283,0.0031753920381078914,-0.02593753633413302,-0.07822642666611658,0.002571464865468441,0.002466902959605921,-0.012909743325865789,0.01510094563719695,0.03647818717174232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6161936979692529
DF_pH8_1,-0.041272123654818416,-0.012145933325847857,0.007466897967312,-0.03218134096540187,-0.08408586948583632,0.0050157336706457565,0.0038047396172971822,-0.015609605128512427,0.019662824542788063,0.036881395700873565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6417698578516113
DF_pH8_2,-0.0406328573288477,-0.01506041662686545,0.0066027310770004986,-0.032275661655256284,-0.0793265041210891,0.00020174610894173312,0.004856069914632194,-0.012988587847465404,0.021226899757495386,0.03493329965995382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6440713470669853
DF_pH9_0,-0.04052858191744788,-0.009377870562729306,0.0024067459338466108,-0.03024953691491291,-0.08365713572575022,0.00337597281915014,0.0007854927505326013,-0.011913077027091516,0.017026648560295937,0.03966806033747676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7292859280132171
DF_pH9_1,-0.05332878756134406,-0.03034623215501399,0.0069084045805199,-0.025703426031395787,-0.06711833149154225,0.002002450984740713,0.0018078919113411179,-0.011372305799032683,0.017189446648825765,0.04749760882362075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7412574926289346
DF_pH9_2,-0.044234448236858716,-0.014286774273799813,0.002739498139885457,-0.019714575726133977,-0.08085603339273645,0.002643005786787557,-0.0022837965129672197,-0.011265093110420786,0.01445449125993511,0.04034044500480852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.747526246417331
comm11_4_1,0.04926918876823039,0.03945065655583596,-0.003754683879366065,0.026168597622815034,0.17604876491018445,0.01213327785488218,-0.0008158003638053044,-0.1163222970951187,0.026368981177878115,-0.334788935327214,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
comm11_4_2,0.09828605829353405,0.04160461725444411,-0.014018408644580002,0.04118053383133171,0.16327740404248728,0.0021757513286707816,-0.01615120369536073,-0.10569070897247318,0.028315371731701105,-0.3644464775095896,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0004845233155374915
comm11_4_3,0.09590071910303895,0.04388543610562287,-0.03153536309083194,0.03922458409534201,0.1559778871668665,-0.0041287183405264586,-0.01230938058326264,-0.09278584161712589,0.030706421799309887,-0.34988936037675517,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.001874459798070219
comm11_4_4,0.10095989304635186,0.020714558274282712,-0.012545733427142968,0.04852191265773675,0.1371777520681043,0.0014964461450100574,-0.019222385604541918,-0.07102100711275376,0.029432855744886643,-0.3591958299277188,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0053181834532889495
comm11_5_1,0.08183278913933621,0.047952770886173404,-0.026286569134048796,0.053607742382901835,0.18180661043010496,-0.010926954411577594,-0.017042257290778927,-0.1251185232969811,0.028907451342548365,-0.3111641272392286,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.05114127579932972
comm11_5_2,0.04231833591449845,0.036818751177102656,-0.030429294005279297,0.043377242904844814,0.15523508966110805,-0.007981728258664196,-0.02115391053016419,-0.05000508414601665,0.024880926862116085,-0.3079373994708548,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.02446646428818786
comm11_5_3,0.04929601335452626,0.014772355900267549,-0.03367846141690793,0.041733590281446985,0.161569899049709,0.005416957461072693,-0.02399434609055195,-0.06247427499164705,0.026989063726049728,-0.285176853138508,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.039343210450552515
comm11_5_4,0.03845292797170417,0.03501545778576933,-0.015190462545977668,0.05058022839219673,0.1910785018120203,-0.003713569157230465,-0.034409195006136664,-0.0991073676994394,0.028533667715104377,-0.3037356192697569,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.02826352230444504
comm11_6_1,0.13368879686312182,0.10781911412415943,-0.032929308540795156,0.08369200182248555,0.2463503486013201,-0.02599146196740153,-0.030291260524409943,-0.19203889590485584,0.045566779136981664,-0.1018773373105037,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.16172687662413934
comm11_6_2,0.18031386198091276,0.12485088380276348,-0.046520739439469966,0.1264508091702895,0.30401042886159335,-0.021401147855769683,-0.01759655675506623,-0.2579129532584921,0.046430148357403986,-0.024395863902350167,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.20214567479932488
comm11_6_3,0.1410742898548589,0.12387641589683678,-0.05216584023736094,0.12004557717773735,0.30151905756605696,-0.02285030550890319,-0.014830451986711955,-0.2228258921556256,0.0433834716398269,-0.02725898549892008,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.19208393008372077
comm11_6_4,0.12219244770685452,0.15280503417972635,-0.055838423799925846,0.14524856540840111,0.3066591197871804,-0.023830055347643774,-0.018592423426149328,-0.23452327845759854,0.04541268879284516,-0.05100555176846683,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.19174196501252805
comm11_7_1,0.2811975240529231,0.1287352136154052,-0.030883499796340322,0.16966119735623184,0.46592454253493437,-0.0022537098128510642,-0.02710256499258558,-0.5146886579854333,0.06606483772538767,0.2119050851547282,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4761566893788473
comm11_7_2,0.24332944441809437,0.18361979659019123,-0.03530974452039631,0.14971093752320205,0.4381693492096888,0.002723737859329136,-0.014708870052278998,-0.4731323428263726,0.06258686503861101,0.2016330717333957,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.48226683949395216
comm11_7_3,0.2501009111970906,0.14908314954044052,-0.038170294448652366,0.14898403141283148,0.42223357647272725,-0.015118955704383564,-0.03808202384606651,-0.40701168848464836,0.06257709820491626,0.22197305914075313,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4811025384560845
comm11_7_4,0.2286976725956344,0.13937275490764042,-0.022258436232197875,0.1586995618033182,0.48330954778919244,0.0189013519613882,-0.004306779297919059,-0.5516491237965047,0.06455549639993871,0.24124681735451786,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4811025384560845
comm11_8_1,0.2878814183831539,0.12474694501466888,-0.038015834009477306,0.21681136979316565,0.5260191322806413,-0.028609069309440332,0.014196706031165685,-0.47804680483294226,0.08114495938076922,0.2885691796998372,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6161936979692529
comm11_8_2,0.31664746180035,0.10285171068030528,-0.026746613032832413,0.21365422283582713,0.5151168859195288,-0.025415995679390818,-0.012845558425937955,-0.44169395830563235,0.09067672030453608,0.3075368875499977,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6417698578516113
comm11_8_3,0.29438475089856303,0.09865789917905043,-0.04530375587349027,0.2259885118830867,0.46652857099902695,-0.029664640831153676,-0.0010890345176196104,-0.32755405671469384,0.07132222455399838,0.2905675093562384,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6440713470669853
comm11_8_4,0.2832225522959767,0.09828534359638778,-0.05053510939317715,0.216769765288893,0.45467090355880224,-0.019833513882780526,0.003712708903476602,-0.33556765576865033,0.07349574642924023,0.3116963769278853,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6395779816459941
comm11_9_1,0.3095169395493829,0.09844801863736431,-0.016802423620677517,0.19556126138600324,0.5599503804129832,0.004124589324523877,-0.0037826804454316964,-0.38261103605021435,0.08832593970486652,0.3413160592862203,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7292859280132171
comm11_9_2,0.3496523953939828,0.08458758349530397,-0.01142072502037752,0.21218758861169865,0.4626785042084267,0.019517799932307203,0.00853521774806404,-0.3856379229142127,0.08968759410063049,0.3853616794840555,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7412574926289346
comm11_9_3,0.2685462292455865,0.1232680845013617,-0.027528783741164135,0.26176100930259766,0.4866777349996339,-0.01019390971703537,0.0010152306178908609,-0.34502306835624674,0.08332567913477995,0.3773182660638881,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.747526246417331
comm11_9_4,0.38430043290106003,0.05237106981160848,-0.012432873420538774,0.1934234673017636,0.49582147870961896,0.027675401813593566,0.027382661323468,-0.37833810719418454,0.07898000356417309,0.34534033145917503,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7409024335149471
