Experiments,AC_OD<--AC_OD,AC_OD<--BA_OD,AC_OD<--BC_OD,AC_OD<--BL_OD,AC_OD<--BT_OD,AC_OD<--BV_OD,AC_OD<--CC_OD,AC_OD<--DF_OD,AC_OD<--wt_OD,AC_OD<--pH,AC_OD,BA_OD,BC_OD,BL_OD,BT_OD,BV_OD,CC_OD,DF_OD,wt_OD,delarc_OD,parc-_OD,parc+_OD,pH
BC_pH7_1,-0.08439926222776588,-0.027568613060790555,-0.008905582606144572,-0.009069046936929226,0.006198734906704529,0.00788806470030028,0.015418587696293125,0.02378493226254763,0.008834575421136357,0.009018071141579874,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48226683949395216
BC_pH7_2,-0.06667357809517693,-0.029164273144434327,-0.008906520109461703,-0.00707121221591597,-9.436186241067602e-06,0.012843985806988633,0.023778548642345097,0.011379152541251287,0.002826830417565677,0.002196961953912092,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4811025384560845
BC_pH8_0,-0.09634309070265815,-0.027738136849973515,-0.009960654063717182,-0.011395919522189575,0.0022463162486319956,0.018843548503582892,0.009944421877355681,0.023844903866234033,0.00893060082974641,0.02282846875812696,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6161936979692529
BC_pH8_1,-0.09339779046404621,-0.021752988966586794,-0.010595318172936855,-0.011254687197506427,0.0034453432067580846,0.014051044832753101,0.012252701478807823,0.021126429364085195,0.005396075771878595,0.02192964931221112,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6417698578516113
BC_pH8_2,-0.08667648419737814,-0.02392041119382433,-0.010437541105177093,-0.011826469954913077,-0.0021566243599290442,0.013863032314440481,0.013108709551717926,0.01710822928210963,0.006979448936231757,0.025158569999039176,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6440713470669853
BC_pH9_0,-0.09685377036747722,-0.023160236208983085,-0.011154109181269358,-0.013345039841597493,0.0050386212199278494,0.0069675684542111725,0.014058536998927595,0.017676012618062283,0.010511156333529434,0.03146171856509602,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7292859280132171
BC_pH9_1,-0.10163480244091021,-0.022654435023989367,-0.010646874386331311,-0.012871207661278873,0.007193529121577737,0.011384735217560893,0.011442534899258098,0.018801862148810987,0.005725371303117794,0.034459746654914775,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7412574926289346
BC_pH9_2,-0.10077578002505977,-0.02488081460575694,-0.00983504197843697,-0.0082737371487462,0.0017388804969580294,0.010051811807181527,0.0077934611523928846,0.022733024718320886,0.008206027882254642,0.03444262682095818,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.747526246417331
BL_pH4_0,-0.06419327004448226,-0.011281000372508298,0.01053365216145049,0.010518772206876591,0.00046550250247768713,0.008377395578376627,0.012200356785046015,0.013942263832558756,0.006202162028006885,-0.04556537298566621,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
BL_pH4_1,-0.06341638546922931,-0.02083786351039357,0.008512793934863549,0.012158526988781022,0.0025753156840801245,0.007210476105303869,0.011700078930867755,0.012657492539804914,0.007919389850095562,-0.03727936307049316,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004845233155374915
BL_pH4_2,-0.06064523223949516,-0.013043952048148798,0.008360489337988523,0.011500149735290073,0.0007169164976348047,0.008421235244883142,0.009991414443306298,0.014190722794636438,0.0035451139509677884,-0.0418363957333824,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001874459798070219
BL_pH5_0,-0.054358065604515685,-0.016433589617195342,0.011057739356613677,0.010594420721349515,0.002359324998181799,0.007281082990052908,0.008370052098256092,0.008242691735858499,0.004872470018656357,-0.040785664713577086,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05114127579932972
BL_pH5_1,-0.06078037123317304,-0.01480746935405161,0.01110926124550726,0.012479197745737827,0.0020768967368032616,0.008972122074793214,0.01297008268535137,0.004107744113906569,0.007487207749939482,-0.04241421003056608,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02446646428818786
BL_pH5_2,-0.05535530801376569,-0.018244744642921116,0.009769941848581251,0.010436755677928098,0.0012622194640014481,0.007397700582185517,0.011204962173233862,0.010879256362500398,0.006921397580400758,-0.04307171931409317,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039343210450552515
BL_pH6_0,-0.06870237445863694,-0.01842415195930263,0.008261225225160951,0.011057708733107739,0.0022085883565570994,0.009143538690455583,0.01306872666529987,0.01204412426151659,0.005526291446193403,-0.03298321514349917,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16172687662413934
BL_pH6_1,-0.0735844114455192,-0.022604592063504715,0.0053325151684491525,0.011038334975424025,-0.001555704545715581,0.010695125630692299,0.009621327088578888,0.016762391966970068,0.006810459290509638,-0.021314984788389307,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20214567479932488
BL_pH6_2,-0.08047322706035946,-0.016509816810164762,0.01147231399203124,0.010120710889282434,0.0032553524653548766,0.009392315764789995,0.010988613644047924,0.016502065744412982,0.002697468042049719,-0.026245335738943967,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19208393008372077
BL_pH7_0,-0.1497627211491699,-0.03585327759871017,0.020777629000013294,0.014184425314483442,0.007757876176872979,0.01269365772281004,0.026084227876170818,0.022464289307270353,0.013620051923005477,0.009234303410934367,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4761566893788473
BL_pH7_1,-0.15347440600557172,-0.017830671353832536,0.020323919069183908,0.014432454264682273,0.007433068567643996,0.01440537255095399,0.01312675017377605,0.02456243154147397,0.012782164293786756,0.005439378881584042,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48226683949395216
BL_pH7_2,-0.1591322917960908,-0.030778111428346338,0.01619571560426899,0.014808568160818972,0.012471607722665954,0.012636747902826125,0.020148318395342514,0.02225523343390744,0.014715387681904052,0.01787928605857103,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4811025384560845
BL_pH8_0,-0.17807102740296848,-0.03212219118262115,0.016588659393398656,0.015522264144990751,0.0062841950875261515,0.01742458308682494,0.022971569458427637,0.03214777652498173,0.008695033388617244,0.03175959900831399,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6161936979692529
BL_pH8_1,-0.18106893286918818,-0.021558365692263062,0.016615664081081095,0.014831112127589143,0.008371943293706233,0.01382583242233681,0.015243233973565308,0.027233088852270788,0.01233201278940491,0.0353748723184285,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6417698578516113
BL_pH8_2,-0.17322793797306393,-0.02556504885949518,0.016488285696376927,0.015735548148336623,0.006850416853052118,0.011771087602752707,0.018648706818728343,0.022248885053331433,0.015347990803420537,0.032902527049831716,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6440713470669853
BL_pH9_0,-0.19636102713320575,-0.02077303290853034,0.012191408100011559,0.015489193207543828,0.019035665198512703,0.011584027024066966,0.01052022236844768,0.02780286731117445,0.01469906195026377,0.04701207488937222,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7292859280132171
BL_pH9_1,-0.19070513581776097,-0.021217401239859022,0.016296863552668822,0.015041176547174873,0.009067435820141563,0.010085551288464795,0.01675024654230346,0.014899080047464886,0.015434162906654501,0.05554848214692396,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7412574926289346
BL_pH9_2,-0.20273880554768056,-0.021816194361966582,0.014656623771981056,0.014827032682040466,0.012881949869510918,0.011955119206205659,0.01281930950834699,0.030126349334807498,0.01672196309365656,0.05176711374002954,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.747526246417331
BT_pH4_0,-0.0355828794270106,-0.011230709815154904,0.00797581999036281,-0.006747524087195812,-0.007024616475986398,0.007585647661724816,0.006604407718000207,0.0056901464789457954,0.0038780791652591328,-0.02994791249056225,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
BT_pH4_1,-0.0317362762372131,-0.016257529035210605,0.008470166566903175,-0.002240367868672247,-0.007526374799401864,0.007249418084064256,0.004788638719398043,0.004504512660205366,0.001334849571728187,-0.0273865783246963,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004845233155374915
BT_pH4_2,-0.03800527926858353,-0.015513129443254165,0.00963000092169513,-0.0033644140657523407,-0.005519341453909874,0.0034384842994420427,0.007061819703034732,0.007909088891161525,0.002681254971286524,-0.02711802468837603,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001874459798070219
BT_pH5_0,-0.038098674939702384,-0.018318328044336772,0.007374504879117011,-0.005609872592208176,-0.008529891498062919,0.007370486128265442,0.0069770813344613375,0.014217871712601703,0.0023728440183660242,-0.02655556099894254,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05114127579932972
BT_pH5_1,-0.03566527051608199,-0.016094412191406535,0.007555345615938952,-0.0038275158972195956,-0.005017583182324534,0.005073681706967561,0.006870636347195379,0.00904368765166272,0.001530722640454769,-0.02826883342764947,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02446646428818786
BT_pH5_2,-0.035236154789833926,-0.01577257512542216,0.00872322533117688,-0.007177208383446155,-0.009031649743733198,0.00972069420568321,0.012597112448319148,0.006588749134022256,0.0025936315969928444,-0.031805365592565235,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039343210450552515
BT_pH6_0,-0.038704841420378396,-0.01646561701174663,0.007907674025906168,-0.004901378187148468,-0.010423284409486725,0.005600870833124803,0.007365703600580278,0.009717393715096558,0.0042196383003307416,-0.0231157002079746,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16172687662413934
BT_pH6_1,-0.043580137151091,-0.017047089093729206,0.010002042936242145,-0.003690422449422919,-0.010976102614532343,0.004569191260506277,0.0076092798813529655,0.00852939745330292,0.002136915883292322,-0.01635261438948953,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20214567479932488
BT_pH6_2,-0.04263220499391141,-0.01559667367812084,0.007225064795626244,-0.005255049139909123,-0.011371533601828241,0.003979187599666741,0.007914986066196278,0.013629738186364588,0.004081755133102769,-0.02077480859406616,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19208393008372077
BT_pH7_0,-0.0757245905454392,-0.0273213745329691,0.012098453720302684,-0.006568463292458785,-0.01323482133448124,0.013060513545313606,0.017583627642496772,0.009765206922007644,0.0048241925952227215,0.006717714425986229,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4761566893788473
BT_pH7_1,-0.07745041718463536,-0.021522155248600506,0.013768826868870985,-0.005201986495243465,-0.012724292744760926,0.00912282837473828,0.010794075158951075,0.01243851310533026,0.0035476132854819304,0.008427454131128996,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48226683949395216
BT_pH7_2,-0.07187988043479296,-0.032877455630704114,0.014037325775817684,-0.013106639148748439,-0.013232257194493124,0.013202420628589132,0.02044870737940073,0.01640644228490798,0.00450935570280189,0.003692439702217993,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4811025384560845
BT_pH8_0,-0.09193736661225557,-0.021396135279665822,0.01499085577285808,-0.008591225918220436,-0.01240760314075843,0.009789470063279503,0.011002798114457856,0.014417900229277816,0.004490753046196439,0.020841015416966823,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6161936979692529
BT_pH8_1,-0.09531695517346911,-0.023480928857689317,0.013750665136005568,-0.010457362040229467,-0.012314075438872623,0.011959130712177444,0.013565182196705241,0.013546517560987365,0.006544540650818658,0.02340374700725079,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6417698578516113
BT_pH8_2,-0.09418349432394554,-0.018124306355805503,0.0104847137970121,-0.009597735605809999,-0.012524294976306997,0.011615015697544036,0.010006512780876265,0.01584304592207722,0.004135565310716628,0.023545439505706672,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6440713470669853
BT_pH9_0,-0.11007511973866944,-0.027858564801838088,0.01609290166069632,-0.009808816031917283,-0.012112346728858737,0.010348120880839617,0.013699323803834292,0.01983400334968515,0.00716600209798502,0.03391495749192394,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7292859280132171
BT_pH9_1,-0.10758731722669757,-0.018426873337315474,0.013493974939312625,-0.013644442061043309,-0.012397700062264564,0.013001753423848876,0.00990510120825923,0.01654493987236334,0.008485143385503604,0.031825879242109216,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7412574926289346
BT_pH9_2,-0.11268317712227935,-0.023097603405299393,0.013952029399249865,-0.011503972249186558,-0.012101850972875298,0.01271877394422241,0.01024199548946775,0.0198720533206411,0.006548255573472248,0.03725395777627178,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.747526246417331
BV_pH4_0,-0.03168804586905501,-0.010649854302730249,0.006558554757224477,-0.002273206987782666,-0.0006316136358224827,-0.004055720311792002,0.004637252926502538,0.00846198388415834,0.002414650497553141,-0.03157353899563137,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
BV_pH4_1,-0.03506337641859832,-0.008852591007623983,0.007060625661650429,-0.005492240870776384,-0.0012267380240170856,-0.0028628615063169736,0.006022873164519021,0.00886833962538968,0.0014608679695621775,-0.028714436655459204,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004845233155374915
BV_pH4_2,-0.033578864230733856,-0.01293336036574581,0.0036206401026119355,-0.001045399481511635,0.00039107800339874954,-0.005010007636054703,0.007793460259942905,0.013640973658665368,0.0015627719024601187,-0.033240830148367775,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001874459798070219
BV_pH5_0,-0.039502530893229915,-0.0156220738524976,0.01081368581108425,-0.004842042134183904,-0.0009081348793014246,-0.004294292259475459,0.005777243357961595,0.01112095522005921,0.0031470433525417145,-0.02448939173927774,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05114127579932972
BV_pH5_1,-0.038209190043094365,-0.012478797293227649,0.00862287946207368,-0.003997550720106,-0.0015426911899577014,-0.004294292259475461,0.008755291058965354,0.009614107189295085,0.004982633404433728,-0.030251927816349528,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02446646428818786
BV_pH5_2,-0.03588484910681196,-0.014499542462113112,0.009274771670284478,-0.00439111286531324,-0.00010346940840068107,-0.0033400049352127563,0.005120965234287407,0.01406978623860556,0.0021398266631623983,-0.031185909161425152,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039343210450552515
BV_pH6_0,-0.04687678119410639,-0.01821634368242129,0.010422342293288396,-0.0034345967322587964,0.0009358963013991053,-0.005765437279706418,0.01034761996858794,0.01692709819778152,0.005877143602980219,-0.02901647973805666,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16172687662413934
BV_pH6_1,-0.04071672174755645,-0.025551035545118478,0.008636083494385948,-0.001731387148408786,-0.00033620441575413175,-0.007785635149997213,0.006668213657710864,0.0156696286894705,0.0025183741181440964,-0.0161708550317132,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20214567479932488
BV_pH6_2,-0.042583799525771446,-0.02455314046662787,0.008942843673993714,-0.001093128973051257,0.0011354286952511116,-0.007254827796764995,0.010502112208177216,0.01306822613853475,0.00400861244648695,-0.020971865174563033,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19208393008372077
BV_pH7_0,-0.055792331904496846,-0.03321629780952049,0.013762080458843189,-0.006129051923103952,0.000518515680147254,-0.006335564923027287,0.01657149370273818,0.0104534275084734,0.0021331544511991986,-0.0007649630437726557,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4761566893788473
BV_pH7_1,-0.0974088037872444,-0.024157457113589926,0.01563986280852038,-0.00481101478409508,-0.0002445060549222905,-0.006039936749831491,0.016291102788046644,0.02500644569001767,0.009965729962872422,0.006959039372918398,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48226683949395216
BV_pH7_2,-0.08349028843576492,-0.027268328360565336,0.012552564843841225,-0.003645978093795154,-0.00042861210101324576,-0.006060340508170752,0.02227245489378338,0.014045291742228934,0.00794459291126417,0.00527910488293223,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4811025384560845
BV_pH8_0,-0.10445926764089127,-0.025662121294957138,0.0124755744409302,-0.005935370452378109,-0.0023477433362732755,-0.004122074729074601,0.021804717858524423,0.022507278993725777,0.005600623826941718,0.021338843521864513,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6161936979692529
BV_pH8_1,-0.1021349529695252,-0.026885303335021368,0.010240712348857652,-0.011212289241021092,0.006485910135442796,-0.004876904801830004,0.01619464650102283,0.022538536762737708,0.0062263246755237135,0.024623781091169177,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6417698578516113
BV_pH8_2,-0.1296863816500358,-0.028299539479548514,0.01433692833651667,-0.008504528855176077,0.008983691025363361,-0.004800418511680936,0.021555533368626364,0.02855478649716015,0.010500158058560412,0.02856023218320763,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6440713470669853
BV_pH9_0,-0.11741619147360324,-0.019636118530255292,0.014523781403575253,-0.011245115065704222,0.008399654800153296,-0.005796294186426246,0.008413606914489167,0.027863830545026325,0.007600966021418571,0.028492339522294373,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7292859280132171
BV_pH9_1,-0.13442245104552605,-0.025763286240398885,0.014715859086617182,-0.014750061799650615,0.00872146279429612,-0.0061761357894410274,0.014201025023408555,0.034180435643571865,0.007894096439299374,0.042599517693338196,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7412574926289346
BV_pH9_2,-0.1195256394811946,-0.022973355744843885,0.011159555200973283,-0.011590733359689298,0.002434798807877561,-0.006208974220182587,0.01007924174970907,0.03854381428626568,0.0031918837891324685,0.03608987026402483,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.747526246417331
CC_pH4_0,-0.030548847461848164,-0.014057496824990148,0.00782636962669051,-0.002053185187928055,-0.0009561286008228425,0.006929322030881178,-0.009531855194464972,0.011014618062130783,0.0025902393946181162,-0.03001257386058569,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0032572508755295392
CC_pH4_1,-0.02795388409624929,-0.013529729757296001,0.005629948121698006,-0.003450651725997096,0.0010158790566998982,0.009052513274161714,-0.011438226233357966,0.006999896847359512,0.0040289822496149845,-0.029154265752953035,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.004437627208196163
CC_pH4_2,-0.030444858760937398,-0.01675781768949135,0.006845897751981797,-0.004880226212351218,0.000505377436461656,0.0071021689960490105,-0.010167312207429302,0.010376199100004592,0.0017010220043037242,-0.023079988434910773,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0011803763326671925
CC_pH5_0,-0.03711597518104574,-0.019557482522466904,0.008049547416360481,-0.003906641273718813,0.003209460659519486,0.00784925645136315,-0.009763335358837374,0.010020177093860893,0.0029247081344542297,-0.020509253435808675,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.08114687964645667
CC_pH5_1,-0.04177689243108035,-0.015259444350781647,0.008410404731074104,-0.0031816047575810675,0.0004792331952763645,0.0097341340812652,-0.010763902897420139,0.013025839715872121,0.0025213688790150304,-0.021988674181958906,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.11230826956373989
CC_pH5_2,-0.03555943497335134,-0.017940681290043437,0.00982554557044869,-0.00487880660139996,2.4084024455236222e-05,0.006093998467144759,-0.0097850560526485,0.010846964239102341,0.002001740746200084,-0.019427892351927975,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.09911694942295314
CC_pH6_0,-0.04855513125496067,-0.019128090755447094,0.011264856127293214,-0.006593472743811814,0.002669247293277925,0.006812977808649126,-0.016163606216078215,0.010468027052348075,0.0043989058373414954,-0.003973251164931318,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2884225051673924
CC_pH6_1,-0.04435278781244289,-0.02531273344774609,0.008307151193528073,-0.00570125205685263,0.0017230688310835667,0.01055190782346155,-0.01682597740836765,0.01275730480642422,0.0054524914531604105,-0.0053987113985678415,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29127362738877827
CC_pH6_2,-0.04812971138435861,-0.02237623983751173,0.009074634088446264,-0.007682411955750507,0.0033281303197145455,0.004632703402768011,-0.016893354382203966,0.02106663844669642,0.005965947469939356,-0.007785874184059062,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2957269459022493
CC_pH7_0,-0.08845205310408187,-0.029270079689829247,0.013293992357085583,-0.008338004514251067,0.009168577720613582,0.014239401886968508,-0.014787019879921617,0.021811127162174038,0.005565582484654758,0.01796893733513096,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5922068579302491
CC_pH7_1,-0.07108004241047991,-0.02649185983221168,0.014594639076486882,-0.0027456151515893312,0.0027357916663522308,0.015840454422261403,-0.01519217737343,0.012578721237571342,0.003481541256541791,0.007479009092178035,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5480973412378645
CC_pH7_2,-0.07364593804206537,-0.02729008474913628,0.016187513671491464,-0.008967676943410998,0.0056889837105637,0.012223313052369204,-0.01550028668797534,0.01450921281200388,0.006515098405273063,0.011480326754567413,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5469120935714209
CC_pH8_0,-0.12682270380141938,-0.02465916349997987,0.01412001881586469,-0.017261440324718543,0.012092498892351337,0.01256833851661371,-0.013216637450715767,0.022719259977988574,0.008977565426865347,0.05268272543083066,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8455353071301549
CC_pH8_1,-0.147473437026467,-0.025258897299999777,0.01594364865804496,-0.010097885753797447,0.012998244166374209,0.01401121832430363,-0.012568606112314307,0.024720246793459296,0.012503934471827486,0.05642199553225351,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8378107178569503
CC_pH8_2,-0.14695317715730355,-0.024815170763303415,0.016548816602191197,-0.019238416586557165,0.016112260614400326,0.012862299625640328,-0.01299020417358564,0.030328889578256916,0.01276654877902373,0.05657861546491799,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8442380625189879
CC_pH9_0,-0.1362797499642424,-0.028732782401468447,0.018624225289601348,-0.01328491214986729,0.006331150154380694,0.01340610774314922,-0.01103733648424563,0.02839236630855695,0.007306548310038835,0.05647484505468089,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.003926186226973
CC_pH9_1,-0.14611139230754056,-0.0222950479193874,0.01581533120540173,-0.01555469100727983,0.004436655355536419,0.00821440159302691,-0.011126787688421163,0.02988692193899465,0.01791046978986782,0.06002460089714629,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9964236708955914
CC_pH9_2,-0.1537208759217806,-0.025535859538485178,0.013915800806944786,-0.015475586463251844,0.00852149148836084,0.016114971987579184,-0.00991259069546409,0.03376529926677113,0.0064197356140483965,0.06710807543895812,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9996501428774356
DF_pH4_0,-0.030849677719499754,-0.018849637210369106,0.010967638625398924,-0.005190907577457636,-0.00010363217767166125,0.009875987832960875,0.007872195614744788,-0.013515197859834066,0.0026155959312682553,-0.02162190680432579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
DF_pH4_1,-0.041589424341269166,-0.013279719665322615,0.01043654120972623,-0.00589465032129184,-0.0007777596653803532,0.012540574984058089,0.012838630791267625,-0.013515197833919005,0.0026829476152425225,-0.022241483606074166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0004845233155374915
DF_pH4_2,-0.036735700064379234,-0.01805933401312517,0.009125902299647742,-0.0039362714034707645,-0.0005782452290472765,0.012583598727765292,0.012009869130409283,-0.013515197833919005,0.0006519197915559222,-0.020346083014231662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.001874459798070219
DF_pH5_0,-0.036565928353887535,-0.013735964405147924,0.008819626095178333,-0.006489959454730802,-0.0010543352025358566,0.011299381881304409,0.009402213563089786,-0.012720186269801592,0.0006629962814242942,-0.018417384509483114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.05114127579932972
DF_pH5_1,-0.035143503250311244,-0.012233742524100389,0.010473985548900522,-0.006762201690479463,-0.0007435427816665693,0.008996577740687392,0.004821560010313989,-0.008745128008658471,0.0008651781665242233,-0.020328724398885084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.02446646428818786
